"Time","CPCi","pH2A_Sgo1_CPCi","H3_CPCi","pH3_CPCi","Sgo1_CPCi","Sum_Inactive"
0,4.52,0,0,0,0,4.52
1,0.00370955647016592,0.399512256216831,4.31475868836287,0.0481948123480508,0.00176389728821437,4.76793921068613
2,0.0036057374844519,0.486571592408525,4.1036968500611,0.165915788421699,0.00133178917812541,4.7611217575539
3,0.00281399847783285,0.425847084841999,2.96228250726112,0.201932656835628,0.000900167406083039,3.59377641482267
4,0.00109855658656024,0.157985858031146,0.843137758786199,0.0855468550180409,0.000390391174586461,1.08815941959653
5,0.000660566070888514,0.158218656357769,0.627642848663864,0.0882726947153338,0.000300045828140979,0.875094811635996
6,0.0006333711531294,0.17808516624835,0.585064333355774,0.101615148968165,0.000318796503503471,0.865716816228922
7,0.00062365561296533,0.195702979134939,0.5549974666875,0.111951053005152,0.000339062638318761,0.863614217078875
8,0.000616090736079419,0.210572130333249,0.531148070625178,0.119470075291798,0.000356971266956739,0.862163338253262
9,0.000609935913937755,0.223086371452147,0.512078557193618,0.124922593764151,0.000372715311598837,0.861070173635453
10,0.000604897777334285,0.233637130018261,0.496702855112745,0.128902778522405,0.000386599777716063,0.860234261208462
11,0.000600751540439428,0.242559024279732,0.484190054701757,0.131838463182804,0.000398895311269956,0.859587189016002
12,0.000597321117940909,0.250129770503211,0.473913146909304,0.134030619290893,0.000409831828385948,0.859080689649734
13,0.000594469876441303,0.256575026644622,0.465401858919689,0.135689491937254,0.000419598844944888,0.858680446222951
14,0.000592088738239167,0.262079625085545,0.458297680736188,0.136963767238594,0.000428354801987693,0.858361516600554
15,0.000590093078150947,0.266794599184217,0.452326266021621,0.137958425320816,0.000436231406618947,0.858105615011423
16,0.000588413648609863,0.270845612471131,0.44727240000419,0.138749193304117,0.000443341313286411,0.857898960741334
17,0.000586997402095043,0.274332228560557,0.442973114383416,0.139389278490693,0.000449774064596365,0.857731392901356
18,0.000585798392185667,0.27734222442446,0.439292134598706,0.139919053395556,0.000455612859369078,0.857594823670278
19,0.000584780819456785,0.279945925841749,0.436124742490728,0.140366798959997,0.000460925199680478,0.857483173311611
20,0.000583914055608766,0.282203832290291,0.433384539005623,0.140753531771864,0.000465771939654167,0.857391589063042
21,0.000583171002536114,0.284155431566122,0.431018678564019,0.141089710852709,0.00047019784205272,0.857317189827438
22,0.000582399445914858,0.285993115636338,0.428781496567756,0.141416171440634,0.000474436740204055,0.857247619830847
23,0.000581611536481312,0.28783052569188,0.426544650322421,0.141742589960077,0.000478677187958317,0.857178054698817
24,0.000580823626958766,0.289667935985103,0.4243078038087,0.142069008522231,0.000482917635641415,0.857108489578634
25,0.000580035717469406,0.291505346174394,0.422070957413952,0.142395427065565,0.000487158083386136,0.857038924454766
26,0.000579247808231212,0.293342755459568,0.419834112065801,0.142721845444241,0.000491398531880741,0.856969359309722
27,0.000578459899576021,0.295180162372477,0.417597269489488,0.143048263389023,0.000495638982801967,0.856899794133366
28,0.00057767199197116,0.297017564523487,0.415360432521264,0.143374680459989,0.000499879439358781,0.856830228936069
29,0.000576884086045765,0.298854958297201,0.413123605486089,0.143701095989868,0.000504119906958926,0.856760663766163
30,0.000578038145377897,0.298218806831092,0.414022677656007,0.143543519378096,0.000505696624882059,0.856868738635456
31,0.000578136943598001,0.298252539551146,0.413985428367347,0.143564333981753,0.000506872705911319,0.856887311549755
32,0.000578220417030149,0.298269869866278,0.413911222344634,0.143636402122459,0.000508038349665641,0.856903753100067
33,0.000578294665095535,0.29827570046818,0.413808669788101,0.143746522176271,0.000509169089885675,0.856918356187534
34,0.000578359534634911,0.298274140953699,0.413685169939664,0.143883492465126,0.000510262725987337,0.856931425619111
35,0.000578417482619763,0.298268383856356,0.413546473054398,0.144038646369664,0.000511317902145284,0.856943238665183
36,0.000578470251904499,0.298260540903446,0.413396519889673,0.144206147690678,0.000512335380738634,0.85695401411644
37,0.000578517506550989,0.298252277554328,0.413238926430406,0.144380913206321,0.000513318240474852,0.856963952938081
38,0.000578561137413538,0.298244442519747,0.413076029796924,0.144559924725044,0.000514268248412717,0.856973226427542
39,0.000578603087536164,0.298237240814846,0.412910779492305,0.144740291610817,0.000515199332862268,0.856982114338367
40,0.000578644852443007,0.298230049766783,0.412745502482152,0.144920672032071,0.000516130338625161,0.856990999472074
41,0.000578681576662449,0.298226819792192,0.412576526151201,0.145100068234804,0.000517005573040223,0.856999101327899
42,0.000578720341168507,0.298226098911796,0.412406644554399,0.145277304118909,0.000517832859541693,0.857006600785814
43,0.000578770231119869,0.298225781639136,0.412236939106316,0.145453879032403,0.000518639745313889,0.857014009754288
44,0.000578820090812876,0.298225464383374,0.41206723398117,0.145630453809895,0.000519446662224667,0.857021418927477
45,0.000578809062925247,0.298230419586874,0.411902858979473,0.145795940306437,0.000520259218378412,0.857028287154088
46,0.000578837089055635,0.298235826602584,0.411740615681708,0.145958651427402,0.000521001647159501,0.857034932447909
47,0.000578870643522813,0.298241610999734,0.411580864921679,0.146118354298046,0.000521730368254485,0.857041431231237
48,0.000578892086446096,0.298247711349249,0.411422885246795,0.146275967772349,0.000522444434752647,0.857047900889591
49,0.000578918479274465,0.298254641348658,0.411269651378096,0.146427897674032,0.000523132975764296,0.857054241855825
50,0.000578944497826693,0.298261838766585,0.411119334269943,0.146576516350177,0.000523806626331001,0.857060440510863
