"Time","Haspina","Haspini","Plk1a","Plk1i"
0,0,10.40495996,1.840322379,16.562901411
1,7.37527996640013,3.02967999359987,1.84316917798503,16.5600546120145
2,7.64725171934912,2.75770824065088,1.90733254043369,16.4958912495668
3,8.62567969604989,1.77928026395011,3.06487571477284,15.3383480752272
4,9.84845368002925,0.556506279970751,9.12555797360884,9.27766581639116
5,10.0193874788362,0.3855724811638,13.757533710298,4.64569007970202
6,10.0348142508018,0.370145709198183,14.2643504546666,4.13887333533368
7,10.0386336084778,0.366326351522181,14.2952521723185,4.10797161768307
8,10.0415317240048,0.363428235995251,14.2981772965262,4.10504649345889
9,10.0440845590062,0.360875400993848,14.2994381427964,4.10378564719304
10,10.0463328747916,0.358627085208382,14.3004441684453,4.10277962155434
11,10.0483020959249,0.356657864075053,14.301295913686,4.10192787631403
12,10.0500215230385,0.354938436961548,14.3020224109775,4.1012013790222
13,10.0515205727288,0.35343938727123,14.3026443146439,4.10057947535567
14,10.0528271425489,0.352132817451061,14.3031785392394,4.10004525076057
15,10.0539664892076,0.350993470792392,14.3036386554701,4.09958513452977
16,10.0549613689637,0.349998591036268,14.3040361201655,4.09918766983439
17,10.0558306647303,0.349129295269722,14.3043799226649,4.09884386733508
18,10.0565920719528,0.348367888047213,14.3046781934879,4.09854559651214
19,10.0572600683336,0.347699891666441,14.3049373473019,4.09828644270066
20,10.0578475743567,0.347112385643326,14.3051631011832,4.09806068882243
21,10.0583632614608,0.346596698539212,14.3053595181038,4.09786427193707
22,10.0588503690408,0.346109590959166,14.3055541540599,4.09766963694538
23,10.0593373432466,0.345622616753444,14.3057498547494,4.09747393729676
24,10.059824317523,0.345135642477018,14.3059455554888,4.09727823759815
25,10.0603112917692,0.344648668230825,14.3061412562079,4.09708253791988
26,10.0607982657578,0.344161694242235,14.3063369567627,4.09688683840589
27,10.0612852390833,0.343674720916708,14.3065326569172,4.0966911392922
28,10.0617722111012,0.343187748898849,14.3067283563239,4.0964954409262
29,10.0622591808558,0.34270077914424,14.3069240545037,4.0962997437872
30,10.0622129910263,0.342746968973752,14.3067958593509,4.09642793065017
31,10.0622387011873,0.342721258812708,14.3067883106817,4.09643547931643
32,10.0622635617221,0.342696398277888,14.3067834353667,4.0964403546376
33,10.0622887893819,0.342671170618101,14.3067790657058,4.096444724294
34,10.0623148988744,0.342645061125645,14.3067752788977,4.09644851110229
35,10.0623420239824,0.342617936017572,14.3067718458518,4.09645194414823
36,10.0623700968827,0.342589863117295,14.3067686287935,4.09645516121257
37,10.062398925683,0.342561034317014,14.3067657108698,4.09645807912636
38,10.0624283160034,0.342531643996638,14.3067628897237,4.09646090026201
39,10.0624579593305,0.34250200066945,14.3067600061205,4.09646378375131
40,10.0624876049427,0.342472355057314,14.3067570733109,4.09646671641602
41,10.0625178541266,0.342442105873372,14.3067548083602,4.09646898163316
42,10.0625480968816,0.342411863118407,14.3067520864595,4.09647170404249
43,10.0625782519827,0.342381708017321,14.3067488330995,4.09647495888459
44,10.0626084069393,0.342351553060692,14.3067455541811,4.09647823925411
45,10.0626376438744,0.342322316125554,14.3067448845483,4.09647890545121
46,10.0626663363395,0.342293623660486,14.3067423756152,4.09648141439334
47,10.062694476484,0.34226548351602,14.3067397051595,4.09648408673063
48,10.062722350089,0.342237609911044,14.3067372539821,4.09648653611736
49,10.0627493327585,0.342210627241481,14.3067346174267,4.09648917257387
50,10.0627757560681,0.342184203931858,14.3067319759587,4.0964918140322
