"Time","CPCi","pH2A_Sgo1_CPCi","pH3_CPCi","pH2A_Sgo1_pH3_CPCi","Sum_Inactive"
0,0,0,0.27418479226,0,0.27418479226
1,0,0,0.27418479226,0,0.27418479226
2,0,0,0.27418479226,0,0.27418479226
3,0,0,0.27418479226,0,0.27418479226
4,0,0,0.27418479226,0,0.27418479226
5,0,0,0.27418479226,0,0.27418479226
6,0,0,0.27418479226,0,0.27418479226
7,0,0,0.27418479226,0,0.27418479226
8,0,0,0.27418479226,0,0.27418479226
9,0,0,0.27418479226,0,0.27418479226
10,0,0,0.27418479226,0,0.27418479226
