"Time","Haspina","Haspini","Plk1a","Plk1i"
0,0,0,0.210911378661538,0
1,6.62532721754536e-07,0,0.209812245618429,0
2,0.000102170521267926,0,0.208728614657861,0
3,0.000587586549717773,0,0.208109595292117,0
4,0.00125480727708272,0,0.207801221017373,0
5,0.00177859241536179,0,0.207656288230853,0
6,0.00208802934276504,0,0.207589979323263,0
7,0.0022438617992454,0,0.207560054118263,0
8,0.00231513581575488,0,0.207546652836118,0
9,0.00234578949998291,0,0.207540682724526,0
10,0.00235845023104095,0,0.207538032052219,0
