"Time","H3","H2A"
0,0,0
1,0,0.100822663674851
2,0,0.119986649182181
3,0,0.126211979611893
4,0,0.128669172242734
5,0,0.129706511953737
6,0,0.13015481974472
7,0,0.130350106789374
8,0,0.130435411291001
9,0,0.130472700347068
10,0,0.130489009939841
