"Time","pH2A","pH2A_Sgo1","pH2A_Sgo1_CPCa"
0,0,0,0
1,114.026539261558,122.633729319414,0.00350774017329851
2,124.314275074204,114.172011759962,0.642633016192992
3,133.238710812225,105.411487783341,2.60938375161792
4,140.215737247263,98.3939583526038,2.87836601110899
5,145.474175343452,93.0669866065755,3.05044193819732
6,149.363326780705,89.1013099963621,3.18479147219923
7,152.21225328719,86.1722875471668,3.30768393977228
8,154.285929893386,84.0163519373868,3.42318082128411
9,155.787510963934,82.4315391074924,3.53247439922106
10,156.869437663321,81.2667621432886,3.63579580281425
11,157.64485053967,80.4101973224258,3.73301674757018
12,158.19728196574,79.7794276391399,3.82394779246683
13,158.588183963701,79.3138497773342,3.90847075922284
14,158.862258238637,78.9693618466264,3.98655735047737
15,159.052515420377,78.7132980867667,4.05832281018775
16,159.182789402964,78.5219881185795,4.12396410416745
17,159.27043930178,78.3780760431974,4.18376535443964
18,159.328060575912,78.2688721030203,4.23804850989558
19,159.364572790622,78.1851259331202,4.28733010660929
20,159.389593326921,78.1162685928741,4.33280343766744
21,159.40562711699,78.0594284323404,4.37492071968487
22,159.410350256118,78.0186969316831,4.4117565433399
23,159.409536037924,77.9880843867156,4.44368265366421
24,159.406660088623,77.9626655985515,4.47230510069321
25,159.402705945949,77.9409942481297,4.49813602206883
26,159.398165928041,77.9226116015638,4.52115966938223
27,159.393515563744,77.9067598823777,4.54168749407675
28,159.3890055506,77.8928528647,4.56007809637709
29,159.38471262035,77.8802877843462,4.57687771973615
30,159.380461374702,77.8679086208026,4.59344579635999
31,159.376210107846,77.8555294164688,4.61001393505133
32,159.371958811615,77.8431501556545,4.62658215913986
33,159.367707477828,77.8307708226509,4.64315049168505
34,159.363456098274,77.8183914017178,4.65971895549777
35,159.35920466471,77.8060118770769,4.67628757315143
36,159.354953168861,77.7936322329131,4.69285636698037
37,159.353555422263,77.7923452518916,4.6953015006801
38,159.352264916653,77.7909973033838,4.6976489241735
39,159.350974438826,77.789649342966,4.69999633498631
40,159.349683999908,77.7883013658691,4.70234372805472
41,159.348393611023,77.7869533673251,4.7046910983249
42,159.347103283287,77.7856053425677,4.70703844075334
43,159.345813027814,77.7842572868321,4.70938575030722
44,159.344522855713,77.7829091953555,4.71173302196459
45,159.343232778084,77.7815610633769,4.71408025071453
46,159.341942806024,77.7802128861367,4.71642743155725
47,159.340652950624,77.7788646588774,4.71877455950391
48,159.339363222968,77.7775163768423,4.7211216295765
49,159.338073634139,77.7761680352757,4.72346863680742
50,159.336784195213,77.774819629422,4.72581557623894
