"Time","Haspina","Haspini","Plk1a","Plk1i"
0,0,0,1.41563259923077,12.7406933930769
1,0,0,1.41783203664591,12.7384939556618
2,0,0,1.47543027406099,12.6808957182467
3,0,0,2.41999138554598,11.7363346067617
4,0,0,7.08680525598466,7.06952073632322
5,0,0,10.5933977167392,3.56292827556514
6,0,0,10.973069033172,3.18325695913517
7,0,0,10.9961296024835,3.16019638982397
8,0,0,10.9982168521124,3.15810914019521
9,0,0,10.9990681187831,3.15725787352493
10,0,0,10.9997423486397,3.15658364366774
11,0,0,11.0003152606166,3.1560107316909
12,0,0,11.0008071133529,3.15551887895478
13,0,0,11.0012318033972,3.15509418891223
14,0,0,11.0016001032403,3.15472588906783
15,0,0,11.0019207103976,3.15440528191007
16,0,0,11.0022006576288,3.15412533467885
17,0,0,11.0024457741189,3.15388021818873
18,0,0,11.0026608229371,3.15366516937121
19,0,0,11.0028519057406,3.15347408649294
20,0,0,11.0030199784767,3.15330601374575
21,0,0,11.0031780770315,3.15314791527915
22,0,0,11.0033105944227,3.153015397885
23,0,0,11.0034231638243,3.15290282848558
24,0,0,11.0035230256319,3.15280296668493
25,0,0,11.0036121599259,3.15271383238221
26,0,0,11.0036907745162,3.15263521779148
27,0,0,11.0037603189448,3.15256567336288
28,0,0,11.0038220024806,3.15250398985724
29,0,0,11.0038677661843,3.15245822790984
30,0,0,11.0039051457382,3.1524208513751
31,0,0,11.0039425349866,3.15238346514466
32,0,0,11.0039799376262,3.15234606552109
33,0,0,11.0040173573216,3.15230864883933
34,0,0,11.004054797698,3.15227121147375
35,0,0,11.0040922623341,3.15223374984506
36,0,0,11.0041297547558,3.15219626042699
37,0,0,11.0042793893256,3.15204660121572
38,0,0,11.0043009021184,3.15202508486514
39,0,0,11.0043224140732,3.15200356935283
40,0,0,11.0043439248541,3.15198205501477
41,0,0,11.0043654341248,3.15196054218714
42,0,0,11.0043869415493,3.15193903120632
43,0,0,11.0044084467908,3.15191752240891
44,0,0,11.0044299495127,3.15189601613177
45,0,0,11.0044514493778,3.15187451271203
46,0,0,11.004472946049,3.15185301248712
47,0,0,11.0044944391883,3.15183151579481
48,0,0,11.0045159284579,3.15181002297328
49,0,0,11.004537413519,3.15178853436112
50,0,0,11.0045588940328,3.15176705029745
