"Time","Bub1a","pKnl1","pKnl1_Bub1a"
0,0,0,0.07628478529392
1,0,0.000136260703869432,0.0764393900529848
2,0,0.000575599059736444,0.0773194684275215
3,0,0.00199088713704656,0.0805366133897153
4,0,0.00653297386771411,0.0912500871485273
5,0,0.0209372557205807,0.125696135525827
6,0,0.064936684045839,0.232195028691484
7,0,0.185114597290914,0.530909305030006
8,0,0.430898344480823,1.18172951485925
9,0,0.720027891828602,2.03608105282693
10,0,0.893443507906901,2.61183498782802
11,0,0.957167915612876,2.83903530107566
12,0,0.975966943930125,2.90792506117427
13,0,0.981129901053925,2.9270029503156
14,0,0.982519337423889,2.93214923368369
15,0,0.982891200132067,2.93352751058748
16,0,0.982990574627628,2.93389592112376
17,0,0.983017115620807,2.9339943279324
18,0,0.983024206450694,2.93402062103037
19,0,0.983026099492118,2.9340276410407
20,0,0.983026606098585,2.93402951983907
21,0,0.983026741728231,2.93403002287091
22,0,0.983026776865384,2.93403015320062
23,0,0.983026787221628,2.93403019161571
24,0,0.983026789402564,2.93403019970644
25,0,0.983026790216259,2.93403020272519
26,0,0.983026790472697,2.93403020367651
27,0,0.983026790510066,2.93403020381512
28,0,0.983026790491098,2.93403020374476
29,0,0.983026790470778,2.9340302036694
30,0,0.983026790462019,2.93403020363692
31,0,0.983026790464823,2.93403020364731
32,0,0.983026790459452,2.9340302036274
33,0,0.983026790461172,2.93403020363377
34,0,0.983026790451261,2.93403020359702
35,0,0.983026790453607,2.93403020360572
36,0,0.983026790452855,2.93403020360294
37,0,0.983026790457187,2.93403020361898
38,0,0.983026790449089,2.93403020358899
39,0,0.983026790452671,2.93403020360226
40,0,0.983026790451524,2.93403020359801
41,0,0.983026790458136,2.93403020362249
42,0,0.98302679045657,2.9340302036167
43,0,0.983026790457072,2.93403020361855
44,0,0.983026790454182,2.93403020360786
45,0,0.983026790459585,2.93403020362784
46,0,0.983026790457195,2.934030203619
47,0,0.98302679045796,2.93403020362183
48,0,0.983026790453549,2.93403020360553
49,0,0.983026790461796,2.934030203636
50,0,0.983026790458147,2.93403020362252
