"Time","Haspini","Plk1i"
0,0,1.95602013574154
1,0,1.95596348844608
2,0,1.95582860158256
3,0,1.95561404421297
4,0,1.9552243977328
5,0,1.95433344081729
6,0,1.95174827512808
7,0,1.94261076261358
8,0,1.91168891398775
9,0,1.84064620700731
10,0,1.72791626592879
