"Time","pH3_CPCi","pH2A_Sgo1_pH3_CPCi"
0,0,0
1,0.124409506811801,0.0156720410968617
2,0.341585010555011,0.180958981675423
3,0.493516473064884,0.461861618152166
4,0.628562851380701,0.721896997090288
5,0.77034324390733,0.909936120390063
6,0.899276286703099,1.01096286648613
7,0.92516929089382,0.95963512888118
8,0.718630671728309,0.671464476128347
9,0.528292394990723,0.441663563023661
10,0.480953766183797,0.373845617155564
