Item Name,IC mean_vox,IC std_vox,nonIC mean_vox,nonIC std_vox,IC lognorm shape_vox,IC lognorm location_vox,IC lognorm scale_vox,nonIC lognorm shape_vox,nonIC lognorm location_vox,nonIC lognorm scale_vox,IC lognorm 95% CI_vox,nonIC lognorm 95% CI_vox,IC 95%_vox,nonIC 95%_vox,IC mean_sa,IC std_sa,nonIC mean_sa,nonIC std_sa,IC lognorm shape_sa,IC lognorm location_sa,IC lognorm scale_sa,nonIC lognorm shape_sa,nonIC lognorm location_sa,nonIC lognorm scale_sa,IC lognorm 95% CI_sa,nonIC lognorm 95% CI_sa,IC 95%_sa,nonIC 95%_sa
T2I3,10.1663272233537,50.506825169271,4.487932843651627,10.51050451077947,7.85252600269339,0.9999999999999998,1.2189598459881652,8.191091019415826,0.9999999999999998,0.011122805048499433,5889409.126839306,104348.88278419014,26.75,14.0,25.049565512559404,90.83427938872649,14.39077649527807,22.4761361736305,9.506407970798271,5.999999999999998,22.505317681835756,13.061628463080169,5.999999999999998,29.490660747404434,2780700941.1384563,3870461999150.107,65.94500000000001,37.39399999999999
T2I4,74.04824561403508,109.74500820129543,5.074074074074074,10.905302692473185,6.826449634891574,0.9999999999999998,8.519961669465385,7.705429179624549,0.9999999999999999,0.000808210576360823,5509626.814704651,2927.8316195297707,307.65,16.75,148.23232456140352,202.00090796747114,15.61687559354226,23.0024262320573,5.28130138923289,5.999999999999456,0.7062187888434033,9.12147587384605,5.999999999999999,3.4862160788756986,22105.94334906204,202566980.58632848,589.6334999999999,43.0975
T2I5,14.383206294566019,89.88377849500989,5.8394768133174795,18.25667944857045,10.025164383201588,0.9999999999999998,5.955223410042203,12.402785415164248,0.9999999999999999,5.6329730137795,2033918061.0881512,203239330771.99225,28.0,17.0,33.46127735431522,166.8558596965224,17.16412604042806,33.82286337852238,9.19853846720038,5.999999999999999,1.7149756333026538,4.3180077064658775,5.999999999994216,0.0007235925124770366,115895911.36464666,9.427590161872843,70.25999999999989,47.34
T2I6,50.666666666666664,281.1743684801232,9.077402135231317,24.262850209318305,6.5123204223213165,0.9999999999999998,0.06403876982787393,7.813993149762352,0.9999999999999998,2.4563841496277616,22374.821761726602,11004729.034625363,20.0,35.0,98.06624082232013,502.71393302309974,24.756725978647687,49.92321858087944,4.726478538376655,5.999999999999998,2.6268644772738737e-06,11.95985098525163,5.999999999999999,3.7101701165186114,6.027709168491783,56187206228.06392,51.88,87.71899999999998
T2I7,28.619834710743802,57.602695215058084,8.579772079772079,16.24926346464397,10.796943404209898,0.9999999999999999,93.73573012705376,7.889348675190293,0.9999999999999999,10.805998716293104,145304831180.34732,56116514.27615594,159.84999999999997,44.0,64.53845041322315,115.14953252020955,23.334059829059825,34.54550232867508,8.512992447268317,5.999999999999998,0.42019902292997224,10.74112761367865,5.999999999999999,1.006066394693708,7408455.873166438,1397948090.2795942,333.5719999999997,95.26099999999997
