"ID","Item Name","Name","Population","Timepoint","Abs. Time","Rel. Time (s)","Type","Centroid X (�m)","Centroid Y (�m)","Longest Axis (�m)","Volume (�m3)","Min (1)","Max (1)","Mean (1)","Sum (1)","Standard Deviation (1)","Min (2)","Max (2)","Mean (2)","Sum (2)","Standard Deviation (2)","Min (3)","Max (3)","Mean (3)","Sum (3)","Standard Deviation (3)","Min (4)","Max (4)","Mean (4)","Sum (4)","Standard Deviation (4)","Centroid Z (�m)","Surface Area (�m2)","Number of contained Population 2","Compartment ROIs ID"
"4287","T2_image4","Population 2 158","Population 2","1","00:00:00.000","0","Object","12.96","39.61","0.409","0.0144","52","69","56.75","681","4.13","1","9","3.75","45","2.38","6","25","15","180","6","39","97","70.67","848","17.21","0.745","0.523","N/A","1166"
"4289","T2_image4","Population 2 159","Population 2","1","00:00:00.000","0","Object","29.99","39.39","0.807","0.104","51","99","65.98","5740","13.65","13","180","98.37","8558","47.68","39","121","72.95","6347","17.35","37","80","63.67","5539","9.02","0.841","2.01","N/A","1166"
"4291","T2_image4","Population 2 160","Population 2","1","00:00:00.000","0","Object","22.89","40.17","0.587","0.0311","51","75","57.85","1504","6.77","16","130","64.35","1673","30.6","16","55","32.58","847","10.91","29","86","57.15","1486","14.32","0.993","1.05","N/A","1166"
"4293","T2_image4","Population 2 161","Population 2","1","00:00:00.000","0","Object","25.05","40.53","0.902","0.117","51","135","70.98","6956","18.32","14","125","67.04","6570","28.52","31","104","60.9","5968","15.69","46","111","80.48","7887","13.29","1.05","1.95","N/A","1166"
"4295","T2_image4","Population 2 162","Population 2","1","00:00:00.000","0","Object","34.05","40.14","1","0.341","51","135","71.46","20366","17.86","7","182","83.38","23762","47.26","9","121","59.91","17073","22.69","17","97","57.54","16399","14.54","1.07","4.78","N/A","1166"
"4297","T2_image4","Population 2 163","Population 2","1","00:00:00.000","0","Object","14.04","40.53","0.301","0.0168","51","78","63.21","885","8.5","1","7","4.07","57","1.49","25","42","35.14","492","5.11","74","125","103.21","1445","10.82","0.969","0.427","N/A","1166"
"4299","T2_image4","Population 2 164","Population 2","1","00:00:00.000","0","Object","31.09","40.84","0.749","0.111","51","112","67.16","6246","15.12","15","154","67.66","6292","33.19","23","100","62.9","5850","16.69","63","124","89.97","8367","12.75","1.11","2.27","N/A","1166"
"4301","T2_image4","Population 2 165","Population 2","1","00:00:00.000","0","Object","35.3","42.2","1.02","0.14","51","90","61.57","7204","8.68","3","54","20.88","2443","10.31","10","91","60.27","7052","17.52","36","129","88.47","10351","14.6","1.16","2.79","N/A","1166"
"4303","T2_image4","Population 2 166","Population 2","1","00:00:00.000","0","Object","19.47","43.92","0.545","0.0299","52","77","61.08","1527","7.51","71","159","122.84","3071","23.73","18","86","58.12","1453","15.89","46","102","70.92","1773","15.91","1.19","0.842","N/A","1166"
"4305","T2_image4","Population 2 167","Population 2","1","00:00:00.000","0","Object","25.83","45.78","0.458","0.0539","51","82","61.02","2746","8.82","24","96","65.73","2958","16.05","17","73","43.36","1951","12.66","47","123","84.09","3784","15.06","1.09","1.09","N/A","1166"
"4307","T2_image4","Population 2 168","Population 2","1","00:00:00.000","0","Object","13.87","45.98","0.868","0.129","51","100","66.57","7190","11.87","13","162","80.18","8659","37.46","8","81","42.86","4629","15.86","26","95","62.41","6740","13.81","1.08","2.79","N/A","1166"
"4309","T2_image4","Population 2 169","Population 2","1","00:00:00.000","0","Object","25.21","46.17","0.775","0.0263","51","78","58.27","1282","7.22","11","74","38.64","850","16.98","12","57","29.45","648","12.11","43","103","74.41","1637","12.78","0.933","0.822","N/A","1166"
"4311","T2_image4","Population 2 170","Population 2","1","00:00:00.000","0","Object","18.21","46.63","0.38","0.0419","51","82","62.66","2193","9.81","3","21","8.26","289","3.75","24","96","66.57","2330","16.54","64","114","85.97","3009","11.95","0.889","0.843","N/A","1166"
"4313","T2_image4","Population 2 171","Population 2","1","00:00:00.000","0","Object","20.44","51.21","1.34","0.414","51","138","69.69","24112","15.96","3","157","70.05","24236","40.91","20","133","81.69","28264","19.65","44","130","83.73","28969","15.64","1.01","5.36","N/A","1166"
"4361","T2_image4","Population 2 195","Population 2","1","00:00:00.000","0","Object","19.34","26.15","0.19","0.012","51","73","60.2","602","7.05","5","26","13.7","137","5.59","36","69","47.2","472","9.89","89","116","103.6","1036","8.32","1.22","0.344","N/A","1166"
"4363","T2_image4","Population 2 196","Population 2","1","00:00:00.000","0","Object","14.65","28.98","0.301","0.0203","52","67","59.47","1011","4.65","5","18","9.29","158","3.8","54","117","85.65","1456","16.33","50","96","74.53","1267","13.02","1.07","0.632","N/A","1166"
"4365","T2_image4","Population 2 197","Population 2","1","00:00:00.000","0","Object","13.69","29.59","0.385","0.0203","51","74","62.65","1065","7.58","15","152","70.59","1200","39.18","6","42","18.47","314","9.24","36","86","60.88","1035","13.4","1.01","0.623","N/A","1166"
"4367","T2_image4","Population 2 198","Population 2","1","00:00:00.000","0","Object","25.01","29.72","0.676","0.012","51","68","58.9","589","6.76","1","9","6","60","3","39","85","61.8","618","13.88","60","102","80.8","808","11.48","1.36","0.404","N/A","1166"
"4369","T2_image4","Population 2 199","Population 2","1","00:00:00.000","0","Object","13.88","29.85","0.324","0.0215","52","69","56.61","1019","4.52","6","39","18.56","334","6.47","9","39","19.72","355","8.3","51","105","80.22","1444","14.88","1.34","0.68","N/A","1166"
"4371","T2_image4","Population 2 200","Population 2","1","00:00:00.000","0","Object","8.64","29.97","0.248","0.0156","51","64","55.38","720","4.48","1","13","6.38","83","3.39","31","60","44.77","582","7.33","66","103","82.69","1075","9.05","1.17","0.474","N/A","1166"
"4373","T2_image4","Population 2 201","Population 2","1","00:00:00.000","0","Object","23.16","31.51","0.631","0.0957","51","103","68.05","5444","13.87","26","126","86.01","6881","25.68","26","100","59.8","4784","16.6","39","111","83.19","6655","13.43","1.22","2.16","N/A","1166"
"4375","T2_image4","Population 2 202","Population 2","1","00:00:00.000","0","Object","18.82","31.49","0.269","0.0144","51","65","56.25","675","4.06","9","80","32.75","393","19.49","10","66","49.83","598","15.78","62","118","100.42","1205","14.33","1.3","0.46","N/A","1166"
"4379","T2_image4","Population 2 204","Population 2","1","00:00:00.000","0","Object","13.2","32.51","0.269","0.0132","54","91","68.36","752","12.26","4","14","7.64","84","2.87","20","73","51.91","571","12.61","67","116","98.09","1079","13.21","1.29","0.393","N/A","1166"
"4381","T2_image4","Population 2 205","Population 2","1","00:00:00.000","0","Object","17.12","34.23","1.08","0.132","51","124","71.75","7893","17.87","3","102","43.73","4810","28.59","33","115","72.6","7986","15.89","42","105","74.21","8163","11.88","1.16","2.75","N/A","1166"
"4383","T2_image4","Population 2 206","Population 2","1","00:00:00.000","0","Object","25.12","34.53","0.753","0.0909","51","97","66.62","5063","12.06","14","94","50.71","3854","17.34","22","127","67.3","5115","23.33","34","103","73.51","5587","16.14","1.28","1.94","N/A","1166"
"4385","T2_image4","Population 2 207","Population 2","1","00:00:00.000","0","Object","8.47","35.88","0.724","0.108","51","125","71.21","6409","18.52","5","100","41.63","3747","21.7","31","116","78.24","7042","18.78","40","115","73.34","6601","15.7","1.42","2.07","N/A","1166"
"4387","T2_image4","Population 2 208","Population 2","1","00:00:00.000","0","Object","23.02","36.39","0.697","0.154","51","139","71.39","9209","16.91","39","195","119.46","15410","32.39","35","131","85.96","11089","19.94","38","100","70.72","9123","16.72","1.43","2.15","N/A","1166"
"4389","T2_image4","Population 2 105","Population 2","1","00:00:00.000","0","Object","15.59","37.16","0.659","0.0778","51","95","64.06","4164","10.85","5","36","15.08","980","6.23","37","98","64.77","4210","14.73","60","97","78.42","5097","8.16","1.19","1.53","N/A","1166"
"4391","T2_image4","Population 2 106","Population 2","1","00:00:00.000","0","Object","28.58","37.1","0.217","0.0132","52","70","58.64","645","5.31","2","23","14.55","160","6.72","26","51","39.09","430","6.46","74","111","95.09","1046","11.79","1.11","0.431","N/A","1166"
"4393","T2_image4","Population 2 107","Population 2","1","00:00:00.000","0","Object","20.81","37.66","0.217","0.012","51","74","59.4","594","6.07","1","8","3.9","39","1.7","35","76","51.2","512","11.95","90","116","103.1","1031","7.92","0.993","0.357","N/A","1166"
"4395","T2_image4","Population 2 108","Population 2","1","00:00:00.000","0","Object","17.84","38.17","0.697","0.0742","51","137","74.24","4603","17.73","8","138","75.87","4704","34.21","17","82","44.4","2753","14.45","31","107","72.21","4477","13.68","0.865","1.42","N/A","1166"
"4397","T2_image4","Population 2 109","Population 2","1","00:00:00.000","0","Object","13.82","39.48","0.481","0.0335","51","83","57.57","1612","7.38","1","8","4.39","123","1.9","18","63","43.36","1214","11.7","85","128","105.64","2958","11.65","1.29","0.935","N/A","1166"
"4399","T2_image4","Population 2 110","Population 2","1","00:00:00.000","0","Object","23.18","39.64","0.614","0.0371","51","69","58.65","1818","4.82","4","22","10.77","334","5.11","46","92","66.26","2054","9.46","54","110","82.39","2554","12.35","1.15","1.01","N/A","1166"
"4401","T2_image4","Population 2 111","Population 2","1","00:00:00.000","0","Object","12.71","40.01","0.351","0.0251","51","73","59.71","1254","7.41","10","95","50.95","1070","24","8","49","28.14","591","11.68","66","108","86.76","1822","10.79","0.946","0.56","N/A","1166"
"4403","T2_image4","Population 2 112","Population 2","1","00:00:00.000","0","Object","20.98","40.2","0.565","0.0383","52","100","64.53","2065","11.31","41","123","85.94","2750","23.17","48","84","63.12","2020","9.96","50","79","63.66","2037","7.92","1.24","0.879","N/A","1166"
"4405","T2_image4","Population 2 113","Population 2","1","00:00:00.000","0","Object","18.65","40.71","0.922","0.23","51","171","75.99","14591","23.34","24","184","101.27","19443","41.04","27","135","71.62","13751","24.23","14","96","60.87","11687","16.08","1.29","3.43","N/A","1166"
"4407","T2_image4","Population 2 114","Population 2","1","00:00:00.000","0","Object","12.95","40.58","0.933","0.213","51","129","69.74","12414","17.04","2","123","50.56","8999","28.05","32","97","59.2","10537","14.3","49","119","81.29","14469","13.8","1","3.54","N/A","1166"
"4409","T2_image4","Population 2 115","Population 2","1","00:00:00.000","0","Object","7.29","40.65","0.802","0.13","51","113","66.44","7242","14.26","5","67","21.27","2318","11.32","35","114","69.37","7561","17.16","46","103","72.9","7946","12.94","1.35","2.72","N/A","1166"
"4411","T2_image4","Population 2 116","Population 2","1","00:00:00.000","0","Object","12.64","42.9","0.351","0.0251","52","77","59.52","1250","6.47","70","144","107.9","2266","17.27","22","55","41.52","872","7.68","54","91","71","1491","10.06","1.02","0.613","N/A","1166"
"4413","T2_image4","Population 2 117","Population 2","1","00:00:00.000","0","Object","28.25","42.93","0.425","0.0407","51","81","61.97","2107","7.26","8","64","25.24","858","11.44","42","117","76.56","2603","18.91","44","100","67.29","2288","14.6","1.09","0.986","N/A","1166"
"4415","T2_image4","Population 2 118","Population 2","1","00:00:00.000","0","Object","12.63","43.37","0.646","0.0491","51","98","66.17","2713","12.49","74","163","121.49","4981","25.25","30","89","58.71","2407","11.4","49","102","76.27","3127","11.61","1.19","1.03","N/A","1166"
"4417","T2_image4","Population 2 119","Population 2","1","00:00:00.000","0","Object","29.39","43.48","0.19","0.0108","51","78","58","522","7.9","1","15","7.44","67","4.14","37","50","44","396","4.27","73","103","82.44","742","8.29","1.29","0.281","N/A","1166"
"4419","T2_image4","Population 2 120","Population 2","1","00:00:00.000","0","Object","19.66","44.27","0.372","0.0132","51","64","57","627","3.72","27","125","74.91","824","28.61","32","75","53.55","589","12.25","43","88","69","759","13.63","1.23","0.361","N/A","1166"
"4421","T2_image4","Population 2 121","Population 2","1","00:00:00.000","0","Object","26.73","45.01","0.307","0.0156","51","67","57.85","752","5.29","28","61","46","598","9.98","22","49","34.38","447","6.91","72","95","83.15","1081","6.61","1.04","0.44","N/A","1166"
"4423","T2_image4","Population 2 122","Population 2","1","00:00:00.000","0","Object","26.08","45.4","0.775","0.079","51","117","66.55","4392","14.93","3","25","13.11","865","5.22","25","94","67.7","4468","12.43","68","119","90.88","5998","11.59","1.08","1.73","N/A","1166"
"4425","T2_image4","Population 2 123","Population 2","1","00:00:00.000","0","Object","17.84","46.28","0.749","0.105","51","98","65.86","5796","10.01","0","14","4.98","438","2.54","34","91","61.44","5407","12.38","47","120","83.95","7388","13.21","1.03","2.01","N/A","1166"
"4427","T2_image4","Population 2 124","Population 2","1","00:00:00.000","0","Object","32.76","45.86","0.761","0.183","51","121","71.18","10891","17.39","15","164","61.59","9423","30.78","26","114","67.58","10340","19.11","36","110","75.52","11554","15.29","1.38","2.83","N/A","1166"
"4429","T2_image4","Population 2 125","Population 2","1","00:00:00.000","0","Object","20.94","46.6","0.592","0.121","51","140","70.81","7152","20.28","2","28","14.68","1483","5.53","23","109","66.12","6678","16.46","43","106","73.91","7465","12.61","1.06","2.2","N/A","1166"
"4431","T2_image4","Population 2 126","Population 2","1","00:00:00.000","0","Object","25.05","46.82","0.861","0.201","51","151","76.65","12878","22.26","2","106","32.77","5506","19.55","20","131","78.58","13202","22.61","39","117","79.33","13327","13.94","1.2","3.03","N/A","1166"
"4433","T2_image4","Population 2 127","Population 2","1","00:00:00.000","0","Object","18.66","46.89","0.697","0.073","51","87","60.9","3715","8.66","13","86","37.9","2312","15.94","44","91","62.87","3835","10.2","45","101","74.62","4552","11.39","1.16","1.69","N/A","1166"
"4435","T2_image4","Population 2 128","Population 2","1","00:00:00.000","0","Object","12.08","48.54","0.979","0.182","51","103","64.34","9779","11.35","2","87","19.84","3016","15.53","33","115","66.06","10041","18.09","32","104","67.69","10289","16.7","1.2","3.52","N/A","1166"
"4437","T2_image4","Population 2 129","Population 2","1","00:00:00.000","0","Object","31.39","48.04","0.65","0.0921","51","96","64.38","4957","11.56","10","153","35.68","2747","32.11","20","105","68.14","5247","18.59","38","114","73.75","5679","15.25","1.11","1.79","N/A","1166"
"4439","T2_image4","Population 2 130","Population 2","1","00:00:00.000","0","Object","31.7","48.63","0.749","0.0814","51","103","66.66","4533","13","1","22","8.94","608","4.7","32","93","65.97","4486","12.41","49","111","85.34","5803","13.41","1.23","1.67","N/A","1166"
"4441","T2_image4","Population 2 131","Population 2","1","00:00:00.000","0","Object","22.75","48.54","0.451","0.0263","51","63","55.14","1213","3.44","1","12","5.95","131","2.74","29","84","61.82","1360","15.18","35","86","57.05","1255","13.48","1.19","0.751","N/A","1166"
"4443","T2_image4","Population 2 132","Population 2","1","00:00:00.000","0","Object","29.09","49.75","0.414","0.0132","51","75","60.18","662","7.17","1","9","5.55","61","2.68","16","55","33.27","366","11.34","57","84","67.91","747","9","1.14","0.438","N/A","1166"
"4445","T2_image4","Population 2 133","Population 2","1","00:00:00.000","0","Object","18.8","50.35","0.778","0.239","51","167","82.61","16523","26.96","11","116","58.69","11738","28.34","24","139","76.31","15262","23.57","27","85","57.5","11500","11.48","1.26","3.14","N/A","1166"
"4447","T2_image4","Population 2 134","Population 2","1","00:00:00.000","0","Object","21.77","50.81","0.421","0.0467","51","109","64.41","2512","12.12","2","15","7.33","286","3.12","36","93","69.56","2713","13.46","75","122","100.9","3935","12.45","1.17","0.892","N/A","1166"
"4449","T2_image4","Population 2 135","Population 2","1","00:00:00.000","0","Object","32.18","51.67","0.916","0.194","51","97","63.86","10345","10.58","14","182","103.37","16746","43.04","19","97","53.33","8639","15.96","41","110","76.19","12343","13.62","1.43","3.19","N/A","1166"
"4451","T2_image4","Population 2 136","Population 2","1","00:00:00.000","0","Object","13.5","53.31","0.396","0.0168","52","70","59.21","829","5.05","24","122","64.07","897","30.2","52","77","64.21","899","7.55","63","98","77.64","1087","11.01","1.28","0.416","N/A","1166"
"4453","T2_image4","Population 2 137","Population 2","1","00:00:00.000","0","Object","23.02","53.66","0.849","0.172","51","103","64.26","9254","10.87","4","129","41.92","6036","27.08","34","126","75.39","10856","18.38","55","118","85.38","12295","12.35","0.977","3.34","N/A","1166"
"4455","T2_image4","Population 2 138","Population 2","1","00:00:00.000","0","Object","13.22","53.52","0.872","0.0909","51","96","61.22","4653","9.45","5","129","34.7","2637","26.99","27","99","62.68","4764","16.67","50","102","76.32","5800","10.15","1.22","2.23","N/A","1166"
"4457","T2_image4","Population 2 139","Population 2","1","00:00:00.000","0","Object","22.55","54.11","0.269","0.0168","51","86","60","840","8.28","6","17","10.43","146","3.44","38","90","71","994","16.7","70","110","90.86","1272","11.36","0.922","0.44","N/A","1166"
"4459","T2_image4","Population 2 140","Population 2","1","00:00:00.000","0","Object","18.76","56.49","0.324","0.0227","51","85","64.63","1228","10.32","1","12","5.74","109","2.77","24","66","42.11","800","13.44","67","106","85","1615","11.19","1.27","0.552","N/A","1166"
"4497","T2_image4","Population 2 159","Population 2","1","00:00:00.000","0","Object","13.01","28.74","0.493","0.0251","51","84","62.48","1312","10.11","1","9","3.43","72","2.19","29","61","43.38","911","9.31","58","121","98.48","2068","17.57","1.39","0.608","N/A","1166"
"4499","T2_image4","Population 2 160","Population 2","1","00:00:00.000","0","Object","13.53","28.96","0.269","0.0132","55","70","59.18","651","4.2","16","45","26.82","295","9.2","46","118","71.55","787","20.13","92","116","104.45","1149","7.69","1.32","0.42","N/A","1166"
"4501","T2_image4","Population 2 161","Population 2","1","00:00:00.000","0","Object","13.72","30.49","0.998","0.312","51","150","72.17","18836","19.09","4","121","33.62","8774","24.49","16","129","68.51","17880","23.57","20","120","71.96","18781","16.1","1.45","5.43","N/A","1166"
"4503","T2_image4","Population 2 162","Population 2","1","00:00:00.000","0","Object","19.18","31.06","0.324","0.018","53","74","59.67","895","5.68","84","146","108.67","1630","16.22","7","32","22.13","332","7.7","69","113","95.47","1432","10.82","1.32","0.449","N/A","1166"
"4505","T2_image4","Population 2 163","Population 2","1","00:00:00.000","0","Object","5.66","32.21","0.414","0.0191","53","70","59.75","956","6.02","1","9","4.25","68","2.41","31","57","41.75","668","7.48","58","84","71","1136","8.72","1.43","0.517","N/A","1166"
"4507","T2_image4","Population 2 164","Population 2","1","00:00:00.000","0","Object","10.85","32.7","0.902","0.115","51","97","64.81","6222","10.92","1","32","14.57","1399","6.44","44","130","89.11","8555","17.97","47","119","81.64","7837","12.73","1.16","2.2","N/A","1166"
"4509","T2_image4","Population 2 165","Population 2","1","00:00:00.000","0","Object","5.37","32.63","0.522","0.0491","51","115","67.51","2768","15.34","44","144","91.51","3752","25.1","30","70","49.2","2017","11.52","59","91","72.54","2974","8.42","1.52","1.14","N/A","1166"
"4511","T2_image4","Population 2 166","Population 2","1","00:00:00.000","0","Object","19.88","32.89","0.493","0.0227","51","73","59.53","1131","7.67","25","102","71.89","1366","25.37","12","38","22.68","431","7.42","38","98","62.42","1186","16.64","1.53","0.742","N/A","1166"
"4513","T2_image4","Population 2 167","Population 2","1","00:00:00.000","0","Object","19.31","33.11","0.241","0.0132","51","79","61.64","678","9.02","8","40","19.55","215","8.14","62","95","76.27","839","9.17","79","108","89.45","984","8.37","1.32","0.323","N/A","1166"
"4515","T2_image4","Population 2 168","Population 2","1","00:00:00.000","0","Object","19.81","33.4","0.727","0.0766","51","82","61.11","3911","7.89","10","123","56.25","3600","27.9","40","104","71.27","4561","13.68","39","112","76.55","4899","15.5","1.39","1.81","N/A","1166"
"4517","T2_image4","Population 2 169","Population 2","1","00:00:00.000","0","Object","15.31","34.81","0.587","0.0574","51","99","66.98","3215","12.37","63","155","106.83","5128","17.7","34","84","56.75","2724","12.92","40","85","60.08","2884","11.4","1.46","1.04","N/A","1166"
"4519","T2_image4","Population 2 170","Population 2","1","00:00:00.000","0","Object","29.97","35.71","1.13","0.145","51","100","61.02","7383","8.31","10","95","39.15","4737","20.98","11","85","44.87","5429","14.98","53","113","82.58","9992","11.66","1.62","3.56","N/A","1166"
"4521","T2_image4","Population 2 171","Population 2","1","00:00:00.000","0","Object","9.15","35.96","0.241","0.012","51","82","62.5","625","10.95","4","23","10.7","107","5.24","52","72","60.6","606","6.56","80","109","91.7","917","7.62","1.32","0.292","N/A","1166"
"4523","T2_image4","Population 2 172","Population 2","1","00:00:00.000","0","Object","9.56","35.96","0.248","0.0108","51","62","57","513","3.43","7","15","10.33","93","2.49","61","89","72.89","656","9.63","83","116","99.67","897","10.38","1.32","0.276","N/A","1166"
"4525","T2_image4","Population 2 173","Population 2","1","00:00:00.000","0","Object","7.06","36.01","0.689","0.0407","51","85","59.32","2017","8.49","4","21","10.53","358","4.49","31","87","66.79","2271","12.9","55","110","77.03","2619","14.73","1.41","1.01","N/A","1166"
"4527","T2_image4","Population 2 174","Population 2","1","00:00:00.000","0","Object","30.2","36","0.396","0.0168","51","75","62.71","878","7.57","6","17","11.57","162","3.22","54","88","74.36","1041","9.23","76","115","90.29","1264","11.01","1.56","0.413","N/A","1166"
"4529","T2_image4","Population 2 175","Population 2","1","00:00:00.000","0","Object","18.58","36.48","0.65","0.127","51","135","68.89","7302","16.68","35","132","82","8692","25.32","2","100","50.04","5304","21.31","4","115","68.75","7288","26.86","1.41","2.5","N/A","1166"
"4531","T2_image4","Population 2 176","Population 2","1","00:00:00.000","0","Object","15.2","36.92","0.17","0.0108","51","67","55.78","502","4.98","1","14","8.33","75","3.46","28","55","38.11","343","8.03","71","98","79.56","716","9.12","1.29","0.289","N/A","1166"
"4533","T2_image4","Population 2 177","Population 2","1","00:00:00.000","0","Object","24.44","38.06","0.951","0.117","51","98","64.85","6355","11.7","3","122","49.78","4878","33.9","26","100","71.02","6960","16.39","37","114","81.37","7974","18.77","1.28","2.61","N/A","1166"
"4535","T2_image4","Population 2 178","Population 2","1","00:00:00.000","0","Object","31.58","38.34","1.03","0.2","51","110","64.83","10827","12.23","0","151","57.99","9685","37.44","37","127","75.54","12615","16.53","34","96","71.06","11867","12.21","0.963","3.75","N/A","1166"
"4537","T2_image4","Population 2 179","Population 2","1","00:00:00.000","0","Object","11.23","39.17","0.818","0.118","51","107","67.87","6719","13.37","9","138","29.37","2908","24.51","32","117","76.88","7611","16.99","43","85","64.51","6386","9.3","1.18","2.11","N/A","1166"
"4539","T2_image4","Population 2 180","Population 2","1","00:00:00.000","0","Object","9.7","39.76","1.02","0.239","51","126","69.74","13948","17.08","9","172","67.78","13556","35.89","14","114","64.64","12927","23.47","48","113","83.28","16657","14.41","1.11","4.1","N/A","1166"
"4541","T2_image4","Population 2 181","Population 2","1","00:00:00.000","0","Object","14.92","39.73","0.538","0.0694","51","104","66.88","3879","14.67","16","114","65.38","3792","25.8","34","101","71.16","4127","17.36","53","122","90.62","5256","13.35","1.32","1.59","N/A","1166"
"4543","T2_image4","Population 2 182","Population 2","1","00:00:00.000","0","Object","31.74","40.68","0.269","0.012","51","67","56.6","566","5.82","24","95","56.8","568","21.72","16","51","34","340","11.35","51","81","62.8","628","9.9","1.32","0.356","N/A","1166"
"4545","T2_image4","Population 2 183","Population 2","1","00:00:00.000","0","Object","22.98","41.05","0.939","0.195","51","131","75.01","12227","20.01","10","151","58.14","9477","35.95","33","139","91.71","14948","24.63","26","87","55.28","9010","12.75","1.43","3.22","N/A","1166"
"4547","T2_image4","Population 2 184","Population 2","1","00:00:00.000","0","Object","17.59","43.22","0.535","0.0371","51","83","61.29","1900","8.51","10","30","19.29","598","4.79","28","89","58.68","1819","16.59","66","106","83.03","2574","9.82","1.49","0.863","N/A","1166"
"4549","T2_image4","Population 2 185","Population 2","1","00:00:00.000","0","Object","17.14","43.31","0.463","0.0275","52","70","59.26","1363","5.46","6","23","10.7","246","4.21","32","91","66.26","1524","14.99","65","106","83.52","1921","10.12","1.47","0.779","N/A","1166"
"4551","T2_image4","Population 2 186","Population 2","1","00:00:00.000","0","Object","15.47","43.48","0.301","0.0168","51","73","60.93","853","6.39","2","16","9.43","132","3.79","51","92","70.93","993","9.02","74","106","85.64","1199","9.87","1.32","0.454","N/A","1166"
"4553","T2_image4","Population 2 187","Population 2","1","00:00:00.000","0","Object","33.06","45.26","0.19","0.0108","51","69","58.56","527","5.19","2","10","5.56","50","2.63","46","67","51.67","465","6.24","85","111","95.44","859","8.53","1.36","0.313","N/A","1166"
"4555","T2_image4","Population 2 188","Population 2","1","00:00:00.000","0","Object","31.93","47.76","0.255","0.0203","51","79","61.76","1050","7.91","45","120","81.65","1388","25.93","3","28","14.53","247","6.09","46","95","69.24","1177","14.46","1.23","0.498","N/A","1166"
"4557","T2_image4","Population 2 189","Population 2","1","00:00:00.000","0","Object","23.35","48.2","0.744","0.142","51","123","73.53","8750","18.82","7","98","51.85","6170","22.29","46","127","83.13","9893","19.71","38","100","65.85","7836","11.73","1.27","2.38","N/A","1166"
"4559","T2_image4","Population 2 190","Population 2","1","00:00:00.000","0","Object","16.12","50.01","0.575","0.0335","51","89","60","1680","9.4","6","31","12.93","362","5.69","44","89","68.54","1919","10.7","60","96","81.64","2286","9.49","1.19","0.9","N/A","1166"
"4561","T2_image4","Population 2 191","Population 2","1","00:00:00.000","0","Object","23.79","52.71","0.686","0.0467","51","78","57.87","2257","6.45","1","10","4.05","158","1.92","21","80","52.82","2060","11.99","62","119","89.74","3500","10.97","1.14","1.28","N/A","1166"
"4563","T2_image4","Population 2 192","Population 2","1","00:00:00.000","0","Object","12.8","53.67","0.255","0.0156","51","73","59.15","769","6.55","25","112","59.69","776","26.9","18","56","37","481","11.76","50","84","65.23","848","11.07","1.3","0.447","N/A","1166"
"4565","T2_image4","Population 2 193","Population 2","1","00:00:00.000","0","Object","13.78","54.36","0.351","0.0323","52","90","67.3","1817","11.28","2","10","5.19","140","2.09","26","75","40.59","1096","13.58","66","108","83.85","2264","8.86","1.28","0.683","N/A","1166"
"4569","T2_image4","Population 2 195","Population 2","1","00:00:00.000","0","Object","24.8","55.31","0.248","0.0168","51","66","58.36","817","4.08","25","99","63.14","884","19.95","23","63","42","588","9.36","66","117","91.79","1285","13.94","1.56","0.454","N/A","1166"
"4589","T2_image4","Population 2 205","Population 2","1","00:00:00.000","0","Object","6.38","28.68","0.823","0.157","51","92","63.57","8328","10.22","21","147","75.73","9921","34.31","17","98","63.34","8298","15.71","41","121","86.69","11357","15.31","1.76","2.74","N/A","1166"
"4593","T2_image4","Population 2 207","Population 2","1","00:00:00.000","0","Object","24.9","29.17","0.426","0.0191","51","85","59.56","953","8.85","11","36","21.94","351","6.68","38","62","51","816","7","50","106","81","1296","15.65","1.49","0.559","N/A","1166"
"4597","T2_image4","Population 2 209","Population 2","1","00:00:00.000","0","Object","2.1","30.96","0.613","0.0981","51","123","71.98","5902","19.27","7","116","39.34","3226","20.74","16","88","61.24","5022","13.2","45","97","75.05","6154","10.49","1.84","1.72","N/A","1166"
"4599","T2_image4","Population 2 210","Population 2","1","00:00:00.000","0","Object","18.01","31.13","0.382","0.012","51","68","58.9","589","5.47","0","7","3.6","36","1.8","28","50","39.3","393","6.45","73","109","95.5","955","11.79","1.75","0.401","N/A","1166"
"4601","T2_image4","Population 2 211","Population 2","1","00:00:00.000","0","Object","18.37","31.36","0.545","0.0239","52","70","58.25","1165","5.44","1","12","6.45","129","2.8","39","73","53.85","1077","8.11","59","107","86.05","1721","12.31","1.75","0.638","N/A","1166"
"4603","T2_image4","Population 2 212","Population 2","1","00:00:00.000","0","Object","20.28","31.77","0.535","0.0263","52","95","59.5","1309","9.99","1","12","5.59","123","2.93","14","87","52.95","1165","20.91","61","134","93","2046","14.11","1.7","0.771","N/A","1166"
"4605","T2_image4","Population 2 213","Population 2","1","00:00:00.000","0","Object","20.51","33.52","0.217","0.0132","51","69","55.45","610","4.98","4","20","8.73","96","4.84","40","66","51.45","566","8.93","75","100","84.55","930","7.6","1.59","0.367","N/A","1166"
"4607","T2_image4","Population 2 214","Population 2","1","00:00:00.000","0","Object","29.55","35.6","0.818","0.0778","51","91","61.03","3967","8.58","3","36","12.45","809","7.75","13","85","51.89","3373","14.63","53","113","84.38","5485","11.12","1.55","1.47","N/A","1166"
