"Time","Sgo1","pH2A_Sgo1","pH2A_Sgo1_CPCi","pH2A_Sgo1_CPCa","Sgo1_CPCi","Sgo1_CPCa"
0,6.714,0,0,0,0,0
1,0.0915957980600545,145.048106661509,2.76302233820568,0.0036489102798511,0.00175342058288255,1.21304220087809e-06
2,0.0571057172176011,121.778841646773,2.54957309893563,0.399142556915532,0.00133893764640033,5.47735760751523e-05
3,0.051979671469223,107.852903994322,0.544307523927336,2.56162024608715,0.000888211210029458,0.000622642746514959
4,0.050735154031002,99.3738928132441,0.408865355262787,2.85885902268476,0.000389176354817302,0.00129502081320677
5,0.0505234593265333,94.116993838623,0.395441585768394,3.04155040328421,0.000299300429713203,0.00156251937209086
6,0.0506195128290977,90.809320245822,0.406850384607865,3.20270819930639,0.000317562087221766,0.00171143726410525
7,0.0508132896685452,88.6984887960164,0.418565718801265,3.36159710902641,0.000337412551349548,0.00184470527914138
8,0.0510361711381258,87.3321913766969,0.429242211347986,3.51526228825492,0.000355002555016349,0.00196596445456942
9,0.0512629440857032,86.4334988188904,0.438783954079227,3.66084029149893,0.000370507317689655,0.00207586824786478
10,0.051483857948387,85.8304870915644,0.447212722125554,3.79655312134806,0.000384213637786209,0.00217525386952346
11,0.0516950535518158,85.4150516350839,0.454600787245031,3.92149245521118,0.000396377282853269,0.00226501602793487
12,0.051895235975233,85.1187296515207,0.461045271304859,4.03540930030001,0.000407216862574907,0.00234604218072344
13,0.0520841939868404,84.8979624453054,0.466649179837384,4.13847813077328,0.000416913583722869,0.00241915627840277
14,0.0522623402729789,84.7247698550837,0.471513446364409,4.23116151360483,0.000425619516822577,0.00248513249881098
15,0.0524303150667843,84.5814178272017,0.475731671902655,4.31409474211272,0.000433461831458277,0.00254467693524838
16,0.0525889290570441,84.4565416295762,0.479389311015865,4.38802376246726,0.000440549631082403,0.00259845290593949
17,0.0527389254093783,84.343138373389,0.482558285710603,4.45366101699997,0.000446969891394194,0.00264701629084402
18,0.0528811509798268,84.2366647282056,0.485305809405,4.51180189531563,0.000452803727786111,0.00269093016601406
19,0.0530163364247752,84.1344939657049,0.487687776209254,4.56316398473225,0.000458117081070368,0.00273066858999787
20,0.0531451462771535,84.0350542102522,0.489754032211724,4.60846055677384,0.00046296957054958,0.00276667704448517
21,0.0532681953809591,83.9377464145246,0.491538860913292,4.64825636882547,0.000467405170761864,0.00279930562969415
22,0.0533937220680478,83.8407040779227,0.49321367525253,4.68529728751876,0.00047165073611653,0.00283064489701165
23,0.0535195115322406,83.7436629246582,0.494888212916219,4.72233546763989,0.000475897624443556,0.00286200955725341
24,0.0536453010206157,83.6466217715937,0.496562750824272,4.75937364946705,0.000480144512697162,0.00289337421888734
25,0.0537710905004543,83.5495806182905,0.49823728862465,4.79641183061368,0.000484391401013224,0.00292473888022438
26,0.0538968799205583,83.452539461877,0.499911825482873,4.83345000631114,0.000488638290086208,0.00295610354118724
27,0.0540226692156553,83.3554982951484,0.501586359857835,4.87048816875101,0.000492885181605749,0.00298746820595741
28,0.0541484583135682,83.258457104237,0.503260889230405,4.90752630636366,0.000497132078806554,0.00301883288642259
29,0.0542742471453246,83.1614158658178,0.504935409777907,4.94456440301797,0.000501378987144412,0.00305019760650307
30,0.0543149087813084,83.0217552041499,0.50404314567762,4.93945544421102,0.00050305056815414,0.00305788984187663
31,0.0543847830325682,82.8965684540232,0.503802917505092,4.93445826134797,0.000504251776584463,0.00306337813549497
32,0.0544586484579442,82.7836360726133,0.503595025755076,4.9300146175344,0.000505441216503507,0.0030689541286295
33,0.0545336093875176,82.6808784037179,0.503411448157267,4.92600016102439,0.000506597580844731,0.00307446332605109
34,0.0546085682837969,82.5864229134366,0.503245782474931,4.92230300644438,0.000507715687519167,0.00307985189309978
35,0.0546829632912006,82.4987121620139,0.503093050130922,4.91883307949452,0.000508795121754054,0.00308509550233832
36,0.0547564793512817,82.4166418234881,0.502949897498529,4.91552868518106,0.000509836653387693,0.00309018350432327
37,0.0548289803975447,82.3391012629614,0.502813278395909,4.91233463724587,0.000510842978010844,0.00309511590092182
38,0.0549003104468015,82.2653554348973,0.502681373283467,4.90921832577817,0.000511816101224456,0.00309989403142148
39,0.0549708754828542,82.1936878052143,0.502551657122504,4.90613667519108,0.000512769454202695,0.00310457381803796
40,0.0550414171010272,82.1220473698235,0.502421969726931,4.90305544396519,0.000513722642238178,0.0031092510759811
41,0.0551098282563053,82.0550618855425,0.502294200261336,4.89999803692028,0.000514621059069501,0.00311367235644283
42,0.0551735862701365,81.9913498095175,0.50216884635551,4.89696493495184,0.000515449712001318,0.00311776575123754
43,0.0552320928408096,81.9282109957395,0.502043939062799,4.89393675720792,0.000516217890768319,0.00312163463407589
44,0.0552906174457602,81.8650721928488,0.501919031195902,4.89090857686862,0.000516986284419542,0.00312550412281933
45,0.0553702032094798,81.806082280771,0.501792662863907,4.88785824530173,0.000517957171184272,0.00312996621534083
46,0.0554312294622364,81.7485544153683,0.501668042851245,4.8848309323168,0.000518718541587469,0.00313365011874621
47,0.0554912038263916,81.6922472974226,0.501544007621545,4.88182137086835,0.000519467755689866,0.00313724351424438
48,0.0555507154369968,81.6366551256137,0.501420242650949,4.8788211953237,0.000520198276860822,0.00314078923083884
49,0.0556082630817181,81.5827922641131,0.501297246752007,4.87584450652372,0.000520904316823119,0.00314417675569244
50,0.0556648074930172,81.5300123336406,0.501175070332037,4.87289076176453,0.00052159517094139,0.00314748330891118
