"Time","CPCa","pH2A_Sgo1_CPCa","H3_CPCa","pH3_CPCa","Sgo1_CPCa","Sum_Active"
0,0,0,0,0,0,0
1,1.59761681645681e-06,0.000242661545559164,0.00189648790605091,2.7055495059611e-05,1.19506476888389e-06,0.00216899762825502
2,5.14158653658653e-05,0.00785631083038203,0.0453041845196981,0.00252314694699251,5.00034016779773e-05,0.0557850615641164
3,0.00079733863017022,0.219222654435978,1.04137845691031,0.0953913293642796,0.00059545452221213,1.35738523386295
4,0.00247539236787258,0.666941500297383,3.03544991308506,0.342230630300322,0.00128099271146516,4.0483784287621
5,0.00288288741058958,0.850737828294874,3.14413478994255,0.467892266285475,0.00155268257480342,4.46720045450829
6,0.00288675295176551,1.00675284544697,3.10496660264237,0.567676259892738,0.00170468981419058,4.68398715074804
7,0.00287945144762855,1.1515922336658,3.07606618485106,0.651651841046792,0.00184059577649195,4.88403030678777
8,0.00287494382572761,1.28392226602406,3.05819460851426,0.721310232193599,0.00196401859771226,5.06826606915536
9,0.00287270856223122,1.4032427515525,3.04778488820917,0.778812543072056,0.00207565390546025,5.23478854530142
10,0.0028720420334978,1.50989698648929,3.04221039101482,0.826338961990721,0.00217640584285884,5.38349478737119
11,0.00287242317260528,1.60466145339139,3.03971182459899,0.865775658167943,0.00226723633737189,5.51528859566831
12,0.00287348136348302,1.68852882922309,3.0391407899664,0.898675773709136,0.00234909114996311,5.63156796541207
13,0.00287495600922077,1.76254307345301,3.03975311373523,0.926282536234906,0.00242284257255645,5.73387652200492
14,0.00287666707250926,1.82774482577991,3.04106215111612,0.949596689854872,0.00248930372041609,5.82376963754384
15,0.0028784880880862,1.88511853312672,3.0427542763713,0.969414021501627,0.00254921233017817,5.90271453141791
16,0.0028803342916915,1.93559208539483,3.04462400781297,0.986380154478643,0.00260325673022956,5.97207983870836
17,0.00288214831503379,1.97995554427593,3.0465412165083,1.00099178928257,0.00265201227729025,6.03302271065913
18,0.00288389337103785,2.01898458945741,3.04841970178545,1.01367610916941,0.00269605847327805,6.08666035225658
19,0.00288554820451153,2.05332865532403,3.05020910658571,1.02476009792372,0.00273588046193816,6.13391928849991
20,0.00288710559212996,2.08358599410906,3.05188099553051,1.03451638487903,0.00277193901394927,6.17564241912467
21,0.00288861685501238,2.11017873954094,3.05343201472978,1.04310929570765,0.00280459039536464,6.21241325722874
22,0.00289052952256217,2.13503661536517,3.05491239954721,1.05122222261077,0.00283598089555247,6.24689774794126
23,0.00289253836917455,2.15989276660211,3.05639252068422,1.05933462341687,0.00286740709839815,6.28137985617077
24,0.00289454721640406,2.1847489188304,3.05787264190983,1.0674470245384,0.00289883330326333,6.31586196579831
25,0.0028965560633819,2.20960507067715,3.05935276308899,1.07555942553465,0.00293025950758279,6.35034407487175
26,0.00289856490831494,2.23446121957608,3.06083288380808,1.08367182553232,0.00296168570959327,6.38482617953439
27,0.00290057374822193,2.25931736155563,3.06231300319555,1.09178422311276,0.00299311191089379,6.41930827352306
28,0.00290258257864587,2.28417349103617,3.06379311969503,1.09989661619079,0.00302453811981968,6.45379034762046
29,0.00290459139333604,2.3090296006325,3.06527323078457,1.10800900188319,0.00305596435569887,6.48827238904929
30,0.0028998608699528,2.31083724022819,3.06530420698432,1.10818806698256,0.00306297018044832,6.49029234524547
31,0.00290024238109514,2.31171760949481,3.06586585023126,1.10864560046154,0.00306837348761876,6.49219767605632
32,0.00290054770340617,2.31244271205232,3.06613380351801,1.10948718389776,0.00307386903701612,6.49403811620851
33,0.00290078824526271,2.31308805421294,3.06620954720702,1.11062735222308,0.00307928372851117,6.49590502561681
34,0.00290098315806574,2.3137006731829,3.06616365432,1.11198636742071,0.00308458379504938,6.49783626187672
35,0.00290114124530994,2.31430914241064,3.06604216063403,1.11349939036508,0.00308973955267133,6.49984157420773
36,0.0029012698495754,2.31492785344663,3.065871245049,1.11512087556307,0.00309474045618108,6.50191598436445
37,0.00290137611816071,2.31556429542568,3.0656706065787,1.11680947397086,0.00309958913400619,6.50404534122741
38,0.00290146165115519,2.31621963715413,3.06545055567754,1.11853961267266,0.00310428702209549,6.50621555417758
39,0.002901535075691,2.3168869727305,3.06522217772851,1.12028459657122,0.00310889033184093,6.50840417243776
40,0.00290160787617258,2.31755446471856,3.064993701108,1.12202973772414,0.00311349228552819,6.5105930037124
41,0.00290166550918796,2.31826973975764,3.06475694989425,1.12378003871565,0.00311783185442112,6.51282622573115
42,0.00290170910564141,2.31900321751653,3.06451518068628,1.12551537235467,0.00312191594774483,6.51505739561087
43,0.00290176522136537,2.31973727581348,3.06427221276582,1.1272448081458,0.00312589684524865,6.51728195879171
44,0.00290182122571727,2.3204713335138,3.06402924473481,1.12897424275776,0.00312987755297133,6.51950651978505
45,0.00290178653492419,2.32122279960505,3.06379237886478,1.13061385841744,0.00313386148660465,6.5216646849088
46,0.00290179970268563,2.3219621757764,3.06355504767266,1.1322246336714,0.00313748816820753,6.52378114499136
47,0.00290181517875658,2.32269121708358,3.06331848845625,1.13380700051467,0.00314103710432267,6.52585955833757
48,0.00290181841316182,2.32341420174966,3.06308321147054,1.13537002568496,0.00314451697955833,6.52791377429788
49,0.00290182302825308,2.32412129197263,3.06285337716546,1.13688011913401,0.00314785393147644,6.52990446523183
50,0.00290182567114827,2.32481616469343,3.06262644146688,1.13835862684419,0.00315111097918017,6.53185416965483
