"Time","pH2A","pH2A_Sgo1","pH2A_Sgo1_CPCa","pH2A_Sgo1_CPCi","Total"
0,0,0,0,0,0
1,168.298609155339,145.048106661509,0.0036489102798511,2.76302233820568,316.113387065334
2,182.623423453903,121.778841646773,0.399142556915532,2.54957309893563,307.350980756527
3,190.426971804237,107.852903994322,2.56162024608715,0.544307523927336,301.385803568574
4,194.136954137645,99.3738928132441,2.85885902268476,0.408865355262787,296.778571328836
5,195.440065495569,94.116993838623,3.04155040328421,0.395441585768394,292.994051323244
6,195.351262997625,90.809320245822,3.20270819930639,0.406850384607865,289.770141827362
7,194.478151603071,88.6984887960164,3.36159710902641,0.418565718801265,286.956803226915
8,193.181990728315,87.3321913766969,3.51526228825492,0.429242211347986,284.458686604614
9,191.678034733905,86.4334988188904,3.66084029149893,0.438783954079227,282.211157798373
10,190.093958801457,85.8304870915644,3.79655312134806,0.447212722125554,280.168211736495
11,188.504706030604,85.4150516350839,3.92149245521118,0.454600787245031,278.295850908144
12,186.952823773103,85.1187296515207,4.03540930030001,0.461045271304859,276.568007996228
13,185.46135011012,84.8979624453054,4.13847813077328,0.466649179837384,274.964439866036
14,184.041440844505,84.7247698550837,4.23116151360483,0.471513446364409,273.468885659558
15,182.696931254598,84.5814178272017,4.31409474211272,0.475731671902655,272.068175495815
16,181.427260638532,84.4565416295762,4.38802376246726,0.479389311015865,270.751215341591
17,180.229990944249,84.343138373389,4.45366101699997,0.482558285710603,269.509348620349
18,179.100724039083,84.2366647282056,4.51180189531563,0.485305809405,268.334496472009
19,178.034846692671,84.1344939657049,4.56316398473225,0.487687776209254,267.220192419318
20,177.027243055461,84.0350542102522,4.60846055677384,0.489754032211724,266.160511854698
21,176.073155764284,83.9377464145246,4.64825636882547,0.491538860913292,265.150697408547
22,175.147611420181,83.8407040779227,4.68529728751876,0.49321367525253,264.166826460875
23,174.22209242247,83.7436629246582,4.72233546763989,0.494888212916219,263.182979027684
24,173.296573408057,83.6466217715937,4.75937364946705,0.496562750824272,262.199131579942
25,172.37105440016,83.5495806182905,4.79641183061368,0.49823728862465,261.215284137688
26,171.445535443449,83.452539461877,4.83345000631114,0.499911825482873,260.23143673712
27,170.520016609301,83.3554982951484,4.87048816875101,0.501586359857835,259.247589433058
28,169.59449800168,83.258457104237,4.90752630636366,0.503260889230405,258.263742301511
29,168.668979763863,83.1614158658178,4.94456440301797,0.504935409777907,257.279895442477
30,168.140483717999,83.0217552041499,4.93945544421102,0.50404314567762,256.605737512038
31,167.620711432869,82.8965684540232,4.93445826134797,0.503802917505092,255.955541065745
32,167.108977627505,82.7836360726133,4.9300146175344,0.503595025755076,255.326223343408
33,166.606375002441,82.6808784037179,4.92600016102439,0.503411448157267,254.71666501534
34,166.113737861958,82.5864229134366,4.92230300644438,0.503245782474931,254.125709564314
35,165.631662823632,82.4987121620139,4.91883307949452,0.503093050130922,253.552301115271
36,165.160575238266,82.4166418234881,4.91552868518106,0.502949897498529,252.995695644434
37,164.700504109081,82.3391012629614,4.91233463724587,0.502813278395909,252.454753287684
38,164.251289721447,82.2653554348973,4.90921832577817,0.502681373283467,251.928544855406
39,163.808943637143,82.1936878052143,4.90613667519108,0.502551657122504,251.411319774671
40,163.366691127111,82.1220473698235,4.90305544396519,0.502421969726931,250.894215910626
41,162.944799195217,82.0550618855425,4.89999803692028,0.502294200261336,250.402153317941
42,162.537857962079,81.9913498095175,4.89696493495184,0.50216884635551,249.928341552903
43,162.133777761519,81.9282109957395,4.89393675720792,0.502043939062799,249.457969453529
44,161.729697947247,81.8650721928488,4.89090857686862,0.501919031195902,248.98759774816
45,161.353525529136,81.806082280771,4.88785824530173,0.501792662863907,248.549258718072
46,160.985663206756,81.7485544153683,4.8848309323168,0.501668042851245,248.120716597292
47,160.625516200948,81.6922472974226,4.88182137086835,0.501544007621545,247.70112887686
48,160.270214267908,81.6366551256137,4.8788211953237,0.501420242650949,247.287110831497
49,159.927456951207,81.5827922641131,4.87584450652372,0.501297246752007,246.887390968595
50,159.592197428281,81.5300123336406,4.87289076176453,0.501175070332037,246.496275594018
