"Time","Haspini","Plk1i"
0,10.40495996,16.562901411
1,3.02967999359987,16.5600546120145
2,2.75770824065088,16.4958912495668
3,1.77928026395011,15.3383480752272
4,0.556506279970751,9.27766581639116
5,0.3855724811638,4.64569007970202
6,0.370145709198183,4.13887333533368
7,0.366326351522181,4.10797161768307
8,0.363428235995251,4.10504649345889
9,0.360875400993848,4.10378564719304
10,0.358627085208382,4.10277962155434
11,0.356657864075053,4.10192787631403
12,0.354938436961548,4.1012013790222
13,0.35343938727123,4.10057947535567
14,0.352132817451061,4.10004525076057
15,0.350993470792392,4.09958513452977
16,0.349998591036268,4.09918766983439
17,0.349129295269722,4.09884386733508
18,0.348367888047213,4.09854559651214
19,0.347699891666441,4.09828644270066
20,0.347112385643326,4.09806068882243
21,0.346596698539212,4.09786427193707
22,0.346109590959166,4.09766963694538
23,0.345622616753444,4.09747393729676
24,0.345135642477018,4.09727823759815
25,0.344648668230825,4.09708253791988
26,0.344161694242235,4.09688683840589
27,0.343674720916708,4.0966911392922
28,0.343187748898849,4.0964954409262
29,0.34270077914424,4.0962997437872
30,0.342746968973752,4.09642793065017
31,0.342721258812708,4.09643547931643
32,0.342696398277888,4.0964403546376
33,0.342671170618101,4.096444724294
34,0.342645061125645,4.09644851110229
35,0.342617936017572,4.09645194414823
36,0.342589863117295,4.09645516121257
37,0.342561034317014,4.09645807912636
38,0.342531643996638,4.09646090026201
39,0.34250200066945,4.09646378375131
40,0.342472355057314,4.09646671641602
41,0.342442105873372,4.09646898163316
42,0.342411863118407,4.09647170404249
43,0.342381708017321,4.09647495888459
44,0.342351553060692,4.09647823925411
45,0.342322316125554,4.09647890545121
46,0.342293623660486,4.09648141439334
47,0.34226548351602,4.09648408673063
48,0.342237609911044,4.09648653611736
49,0.342210627241481,4.09648917257387
50,0.342184203931858,4.0964918140322
