"Time","Sgo1","pH2A_Sgo1","pH2A_Sgo1_CPCi","pH2A_Sgo1_CPCa","Sgo1_CPCi","Sgo1_CPCa"
0,6.714,0,0,0,0,0
1,0.092134372272113,20.9191293714897,0.399512256216831,0.000242661545559164,0.00176389728821437,1.19506476888389e-06
2,0.0566058024829045,20.3434344096498,0.486571592408525,0.00785631083038203,0.00133178917812541,5.00034016779773e-05
3,0.0514445337441792,22.3115836860084,0.425847084841999,0.219222654435978,0.000900167406083039,0.00059545452221213
4,0.0503400202387821,25.0008051259991,0.157985858031146,0.666941500297383,0.000390391174586461,0.00128099271146516
5,0.0502698310971139,27.5575888917755,0.158218656357769,0.850737828294874,0.000300045828140979,0.00155268257480342
6,0.0504770849325423,29.7575274959329,0.17808516624835,1.00675284544697,0.000318796503503471,0.00170468981419058
7,0.0507527976786075,31.583638138604,0.195702979134939,1.1515922336658,0.000339062638318761,0.00184059577649195
8,0.0510347432695765,33.0773339378138,0.210572130333249,1.28392226602406,0.000356971266956739,0.00196401859771226
9,0.0513037417340356,34.2919182233989,0.223086371452147,1.4032427515525,0.000372715311598837,0.00207565390546025
10,0.0515547246822295,35.277478489126,0.233637130018261,1.50989698648929,0.000386599777716063,0.00217640584285884
11,0.051787253207715,36.0768716472734,0.242559024279732,1.60466145339139,0.000398895311269956,0.00226723633737189
12,0.0520024637670528,36.7256292012349,0.250129770503211,1.68852882922309,0.000409831828385948,0.00234909114996311
13,0.0522018620953866,37.2525135623638,0.256575026644622,1.76254307345301,0.000419598844944888,0.00242284257255645
14,0.0523871101918895,37.6809343967879,0.262079625085545,1.82774482577991,0.000428354801987693,0.00248930372041609
15,0.0525597340909642,38.0296906842591,0.266794599184217,1.88511853312672,0.000436231406618947,0.00254921233017817
16,0.0527211945300807,38.314140645457,0.270845612471131,1.93559208539483,0.000443341313286411,0.00260325673022956
17,0.0528726981045388,38.5461864941255,0.274332228560557,1.97995554427593,0.000449774064596365,0.00265201227729025
18,0.0530154544957382,38.7360729287246,0.27734222442446,2.01898458945741,0.000455612859369078,0.00269605847327805
19,0.0531504346295046,38.8916669196935,0.279945925841749,2.05332865532403,0.000460925199680478,0.00273588046193816
20,0.0532785534309067,39.0194839761904,0.282203832290291,2.08358599410906,0.000465771939654167,0.00277193901394927
21,0.0534005501394432,39.1232763062216,0.284155431566122,2.11017873954094,0.00047019784205272,0.00280459039536464
22,0.0535252975188422,39.2181375870384,0.285993115636338,2.13503661536517,0.000474436740204055,0.00283598089555247
23,0.0536504585895926,39.3129883640355,0.28783052569188,2.15989276660211,0.000478677187958317,0.00286740709839815
24,0.0537756196935882,39.4078391472288,0.289667935985103,2.1847489188304,0.000482917635641415,0.00289883330326333
25,0.0539007807854332,39.5026899280065,0.291505346174394,2.20960507067715,0.000487158083386136,0.00293025950758279
26,0.0540259417893128,39.5975406898569,0.293342755459568,2.23446121957608,0.000491398531880741,0.00296168570959327
27,0.054151102602062,39.6923914065964,0.295180162372477,2.25931736155563,0.000495638982801967,0.00299311191089379
28,0.0542762630993182,39.7872420404946,0.297017564523487,2.28417349103617,0.000499879439358781,0.00302453811981968
29,0.0544014231448475,39.8820925402513,0.298854958297201,2.3090296006325,0.000504119906958926,0.00305596435569887
30,0.0544344513517293,39.8552456268416,0.298218806831092,2.31083724022819,0.000505696624882059,0.00306297018044832
31,0.054502157738921,39.8318382383377,0.298252539551146,2.31171760949481,0.000506872705911319,0.00306837348761876
32,0.054574000231664,39.8117299402563,0.298269869866278,2.31244271205232,0.000508038349665641,0.00307386903701612
33,0.0546469303852054,39.7949245895746,0.29827570046818,2.31308805421294,0.000509169089885675,0.00307928372851117
34,0.0547199678215934,39.7812943088107,0.298274140953699,2.3137006731829,0.000510262725987337,0.00308458379504938
35,0.0547925040905833,39.770621211241,0.298268383856356,2.31430914241064,0.000511317902145284,0.00308973955267133
36,0.0548642212706309,39.7626731376654,0.298260540903446,2.31492785344663,0.000512335380738634,0.00309474045618108
37,0.0549349945392527,39.7571097569965,0.298252277554328,2.31556429542568,0.000513318240474852,0.00309958913400619
38,0.0550046810081578,39.7536410209109,0.298244442519747,2.31621963715413,0.000514268248412717,0.00310428702209549
39,0.055073679508499,39.7513710920014,0.298237240814846,2.3168869727305,0.000515199332862268,0.00310889033184093
40,0.0551426723246208,39.7491169396763,0.298230049766783,2.31755446471856,0.000516130338625161,0.00311349228552819
41,0.0552094637539482,39.7503432649845,0.298226819792192,2.31826973975764,0.000517005573040223,0.00311783185442112
42,0.0552737600829019,39.7535451290772,0.298226098911796,2.31900321751653,0.000517832859541693,0.00312191594774483
43,0.0553367187131375,39.7570181053816,0.298225781639136,2.31973727581348,0.000518639745313889,0.00312589684524865
44,0.0553996772279159,39.7604911127051,0.298225464383374,2.3204713335138,0.000519446662224667,0.00312987755297133
45,0.0554644855993831,39.7666233329554,0.298230419586874,2.32122279960505,0.000520259218378412,0.00313386148660465
46,0.05552434209858,39.7731104635408,0.298235826602584,2.3219621757764,0.000521001647159501,0.00313748816820753
47,0.0555834016966092,39.7799070360699,0.298241610999734,2.32269121708358,0.000521730368254485,0.00314103710432267
48,0.0556415724241376,39.7868936366929,0.298247711349249,2.32341420174966,0.000522444434752647,0.00314451697955833
49,0.0556980740396076,39.7943145037456,0.298254641348658,2.32412129197263,0.000523132975764296,0.00314785393147644
50,0.0557535973982893,39.8019057302941,0.298261838766585,2.32481616469343,0.000523806626331001,0.00315111097918017
