"Time","pH3","pH3_CPCa","pH3_CPCi","Total"
0,0,0,0,0
1,15.7770226196029,2.7055495059611e-05,0.0481948123480508,15.8252444874461
2,25.0810898122505,0.00252314694699251,0.165915788421699,25.2495287476192
3,29.7797907411948,0.0953913293642796,0.201932656835628,30.0771147273947
4,35.4070917067647,0.342230630300322,0.0855468550180409,35.8348691920831
5,38.7699549894991,0.467892266285475,0.0882726947153338,39.3261199504999
6,40.2242113716438,0.567676259892738,0.101615148968165,40.8935027805047
7,40.8866867040509,0.651651841046792,0.111951053005152,41.6502895981028
8,41.2478215975886,0.721310232193599,0.119470075291798,42.088601905074
9,41.4866414184549,0.778812543072056,0.124922593764151,42.3903765552911
10,41.6688405289081,0.826338961990721,0.128902778522405,42.6240822694212
11,41.819948598256,0.865775658167943,0.131838463182804,42.8175627196067
12,41.9508773173821,0.898675773709136,0.134030619290893,42.9835837103821
13,42.0669885961646,0.926282536234906,0.135689491937254,43.1289606243368
14,42.1713880271504,0.949596689854872,0.136963767238594,43.2579484842438
15,42.2661241549178,0.969414021501627,0.137958425320816,43.3734966017402
16,42.3527162184602,0.986380154478643,0.138749193304117,43.4778455662429
17,42.4322992281615,1.00099178928257,0.139389278490693,43.5726802959347
18,42.5058325602262,1.01367610916941,0.139919053395556,43.6594277227912
19,42.574078185512,1.02476009792372,0.140366798959997,43.7392050823957
20,42.6376957511222,1.03451638487903,0.140753531771864,43.8129656677731
21,42.6971657439846,1.04310929570765,0.141089710852709,43.881364750545
22,42.7545205433491,1.05122222261077,0.141416171440634,43.9471589374006
23,42.8118733044789,1.05933462341687,0.141742589960077,44.0129505178559
24,42.869226068268,1.0674470245384,0.142069008522231,44.0787421013286
25,42.9265788308218,1.07555942553465,0.142395427065565,44.144533683422
26,42.9839315821825,1.08367182553232,0.142721845444241,44.2103252531591
27,43.0412843033497,1.09178422311276,0.143048263389023,44.2761167898514
28,43.0986369627742,1.09989661619079,0.143374680459989,44.3419082594249
29,43.1559895122747,1.10800900188319,0.143701095989868,44.4076996101477
30,43.1354946676328,1.10818806698256,0.143543519378096,44.3872262539935
31,43.154211207594,1.10864560046154,0.143564333981753,44.4064211420372
32,43.1821759452719,1.10948718389776,0.143636402122459,44.4352995312921
33,43.212043247748,1.11062735222308,0.143746522176271,44.4664171221474
34,43.2418191611563,1.11198636742071,0.143883492465126,44.4976890210421
35,43.2708886933505,1.11349939036508,0.144038646369664,44.5284267300853
36,43.29910052814,1.11512087556307,0.144206147690678,44.5584275513938
37,43.3264277969973,1.11680947397086,0.144380913206321,44.5876181841745
38,43.3529116638006,1.11853961267266,0.144559924725044,44.6160112011983
39,43.3788521412998,1.12028459657122,0.144740291610817,44.6438770294818
40,43.4047855521485,1.12202973772414,0.144920672032071,44.6717359619047
41,43.4281615335181,1.12378003871565,0.145100068234804,44.6970416404685
42,43.4511223563697,1.12551537235467,0.145277304118909,44.7219150328433
43,43.4739959310676,1.1272448081458,0.145453879032403,44.7466946182458
44,43.4968694675898,1.12897424275776,0.145630453809895,44.7714741641574
45,43.5174798087573,1.13061385841744,0.145795940306437,44.7938896074812
46,43.538145649407,1.1322246336714,0.145958651427402,44.8163289345059
47,43.5584135246217,1.13380700051467,0.146118354298046,44.8383388794344
48,43.5783503561277,1.13537002568496,0.146275967772349,44.859996349585
49,43.597456153732,1.13688011913401,0.146427897674032,44.8807641705401
50,43.6161987541223,1.13835862684419,0.146576516350177,44.9011338973167
