"Time","Haspina","Haspini","Plk1a","Plk1i"
0,0,0.489005033935385,117.692307692308,0
1,0.84135097423117,0.489005033935385,72.1164138489507,0
2,1.06510487568841,0.489005033935385,54.2348428905639,0
3,1.14645302008572,0.489005033935385,44.2216162660242,0
4,1.17768442860324,0.489005033935385,38.0066865000612,0
5,1.1903981962778,0.489005033935385,33.8337376071012,0
6,1.1957789111829,0.489005033935385,30.8350177777752,0
7,1.19810040903071,0.489005033935385,28.5546143590666,0
8,1.19911047282889,0.489005033935385,26.7412374813691,0
9,1.1995513053958,0.489005033935385,25.2489027056443,0
10,1.19974401763253,0.489005033935385,23.9878638343921,0
