"Time","Bub1a","pKnl1","pKnl1_Bub1a"
0,0,0,0
1,0.332695532440886,0,0
2,0.376334259558013,0,0
3,0.379928965951568,0,0
4,0.379249697967511,0,0
5,0.37862842604487,0,0
6,0.378310047574175,0,0
7,0.378164085414406,0,0
8,0.378099281340366,0,0
9,0.378070795641779,0,0
10,0.378058310971561,0,0
