 Gene_ID	TCGA-B6-A0RG-01	TCGA-AO-A12F-01	TCGA-D8-A27F-01	TCGA-A8-A07O-01	TCGA-D8-A1XQ-01	TCGA-D8-A27H-01	TCGA-AN-A0AR-01	TCGA-AO-A129-01	TCGA-A8-A07C-01	TCGA-A2-A0YM-01	TCGA-AO-A0J6-01	TCGA-D8-A27M-01	TCGA-EW-A1OW-01	TCGA-AR-A0TU-01	TCGA-A2-A0SX-01	TCGA-AN-A0FL-01	TCGA-A7-A26F-01	TCGA-A2-A0D2-01	TCGA-B6-A0RT-01	TCGA-BH-A18Q-01	TCGA-B6-A0IQ-01	TCGA-A2-A04P-01	TCGA-BH-A0BL-01	TCGA-A8-A08R-01	TCGA-AR-A0TS-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-E2-A158-01	TCGA-E2-A150-01	TCGA-AN-A0AL-01	TCGA-AO-A0J4-01	TCGA-A2-A0T2-01	TCGA-AR-A1AY-01	TCGA-AO-A128-01	TCGA-D8-A143-01	TCGA-A2-A04U-01	TCGA-D8-A147-01	TCGA-EW-A1PB-01	TCGA-C8-A131-01	TCGA-BH-A0WA-01	TCGA-C8-A26X-01	TCGA-E2-A1LL-01	TCGA-E9-A1ND-01	TCGA-AR-A1AI-01	TCGA-A7-A26I-01	TCGA-BH-A1EW-01	TCGA-BH-A0RX-01	TCGA-AO-A124-01	TCGA-AR-A256-01	TCGA-D8-A13Z-01	TCGA-A2-A0CM-01	TCGA-E2-A1LH-01	TCGA-BH-A0E6-01	TCGA-AR-A1AR-01	TCGA-BH-A0B3-01	TCGA-E2-A14N-01	TCGA-BH-A0BG-01	TCGA-BH-A18T-01	TCGA-AR-A1AQ-01	TCGA-AN-A0XU-01	TCGA-E2-A14R-01	TCGA-AO-A0JL-01	TCGA-A2-A04T-01	TCGA-B6-A0RU-01	TCGA-A2-A0T0-01	TCGA-BH-A0BW-01	TCGA-A2-A0YE-01	TCGA-E2-A1LS-01	TCGA-AO-A0J2-01	TCGA-E9-A22G-01	TCGA-EW-A1P1-01	TCGA-A2-A1G6-01	TCGA-A7-A26G-01	TCGA-B6-A0WX-01	TCGA-B6-A0IK-01	TCGA-EW-A1P4-01	TCGA-A2-A0ST-01	TCGA-E2-A1LG-01	TCGA-E2-A159-01	TCGA-AQ-A04J-01	TCGA-A7-A0DA-01	TCGA-D8-A142-01	TCGA-AN-A04D-01	TCGA-A1-A0SK-01	TCGA-D8-A1JF-01	TCGA-BH-A18G-01	TCGA-B6-A0RE-01	TCGA-C8-A26Y-01	TCGA-BH-A0AV-01	TCGA-C8-A12V-01	TCGA-EW-A1OV-01	TCGA-D8-A1JL-01	TCGA-A2-A0D0-01	TCGA-B6-A0RS-01	TCGA-AN-A0G0-01	TCGA-C8-A1HJ-01	TCGA-AN-A0FX-01	TCGA-B6-A0RN-01	TCGA-A8-A07R-01	TCGA-BH-A1F0-01	TCGA-BH-A0B9-01	TCGA-E2-A1LK-01	TCGA-A2-A04Q-01	TCGA-EW-A1P8-01	TCGA-C8-A134-01	TCGA-E2-A14X-01	TCGA-AR-A0U0-01	TCGA-EW-A1P7-01	TCGA-A1-A0SO-01	TCGA-D8-A1XK-01	TCGA-A7-A0CE-01	TCGA-E2-A1B6-01	TCGA-E2-A1L7-01	TCGA-AN-A0AT-01	TCGA-AR-A0U4-01	TCGA-D8-A1JG-01	TCGA-A1-A0SP-01	TCGA-A8-A09X-01	TCGA-E2-A1AZ-01	TCGA-E2-A1LI-01	TCGA-BH-A0E0-01	TCGA-C8-A27B-01
TLE4|7091	104.169	123.8622	231.7649	307.7153	139.1055	503.9801	333.6038	646.7181	367.2872	494.7565	603.3063	430.7266	233.7133	731.5699	743.738	496.0848	487.0602	183.3303	583.3731	790.8504	1332.6545	377.0747	658.0667	260.7099	426.981	301.2677	338.0655	639.8766	994.3343	591.3849	381.875	210.4325	341.6919	455.3596	217.896	338.7453	441.758	567.9875	97.2089	283.5843	205.7878	903.4115	448.2736	613.6828	655.6017	181.5241	261.8564	532.818	969.3025	215.3846	568.132	262.3963	114.9533	956.0059	310.5864	799.195	399.1263	290.9087	448.8636	238.4562	159.5781	269.5941	243.067	484.3341	122.8678	678.703	214.512	316.3163	332.8109	1355.2049	524.3408	865.5771	358.1239	333.3431	264.7399	210.3265	444.8722	916.4619	403.9646	1192.3199	159.6386	188.579	85.8048	84.7778	144.0684	675	636.6355	533.2721	410.6783	642.7413	311.1814	258.6323	204.2834	185.2904	277.2771	332.2829	504.3062	146.8115	153.0612	755.135	215.8531	24.6503	544.543	735.8423	87.6747	371.9653	273.9726	562.9139	379.3058	348.381	236.2912	352.2981	147.5191	281.0608	373.4112	327.0166	702.6633	226.4307	473.3683	182.6923	242.535	102.8452
TLE6|79816	66.5666	107.1884	91.2439	5.3828	15.7424	16.7765	1.8033	2.3166	23.9362	18.5534	17.6166	16.9335	10.5579	4.3825	5.4592	14.7398	21.2284	3.3266	4.4508	74.129	1.1998	2.0747	9.4227	15.2999	34.3811	0.3314	3.2365	8.5682	1.6188	3.6232	44.8665	26.7499	61.725	37.1777	65.0662	52.4743	7.044	173.3007	124.6391	14.3674	58.3372	3.4547	6.9965	0.6807	2.213	30.5536	8.1233	2.5768	0.5918	144.1296	5.0767	6.174	14.0187	0.9886	44.1501	0	2.5142	1.1972	2.0661	24.4659	81.1647	92.31	11.1275	70.2551	5.2424	1.1054	5.7034	31.031	58.9828	9.3291	32.4544	24.3496	1.369	68.6406	8.0925	5.3151	6.8442	23.3415	28.574	6.3472	4.6854	3.7185	115.4621	81.6262	1.1595	12.5	3.0867	12.238	18.4688	10.1379	4.2194	8.5559	40.3624	88.0682	19.638	20.6583	20.4147	64.5642	10.2041	13.7649	14.3305	39.91	14.2692	8.9606	62.2618	55.1707	102.1526	93.543	54.6114	19.8221	52.2078	5.3548	16.9841	4.0357	1.0306	34.9266	3.6483	9.5209	3.7509	5.4087	8.5314	3.6544
TLK1|9874	1407.0444	1798.3837	1069.7468	1094.7967	1273.1306	1304.1171	1294.7435	1077.6062	2190.4255	1744.311	863.7263	2092.9803	1308.2184	1041.7906	1607.2575	1444.9562	2474.8956	1278.1371	1389.6042	1433.8664	1535.4171	1228.2158	2028.3045	1016.5239	1467.2561	1520.2585	1191.6146	1801.7308	1304.3302	1314.8148	1686.8268	781.9884	886.1945	1065.6716	1075.8617	2953.1108	2667.6551	1318.9572	1350.8181	1600.2504	1304.0882	1073.269	1828.0768	1737.2362	1775.657	1589.8634	927.9656	1228.2585	1772.3204	1306.0729	1364.2552	960.8335	903.7383	2194.0188	1166.3307	2583.8702	2063.2002	2009.1253	1483.9876	1829.7726	1293.1331	1730.6596	1888.2031	949.1529	1165.77	2202.2845	2807.3511	2093.5936	1532.1271	986.0841	1624.7465	2039.026	1971.5979	1180.1636	1800	1288.9142	1641.7495	1930.5897	1019.7339	2068.5497	1079.3173	1160.1594	1669.738	1652.3795	2479.6	1205	1468.8917	2501.7592	1430.1545	1478.5077	2410.865	1478.4575	1260.2965	1491.4773	1937.4221	2142.507	912.2807	2137.1968	1378.1513	2384.1273	1469.5477	1115.7184	1804.0879	894.2652	1779.119	1014.292	1704.501	1390.7285	2046.0344	2997.7598	942.4528	1588.3534	1663.9573	1463.2459	1450.7042	1973.7417	1659.6133	1220.325	1960.2401	1472.0553	903.7172	2479.2482
TLK2|11011	984.7786	655.721	475.443	814.5933	1016.6726	1174.3559	365.3413	530.5019	1424.734	1797.9097	763.8986	472.9064	806.2388	638.9106	812.1387	285.5827	599.1652	797.2648	643.7768	983.1621	676.9753	703.3195	724.0254	877.295	778.3235	521.9985	1518.2052	631.6511	545.1234	572.4638	1038.0473	416.4066	600.349	583.4464	874.6105	655.6696	1892.4821	502.1525	445.6208	871.962	791.9155	455.4484	815.5881	840.0272	988.935	1160.3163	442.0022	1460.7401	1137.954	737.3819	913.811	623.5771	568.2243	586.9995	856.5121	749.6083	1153.0665	899.3627	715.9091	952.102	988.1921	419.9799	778.2318	485.0437	1033.4004	1375.4606	1222.7503	434.4344	829.7478	1321.6202	576.572	752.1681	662.3101	789.5568	986.1272	851.5566	720.7785	730.6511	599.3392	814.0273	706.8273	565.7371	1405.7011	1085.7233	594.246	1344.375	946.8506	570.9041	958.3613	765.6123	469.9367	815.2539	773.4761	994.6338	635.451	981.7927	759.8086	575.7313	1181.8727	581.5679	795.1187	626.2343	726.5715	562.0072	1018.0008	543.7184	628.5714	613.4106	961.3766	1337.3159	891.262	803.8822	915.2008	879.5042	1138.0969	1626.0278	515.1405	633.7576	962.4906	905.649	457.6478	1237.0138
TLL1|7092	6.6058	79.966	76.6232	8.6722	39.7853	41.7701	5.7704	46.332	170.7447	33.5728	2.5531	116.3793	43.6713	4.0695	99.2293	10.5942	507.573	48.0503	90.6056	41.0886	4.7991	22.3029	91.491	28.1518	89.0635	49.3827	23.8323	11.3101	15.7831	68.0354	32.6302	11.1458	39.3129	3.5278	21.9409	12.9887	56.6873	1.6136	74.1097	18.8144	101.5158	942.5651	10.9944	7.1477	51.4523	232.207	53.0403	1.7178	14.2022	47.2335	40.1523	20.0656	20.5607	145.3287	54.8997	20.5495	23.8847	15.563	19.1116	17.5741	8.254	40.3474	8.3456	54.9976	29.4883	29.1083	64.0051	13.013	9.688	5.5975	718.0527	123.7492	176.0502	99.7375	39.8844	34.5482	98.813	3.9926	19.6446	98.6988	29.1165	157.7689	6.9105	7.2487	207.5513	5.625	11.961	13.4618	62.458	33.6577	143.9873	71.1361	1.6474	23.9899	28.7243	97.3389	34.4498	219.1891	4.8019	297.6664	9.1805	0	91.0143	10.3943	17.1537	106.0975	3.1311	159.3543	18.1137	9.7753	20.6797	15.8411	24.263	14.1251	43.2841	100.8991	39.4017	69.1297	75.0188	12.3197	11.5783	7.5698
TLL2|7093	7.6221	4.4236	7.3103	2.0933	13.4526	21.5698	7.2131	2.7027	2.3936	1.767	8.6807	5.8498	3.8392	0.313	10.5973	9.2123	60.8229	2.5873	9.2195	4.6595	2.6995	16.0788	16.4137	8.2619	9.1683	3.6457	2.9423	0.6855	6.0704	14.4928	5.8632	8.025	9.1853	10.8548	2.648	17.6646	28.1759	0.6454	2.4062	5.1312	19.2926	127.2492	2.9985	6.1266	40.1107	3.954	6.6898	0	1.4794	21.5924	5.0767	13.8916	11.215	2.2244	19.1957	1.7869	10.9995	2.3943	3.0992	3.7905	60.0711	5.5019	1.0432	1.4193	4.2594	11.7907	8.872	1.001	5.1289	4.9755	10.6491	2.6684	26.0105	47.0245	42.7746	2.2779	2.1388	1.5356	3.5717	10.1555	13.7216	35.0598	2.3035	32.7766	13.0444	5.625	11.5752	5.2012	11.4171	6.8938	2.6371	9.5337	1.6474	38.1944	0.5862	4.902	12.4402	48.1147	7.2029	16.776	2.4631	0.5869	3.4709	5.3763	2.5413	3.7446	7.8278	16.5563	3.2442	4.6161	2.3731	5.5779	16.0136	1.1531	4.4658	17.8514	11.3097	19.8696	5.2513	4.2067	45.7038	2.0882
TLN1|7094	4686.0828	6678.3496	16129.0519	9156.1005	7691.449	8519.3871	3847.8045	8222.0077	8621.0106	11628.2494	9442.2672	11783.2512	13028.9142	3361.4024	13165.3821	5535.2372	8470.6023	7053.0401	9405.8178	11564.9688	7859.7518	6898.8589	10054.2867	8496.328	12419.1225	15938.6859	9345.2004	5979.9503	10889.5184	12921.095	8596.5203	11642.4432	15086.9845	11608.9552	6357.1925	5302.5068	7016.1374	5882.5428	5494.7064	14132.6946	8248.5071	9915.0713	7871.0251	7471.0688	14913.4163	6857.2969	8263.2899	14419.5834	10859.9749	10716.3293	8470.7511	6845.4563	5371.4953	10109.9852	8754.0071	4211.7442	9961.1873	6165.9466	9400.8264	5593.3839	5790.2098	6192.717	4658.6108	7364.3621	6996.2583	6568.1651	5608.6819	4801.8018	6151.8735	5239.5242	12243.9148	7379.2528	8159.9127	7947.5222	4842.7746	9416.0972	9247.3532	6250.3071	10746.6738	11234.8461	11110.7764	13486.8526	5160.668	4845.572	5370.824	5801.875	5617.0541	4841.3645	17127.6024	7209.2457	8159.8101	9756.4016	4918.8633	6707.3864	9185.6086	3928.5714	12242.7432	6007.7559	9569.928	12101.3012	7557.9937	3203.9487	11202.4682	7200.3584	9180.6438	8641.0784	9248.1409	15045.9437	3731.1471	8887.6519	9536.0624	5866.1312	8154.798	4905.16	7192.0302	8747.6934	6812.1124	10204.6983	9987.2468	8916.7668	6107.2517	5038.3712
TLN2|83660	1464.4644	466.8652	1141.9729	490.1316	704.6869	1797.463	532.6842	343.2432	219.6809	495.64	249.1862	1275.2278	1575.5249	449.2096	570.9698	210.5021	638.5212	2132.323	336.9893	1193.2649	708.1695	381.7427	1100.628	922.2552	811.0675	261.165	185.6565	1123.1257	1077.7013	411.0306	493.0215	518.502	537.5218	239.6201	816.3536	200.026	299.2013	1014.3094	657.8441	977.6647	386.7294	1376.1336	598.1979	1027.8999	547.9723	345.4349	490.264	1420.0845	1479.1035	333.3333	727.8182	469.2263	689.2523	491.1023	626.9316	273.3971	307.0444	577.0287	571.281	614.4039	282.4716	704.8571	995.8967	1654.5421	375.1565	1042.2881	532.6362	782.7828	489.2435	284.537	1102.926	688.7925	928.7127	471.3828	660.5029	641.2301	350.7646	291.769	438.6106	1485.2428	884.5382	870.3639	344.6588	421.0526	639.7565	470	495.0323	701.7623	1603.7038	529.5904	328.0591	1731.2229	2831.1367	762.6168	658.3132	753.8515	712.5901	1092.2445	1165.9664	934.7242	156.0681	336.8871	473.9684	609.6774	2227.4058	448.8548	689.5186	681.7053	942.7223	383.4091	803.1189	249.4422	1400.9463	562.3465	651.6214	666.9689	444.7282	632.9297	222.0555	364.4832	177.9403	368.0501
TLR10|81793	7.114	1.7014	11.3716	8.6722	25.7603	26.3631	3.9672	74.9035	36.4362	13.8414	4.851	308.1897	11.0378	8.452	101.4772	2.3031	37.6863	28.4605	276.5856	16.5202	17.6967	79.3568	81.1565	48.6536	422.0694	25.5199	60.9047	7.8828	51.3962	63.6071	125.9321	1.7833	4.4089	68.3853	32.9114	2.0782	23.8154	16.7814	15.3994	12.999	67.9835	2.3032	33.4831	40.5037	3.3195	32.7103	94.6124	3.4357	15.0899	39.946	29.9988	118.0783	50.9346	81.0677	26.4901	21.8896	91.4534	7.1829	109.5041	19.297	19.2594	1.2226	21.2119	21.2894	2.6212	35.3721	8.5551	11.5115	5.9838	13.9936	16.7343	38.0254	103.7683	65.2276	23.1214	51.2528	372.5805	30.7125	38.5749	178.0387	11.0442	45.4183	1.4397	3.7819	28.9876	0.625	4.2442	31.5129	8.7307	178.4266	195.1477	49.3797	23.4761	13.8889	3.5173	24.5098	17.2249	26.3191	3.6014	217.6578	87.5504	4.1084	176.2437	49.8208	45.108	157.2739	43.0528	661.0099	4.0553	6.7884	9.4923	324.1856	28.1451	25.3675	41.91	40.6184	21.525	39.3253	72.7682	49.5793	14.0158	28.9742
TLR1|7096	44.2083	87.7924	408.5669	214.4139	299.1055	359.8391	133.0809	247.8764	183.2447	1112.6131	484.5854	1403.9409	231.7936	174.6752	632.6268	72.3169	368.7537	177.786	626.9274	381.2348	132.5756	256.2241	471.4372	355.8752	592.9928	849.1176	771.4601	331.7625	382.841	329.7101	428.0161	160.4993	214.5678	767.7069	90.4117	71.1781	1184.0591	748.388	241.5784	315.0557	261.8282	44.9115	458.7683	460.5174	224.0664	216.0316	246.0877	272.8509	306.2357	364.1026	1032.8834	332.6259	219.1589	669.0559	298.6851	423.9441	489.6369	290.3101	332.1281	307.3742	202.224	82.5288	236.4601	157.1868	90.7584	2650.3316	415.3992	277.7778	57.5581	224.8309	215.0101	237.1581	607.2773	161.9312	94.7977	564.9203	586.0336	335.3808	242.1645	309.1082	382.5301	505.7105	31.9608	138.67	145.2279	218.125	393.1706	63.9437	805.5742	441.6058	242.616	507.7309	112.0264	183.0808	122.5178	106.4426	91.547	56.3394	259.3037	665.2328	1013.6588	159.053	355.9583	513.2616	301.3554	263.621	501.3699	547.1854	69.4808	427.9411	208.4922	165.9973	144.6075	234.3615	1409.4813	354.1817	449.1062	251.6817	295.5739	455.5288	59.7197	535.6304
TLR2|7097	152.9507	139.1748	751.8822	724.8804	799.1413	371.4799	118.6548	360.2317	238.0319	1118.2085	3972.1708	883.0049	237.5525	244.1697	655.106	206.8171	1870.006	411.0146	588.1418	557.0264	234.2568	599.5851	806.0937	495.716	1062.2135	884.2489	523.722	93.2225	810.603	379.6296	397.6802	212.6616	325.8933	1318.5889	354.0811	110.1442	584.3147	1604.2418	228.5852	516.8829	683.5094	451.4179	3336.3152	560.5854	769.018	232.5665	713.8932	1433.2546	465.419	446.4238	845.9675	443.7584	148.1308	1042.7583	852.2891	457.8954	825.9086	296.2959	461.2603	486.2164	144.4457	301.9943	335.2169	287.0522	765.7123	1922.6234	410.6464	718.7187	157.2874	250.0194	519.2698	583.7225	648.3466	372.4038	189.5954	440.3948	821.7303	175.3686	504.3307	462.0755	303.8822	295.3519	52.1163	62.0864	338.5753	473.125	505.45	191.5252	373.405	910.7867	436.7089	896.6571	451.8122	259.7854	473.9503	130.2521	444.3381	103.6316	385.9544	1341.0044	298.0296	3127.6503	1423.0621	722.2222	311.9441	479.311	1104.1096	573.2616	216.0124	1797.2982	197.6439	257.6975	271.2605	689.2476	2579.8695	1327.7287	409.7045	426.3686	516.8792	1887.6202	132.8458	1690.6813
TLR3|7098	32.5211	33.0072	41.1545	76.555	71.5564	54.0957	29.2129	64.0927	74.734	120.7441	131.7419	407.3276	99.3401	62.6076	165.3821	35.0069	341.5623	25.5036	174.5351	246.1082	19.1965	41.4938	259.5792	72.2154	87.7538	162.731	78.2641	8.5682	74.8685	100.6441	54.2986	37.4498	38.5781	173.1343	65.0662	21.3015	205.2816	206.8636	13.9557	82.4413	133.6702	123.2187	457.7688	255.9564	96.8188	210.6398	127.1055	255.6725	50.5955	109.0418	178.6085	47.077	28.5047	170.5388	120.549	203.7076	280.3312	199.3263	131.7149	175.3963	28.8891	31.1775	42.076	125.9623	22.6077	256.0796	36.1217	218.7187	129.933	60.639	240.8722	221.1474	226.1547	81.5344	70.5202	257.0235	363.5975	611.4865	123.9396	159.9492	58.2329	58.4329	40.311	12.2912	78.8463	189.375	27.3946	18.357	93.687	352.3925	95.9916	292.3669	14.827	64.0783	39.276	52.1709	76.236	213.4318	99.94	344.5532	273.8468	45.1922	101.0413	78.4946	72.6387	77.1391	631.7025	238.4106	17.3026	122.4628	173.235	56.2249	127.6234	19.8905	159.0519	457.9267	74.4254	151.9197	267.0668	90.4447	19.5003	88.7497
TLR4|7099	110.7749	428.4134	373.6397	217.7033	580.4651	277.326	207.3753	237.4517	589.8936	483.5655	167.4858	960.899	310.018	206.2921	504.817	88.4385	740.1312	267.603	726.1167	364.7146	45.8915	158.7137	708.8275	709.9143	554.3549	555.8041	312.762	59.2923	286.9284	465.3784	442.8016	243.424	217.5071	1791.3161	206.9256	83.1277	350.8572	780.66	217.5168	301.0304	525.9531	108.824	532.2312	362.1511	768.4647	455.4277	592.5218	107.6516	267.4754	472.0648	682.1276	354.235	165.8879	1027.1873	309.8186	139.8256	307.9872	202.3192	489.6694	259.8208	169.2078	108.2044	244.1102	271.44	190.3632	578.1135	102.9785	453.954	165.8356	82.7179	1290.0609	672.7819	1316.4064	298.454	269.9422	367.8815	613.4103	58.9681	785.4273	475.4046	210.174	494.0239	78.0305	60.5106	446.1193	316.25	99.5466	179.5931	594.0228	1143.9578	696.73	751.207	56.8369	376.2626	315.0876	199.5798	210.2073	137.353	148.5594	1466.3942	247.8728	135.5765	504.435	548.0287	316.1796	386.4445	410.9589	649.8344	114.3595	312.8097	170.8619	309.6832	547.8588	174.1136	794.9158	697.7561	308.2816	830.3839	565.6414	228.6659	104.8141	627.5124
TLR5|7100	809.4697	402.2118	532.3012	598.3852	731.5921	1624.5827	362.8167	928.1853	429.2553	378.4298	335.7375	393.7808	493.8212	500.2348	677.5851	158.4523	306.2612	121.2345	408.838	543.8949	245.0548	1045.6432	255.0198	811.8115	700.0655	343.0276	90.9158	209.4079	665.7224	146.5378	1022.497	264.3781	383.2093	586.1601	515.6116	348.6167	748.0034	197.182	325.3128	349.2637	88.6541	124.3702	311.3428	146.3581	213.5546	506.1107	219.3286	1294.3955	471.9284	218.8934	233.5295	644.4144	211.6822	378.6456	568.9606	277.4176	945.6465	427.3843	200.4132	181.9435	343.0013	354.5682	410.3277	315.7929	573.7109	782.6087	251.5843	1206.2062	77.7889	948.4568	202.8398	537.3582	251.3438	936.698	89.5954	188.6864	565.0733	250.6143	252.5225	364.6461	649.9331	393.0943	558.3069	50.1103	577.1433	673.125	275.8754	664.2191	237.7435	367.3966	160.3376	292.8558	132.6194	129.7348	405.95	151.6106	506.2201	471.6884	1307.0228	558.1245	221.0031	382.6662	447.3583	520.7885	209.8687	589.1531	203.1311	266.1424	190.3288	43.9889	361.3866	195.8947	132.9613	139.8097	413.6036	188.6037	313.0244	105.1433	154.5386	537.2596	184.0341	377.9692
TLR6|10333	16.2605	20.4168	87.9949	57.4163	90.161	128.7341	18.3933	97.2973	52.6596	432.9119	89.1045	319.8892	36.9526	43.8253	297.6879	5.5274	117.5909	51.7464	240.0254	36.0055	21.896	56.0166	111.2482	97.6132	162.41	228.3536	360.7209	36.6721	156.6168	45.8937	78.0065	69.9955	111.6928	112.8901	23.8324	5.1955	320.3333	144.9013	81.8094	72.1789	76.2517	37.4262	58.9702	105.1736	89.0733	57.872	28.6704	50.6764	94.3857	67.2065	316.6032	48.6205	47.1963	144.3401	60.6584	60.3082	80.1395	68.5371	75.9298	77.1881	34.8504	9.1699	103.9729	23.0635	11.7953	649.9632	68.7579	24.024	8.2633	48.8222	32.4544	25.0167	161.5391	39.4399	30.0578	138.1929	117.2067	84.7666	56.4336	98.0641	80.9906	96.6799	12.0933	9.7699	37.1041	11.25	101.8617	29.0653	148.7576	126.5207	65.9283	105.6041	28.8303	41.351	54.2244	52.521	48.4848	6.991	42.617	133.5627	132.3332	64.5602	81.3729	67.7419	83.651	69.6499	82.9746	173.0132	38.1198	117.8467	52.5468	50.2008	34.4535	38.0513	334.5929	82.2716	408.61	55.4693	108.7772	279.7476	23.1566	143.0436
TLR7|51284	35.0618	33.3475	184.1123	51.4354	281.6458	161.26	225.408	150.1931	139.8936	85.6989	108.5083	485.5296	67.6665	34.7472	237.3154	36.3888	262.3733	123.8218	606.8987	142.7512	29.0946	171.6805	464.1422	297.7356	367.387	237.6336	195.0717	21.9347	299.8786	97.8261	151.1695	84.708	58.4183	925.6445	57.1221	40.5247	215.009	363.7056	56.7854	75.5997	224.621	29.941	375.3105	154.8673	218.2573	156.7218	2243.4596	36.361	162.1422	204.0486	272.2972	134.2852	50.4673	422.6396	153.5656	86.6651	236.6473	71.8293	283.0579	88.9042	76.1206	23.2303	67.8084	76.2871	45.543	621.2233	84.6008	68.0681	48.7249	27.9873	274.3408	316.5444	695.4393	167.9989	110.4046	83.9028	438.028	20.5774	137.8695	220.2475	150.6024	242.7623	14.1088	13.2367	1254.2938	163.75	92.2157	73.4282	104.0967	867.8021	364.9789	713.3166	154.0362	185.2904	37.8105	39.5658	78.7879	99.9305	66.6267	774.922	242.275	23.4765	214.8091	395.6989	131.3003	162.0171	256.3601	329.8841	32.4424	39.9158	21.3577	373.494	165.4737	50.4468	236.3449	319.7725	87.1945	460.3125	387.847	76.3221	28.6411	196.2934
TLR8|51311	10.671	18.0349	80.6845	98.0861	239.5707	42.7972	8.6557	57.9151	159.0426	217.0449	24.2548	219.5197	38.8722	113.6328	158.9595	15.661	147.1676	60.2476	212.6848	47.4426	18.5966	15.0415	124.3184	239.2901	173.2155	138.8682	100.6252	14.0519	54.6338	30.1932	89.2231	17.8333	44.0893	1169.0638	43.5035	5.1955	67.0855	598.0004	32.7238	69.7843	130.9141	7.4852	147.9253	237.2362	53.6653	63.6233	125.672	14.3154	52.0749	108.502	102.4576	88.7517	20.5607	332.1799	75.6311	28.5905	72.9113	33.2211	135.8471	89.2488	103.1755	4.8906	134.5736	26.6118	40.6283	205.969	21.5463	8.008	13.1073	10.262	96.3489	63.042	151.6824	15.1692	30.6358	109.7191	334.5097	20.2703	265.3808	63.4719	11.3788	105.4449	2.0155	6.3032	51.3081	9.375	7.7168	13.7678	55.0705	289.9432	233.1224	157.9173	14.4152	84.2803	39.276	16.4566	22.0096	12.7483	11.1044	340.6818	63.1438	34.6278	182.4142	60.9319	73.4858	75.8909	104.501	134.9338	14.5991	220.7589	21.3577	40.1606	116.4625	46.9876	495.3624	176.4441	177.3076	154.8173	164.2911	40.5649	31.0786	247.716
TLR9|54106	14.2788	62.9553	18.5087	22.3684	36.8458	10.9595	28.0119	54.8571	21.8617	21.7958	5.3897	111.5579	20.9526	13.5577	105.6487	25.3754	23.5969	20.8242	213.9692	17.2106	38.096	43.3817	61.0406	66.9492	171.1231	25.0095	65.3917	17.1879	77.4626	55.3945	88.3411	37.1779	23.698	83.6906	32.5747	6.5515	14.5039	33.8759	18.898	44.833	80.1837	4.8712	31.9189	56.6984	15.6874	36.3264	82.0165	12.672	11.2494	45.1066	27.8343	101.1383	98.7944	27.5655	69.0585	27.7507	49.4602	15.3206	106.25	26.4404	39.7249	47.6833	22.2759	28.8649	14.2527	43.633	54.0494	20.6857	38.0567	10.8964	24.4067	38.6758	64.4897	74.6476	17.0578	22.3766	170.0781	31.5203	43.436	70.6633	26.5462	56.6295	9.6545	100.2773	21.6972	1.95	31.6697	38.2071	31.7092	101.3504	105.7648	53.0978	12.2405	27.4874	20.8603	14.2297	21.7544	9.2158	18.5474	78.4149	48.4796	33.0431	94.759	22.4731	19.1317	104.7644	52.8297	208.4685	7.0211	18.8826	23.7308	246.6912	30.7946	17.714	19.4091	35.5372	29.5877	43.3447	31.0428	52.3197	34.4424	23.5604
TLX1NB|100038246	0	11.9098	35.1979	0.5981	0	1.3695	45.0816	1.1583	28.9894	2.356	5.3616	0	2.3995	79.5117	0	7.8305	0.2385	32.5263	0.6358	8.0483	26.6951	0	41.3381	63.0355	4.2567	4.9714	51.4895	0	0	0	4.8435	0.8917	0.3674	45.3189	11.727	32.212	22.1382	0	18.768	4.105	0	0	0	1.7018	14.9378	0.3595	2.3892	0.2863	0	2.6991	33.691	0	142.5234	0	13.0531	8.0411	9.4282	7.4822	1.0331	0.3446	81.1647	0.6113	20.5164	1.4193	7.5359	4.0531	79.8479	0	22.5103	0.9329	0	0.3336	0	0	7.5145	0	7.2719	0	0.3572	0.3174	43.5074	31.8725	3.1673	42.8616	0	0.625	3.0867	2.4476	26.1921	5.2717	3.1646	37.157	5.7661	0.947	0	65.4762	11.1643	0	3.6014	8.1729	9.1805	0	1.9283	1.7921	43.8374	15.977	0	0	20.2765	8.4176	0	0.4462	3.3968	1.1531	12.0234	0	0	0.8279	4.5011	22.8365	0.6094	0.5221
