Row	TCGA_AO_A12F_01	TCGA_B6_A0I6_01	TCGA_A8_A07O_01	TCGA_C8_A12K_01	TCGA_BH_A0DL_01	TCGA_AN_A0AR_01	TCGA_AO_A129_01	TCGA_A8_A07C_01	TCGA_A2_A0YM_01	TCGA_BH_A0HL_01	TCGA_AO_A0J6_01	TCGA_AR_A0TU_01	TCGA_A2_A0SX_01	TCGA_AN_A0FL_01	TCGA_A2_A0D2_01	TCGA_B6_A0RT_01	TCGA_BH_A18Q_01	TCGA_B6_A0IQ_01	TCGA_A2_A0YJ_01	TCGA_A2_A04P_01	TCGA_BH_A0BL_01	TCGA_A8_A08R_01	TCGA_A7_A13D_01	TCGA_AR_A0TS_01	TCGA_E2_A14Y_01	TCGA_BH_A18V_01	TCGA_E2_A158_01	TCGA_E2_A150_01	TCGA_AN_A0AL_01	TCGA_AO_A0J4_01	TCGA_A2_A0T2_01	TCGA_AR_A1AY_01	TCGA_AO_A128_01	TCGA_D8_A143_01	TCGA_A2_A04U_01	TCGA_D8_A147_01	TCGA_C8_A131_01	TCGA_BH_A0WA_01	TCGA_AR_A1AI_01	TCGA_BH_A0RX_01	TCGA_AO_A124_01	TCGA_A2_A0CM_01	TCGA_BH_A0E6_01	TCGA_AR_A1AR_01	TCGA_BH_A0B3_01	TCGA_E2_A14N_01	TCGA_BH_A0HN_01	TCGA_BH_A0BG_01	TCGA_B6_A0I2_01	TCGA_AR_A1AQ_01	TCGA_AN_A0XU_01	TCGA_E2_A14R_01	TCGA_A8_A07U_01	TCGA_BH_A18K_01	TCGA_AO_A0JL_01	TCGA_A2_A04T_01	TCGA_B6_A0RU_01	TCGA_A2_A0T0_01	TCGA_BH_A0BW_01	TCGA_A2_A0YE_01	TCGA_B6_A0X1_01	TCGA_B6_A0WX_01	TCGA_A2_A0ST_01	TCGA_E2_A159_01	TCGA_AQ_A04J_01	TCGA_AR_A1AJ_01	TCGA_A8_A08H_01	TCGA_A7_A0DA_01	TCGA_D8_A142_01	TCGA_AN_A04D_01	TCGA_E2_A1B5_01	TCGA_A1_A0SK_01	TCGA_BH_A18G_01	TCGA_B6_A0RE_01	TCGA_BH_A0AV_01	TCGA_C8_A12V_01	TCGA_A7_A13E_01	TCGA_A2_A0D0_01	TCGA_AN_A0G0_01	TCGA_AN_A0FX_01	TCGA_A8_A07R_01	TCGA_BH_A1F0_01	TCGA_BH_A0B9_01	TCGA_AN_A0FJ_01	TCGA_A2_A04Q_01	TCGA_C8_A134_01	TCGA_E2_A14X_01	TCGA_AR_A0U0_01	TCGA_A1_A0SO_01	TCGA_A7_A0CE_01	TCGA_AN_A0AT_01	TCGA_AR_A0U4_01	TCGA_B6_A0IJ_01	TCGA_AR_A0TP_01	TCGA_E2_A1AZ_01	TCGA_BH_A0E0_01	TCGA_AR_A1AH_01
CLEC18B|497190	3.4028	11.5009	0.299	4.0099	4.0148	3.9672	11.9691	0.5319	4.123	0	13.2763	0.9391	1.2845	3.2243	7.762	4.4508	20.7561	13.1976	0.8137	14.5228	3.9514	6.7319	6.9057	10.4781	1.0588	1.9886	487.7046	3.2376	2.818	30.5908	0	1.4696	7.0556	0.3783	2.0782	8.3857	2.4062	20.8669	1.3615	0.9557	0.5726	2.7691	0	0	2.6874	3.5738	7.3421	1.8856	1.3529	0	11.7161	6.8784	2.7995	6.0204	0.6113	1.7387	2.1289	0.9829	0.7369	1.2674	4.892	47.783	0	2.143	1.5868	0	0.891	7.3628	7.1713	6.6225	1.2804	3.1516	4.375	1.9292	2.0148	8.1103	2.1352	0.4119	3.2242	38.5965	0.3001	0.4302	10.3	14.4058	1.9283	11.0123	2.4964	1.9569	1.0814	1.356	3.4592	0.687	1.6817	33.3092	3.7509	0	2.683
CLEC18C|283971	0	0.9339	0	2.3072	0.3088	5.5252	3.4749	0.266	1.4725	0	0.5566	0	0.6423	1.3819	0.7651	0.6358	1.6944	4.4992	0	2.0747	0.3313	0.612	1.2186	1.7682	0	0.3314	156.6275	1.2141	0	1.0197	0	0	1.6282	0	0	1.865	0.4812	8.552	0.3404	0	0	0	2.3364	0	0.4338	0	0.514	0.3488	0	0	6.1992	0	0	1.7707	1.3938	0	0	0	0	0.3169	0.6251	13.6523	0	0	0.3174	0.5299	0	2.3628	0.5312	1.4397	0	1.891	0	0	1.3432	2.8386	0	0.9143	0.5862	5.8405	0	0	1.5674	0	0.4049	3.6002	0.2621	0.7828	0.2704	0.8407	0.8648	0.3435	0	4.7067	0	0	1.0061
CLEC1A|51267	79.6257	19.7815	49.0431	90.9932	63.9284	12.9835	135.1351	32.4468	29.1553	15.3107	527.4781	50.0861	43.9949	28.5583	45.0933	92.1952	48.7133	29.0946	5.2889	132.7801	62.6151	33.6597	31.6848	61.5586	28.0572	43.0856	16.1083	28.3286	59.5813	31.6105	51.7165	44.0893	41.2483	35.5594	15.0669	21.4674	27.9115	25.656	38.1212	134.7509	31.2075	44.7675	38.785	70.4399	26.4901	173.7769	19.0896	26.7132	39.6843	32.5413	42.04	24.7621	59.5889	42.1425	98.4232	39.6418	66.7068	26.5395	132.6455	21.5463	28.8083	57.643	133.4617	41.4323	137.4167	75.806	176.4116	14.0562	43.0279	31.097	173.7089	3.7819	20.625	9.2602	41.3029	103.0008	35.4436	16.0626	14.069	35.4067	20.7083	167.5449	50.3807	274.91	116.4674	65.0148	50.1779	31.3112	13.5177	33.9012	20.7553	51.8722	36.7178	14.4823	110.2776	27.4223	40.5806
CLEC1B|51266	0	0	0	0	0.9265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4895	0.6285	0	0	0.3446	0	0	0	0	0	0	0	0.7369	0	1.0871	0.3792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2151	0	1.8007	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC2A|387836	0	0	0	0	4.0148	0	0.3861	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304	3.366	0	0	0	0	0	0	0	0	0	0	0.5427	0	0	0.3354	0	0	0	0.4778	0	0	0	0.2472	0	0	1.4684	0.3143	0	0	0	0	0.3999	0	0	0	0	0	0.3685	0	0	1.1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2151	0	4.2017	0	0	0	0	0	0	0	0.3435	0	0.3621	0	0	0.3354
CLEC2B|9976	174.9043	61.6446	69.9761	398.5194	984.5584	55.9012	186.4865	142.5532	103.9578	23.4164	105.9552	116.1371	246.6281	63.5652	142.3027	529.3276	152.9175	74.6862	49.6338	137.9668	388.153	220.3182	88.1487	205.9594	102.1705	181.2909	33.2448	146.4994	241.1433	209.5469	188.5867	58.0509	470.2849	250.0508	124.172	152.2841	191.0491	146.4103	124.2342	420.9772	70.1453	242.7599	168.2243	420.1681	288.7033	97.8333	77.8267	206.1629	151.9729	257.7479	115.093	244.4113	319.9405	244.71	201.1258	127.9666	184.8631	248.0292	157.3324	59.5691	161.9785	259.0141	403.3793	320.3857	245.9537	260.6798	638.8239	203.1459	197.344	33.9764	567.2215	41.601	354.375	61.3485	392.5453	455.3933	81.5629	83.196	71.2244	125.0399	79.5318	500.2688	452.0824	712.485	388.7389	151.6307	183.9855	240.7045	36.2274	69.1584	86.192	232.9097	204.6107	66.9804	257.3143	47.532	101.9546
CLEC2D|29121	787.0693	374.9281	286.1842	807.2178	551.575	387.7017	633.9768	517.5532	415.5365	334.7343	513.9465	1131.6325	706.4868	119.2999	463.8699	2435.8608	554.9084	699.7711	118.3889	901.4523	555.3293	581.0894	214.0754	1151.277	495.5003	343.0276	494.2164	411.1696	342.9952	598.0498	350.8694	285.1107	1454.5455	287.1234	810.4949	698.0247	385.948	333.8701	426.821	671.8433	888.698	842.2753	471.9626	550.6673	341.2995	1015.8577	373.9599	655.8871	1008.7937	579.0289	414.1971	459.475	912.6303	490.4825	804.503	658.9585	665.2941	497.369	500	216.73	896.3174	561.6396	1441.5571	673.9887	898.1276	918.1808	478.4497	232.5971	309.6946	570.1123	1670.5079	428.3013	308.75	271.2453	286.7696	1339.4161	245.9699	595.9638	233.6045	608.6124	462.7851	712.1196	934.1693	379.3517	1044.3502	447.0563	725.7068	883.7573	242.2366	239.0033	583.7417	409.4813	707.1684	274.4388	1018.0045	340.6459	417.8796
CLEC2L|154790	10.5487	7.3606	0.5981	2.7761	0.3088	204.4901	69.112	10.1064	0.2945	0	0.2553	0	0.9634	109.6269	528.1833	1.2717	6.3539	14.3973	119.6094	5.7054	81.7644	0.918	47.121	0.6549	0.5294	463.6672	1.7136	4.8563	16.5056	4.8435	0	0	0	1.8915	30.6533	1.3417	3.3686	12.657	1.0211	66.8976	42.0872	0.4615	1.8692	0	22.267	0	0	8.1711	0	0.5165	44.1075	112.3467	9.5982	0.7083	5.5019	9.3889	6.3868	0.3276	0.3685	78.2636	5.4355	4.1715	186.5041	2.5002	39.3526	0.7735	4.9003	0	28.9509	29.9453	2.134	17.6489	0	1.9292	4.0296	0.811	1.2811	2.4712	13.1897	1.2759	37.8151	56.5652	15.674	78.0312	0.3857	0.8471	1.2482	0	0.2704	0.678	229.1727	0	1.4014	20.2752	138.7847	1.2188	2.0123
CLEC3A|10143	0	0	1713.2177	0	0.6177	0	3.4749	0	0	0	0.2553	0.313	2.2479	40.5343	2.2177	4.4508	17.3674	0	0	0.5187	0.6079	0	0	4.9116	1.5881	0	0	0.8094	0	2.8042	3.5667	1.1022	0	3.4046	0	3.6897	0.4812	4.447	0.3404	287.6598	0	0.4615	26.1682	0	0	0	0	0.3143	0	1.5496	0	0.4586	0	4621.1598	61.7438	4.1728	4.2579	0	0.7369	0.3169	0	278.734	35.0765	1.7859	0.3174	0	3.1184	6.3588	0.5312	1.1517	19483.1413	1.891	2.5	0	0	0	0	0	0	7.3365	0	0	1.1196	0	49.3637	20.3304	0	0	1.3518	0	0	1.3741	0.5606	2.1723	5.2513	45.0945	0.6708
CLEC3B|7123	191.2378	59.3445	30.2033	40.0987	28.4126	106.3926	61.39	45.7447	80.1034	157.6103	14.2976	9.3911	86.7052	151.0825	71.3362	106.5014	162.6602	83.3846	54.5159	350.6224	71.4299	34.5777	32.091	524.558	22.7634	36.7885	32.2166	36.4225	204.5089	38.7483	57.9581	11.7571	15.4681	56.3655	125.7306	42.5993	124.6391	58.4957	11.9129	200.215	68.1411	83.9968	380.3738	28.6703	35.3201	12.9551	265.2961	82.0252	32.92	54.7521	28.9456	52.7342	157.5707	154.7587	525.7391	59.4627	647.1981	84.8607	34.6352	19.3283	2.1742	142.2112	184.7931	44.6468	278.9591	976.9691	228.0878	47.5234	69.3227	162.1077	577.8916	9.7699	60	31.253	86.6353	111.5166	24.7678	12.3558	27.8449	130.7815	12.3049	372.5132	47.6937	106.8427	82.1442	103.1343	103.3514	26.2231	19.4654	465.8022	22.1966	27.8255	24.6654	99.9276	87.0218	58.5009	34.5438
CLEC4A|50856	20.0766	33.1225	83.7321	185.3794	249.2279	28.4916	44.7876	60.1064	149.0159	10.8076	46.4671	56.3468	133.2691	11.0548	79.4678	92.1952	49.5605	34.7936	6.1025	49.2739	81.4605	153.3048	8.1243	92.0105	16.4108	87.4969	11.3101	44.5164	36.6345	64.2406	28.0874	24.2491	151.9674	41.6121	14.5473	79.1609	50.5294	45.8387	89.5167	166.2884	16.3195	87.2274	31.3084	243.4503	55.6675	18.3158	33.7739	68.1972	50.9583	133.781	52.0331	85.7503	101.1812	47.8088	9.7812	83.1088	27.3214	33.7477	140.7517	16.7934	21.7421	33.7515	333.6542	138.941	70.4538	216.9753	267.7358	17.4029	54.4489	12.9571	85.7875	70.9108	18.125	15.4336	115.178	287.9157	11.1028	49.0115	22.8622	21.6906	7.8031	166.4695	100.5374	30.012	210.9526	82.1686	67.6527	103.3268	9.7327	16.2726	57.6535	317.0732	137.3415	22.8096	75.7689	43.2663	22.4703
CLEC4C|170482	0	0	0.299	4.3183	4.0148	2.5246	2.3166	1.8617	0.8835	0	1.0213	1.5652	9.955	0	3.6962	41.011	0.4236	0.5999	0	0.5187	15.5018	3.672	0	27.8324	0	3.6457	0	1.6188	1.2077	8.6674	0	0	6.5129	2.2698	0	1.6771	1.4437	0.6842	3.4037	4.3006	0	2.7691	0	13.3465	0.3839	2.2336	0	4.3998	1.3529	3.6157	0	0	22.7958	0.3541	0	1.0432	0	0	4.79	0	0.5436	0	15.3994	0.7143	21.2631	21.2721	5.7913	0	0.2656	0	1.7072	0	0	0	0	2.4331	0	0	0.2931	0.638	0	26.4545	8.0609	0	1.157	1.0589	0.9986	3.9139	0	0.339	0.2883	3.4352	0.2803	0.3621	12.7532	2.4375	0
CLEC4D|338339	6.8056	0	34.39	46.8846	7.1032	0.7213	9.2664	13.5638	45.9417	0	2.0425	12.5215	2.2479	0	12.1974	12.7166	2.9652	0.8998	0.8137	1.0373	1.5198	8.8739	0.8124	4.2567	2.6469	21.2114	0	0.4047	0.4026	1.5295	0.8917	1.4696	49.6608	1.1349	1.5586	6.3731	1.9249	5.1312	7.8285	46.3505	0.8589	8.3074	4.6729	7.6619	1.1517	8.9345	0	1.2571	3.1567	5.1653	9.9931	13.7567	5.599	0	0	12.5185	1.4193	1.9659	8.1061	2.218	1.0871	3.0338	17.5382	4.6433	1.5868	17.4044	29.8474	0	2.1248	0	2.5608	0.3152	0	4.6301	10.0739	6.8938	1.2811	2.883	2.931	0.9569	0	24.5188	2.4631	1.8007	20.8253	2.7531	1.7475	10.1761	0.8111	1.6951	8.648	122.6383	7.8481	2.1723	3.7509	1.2188	11.0674
CLEC4E|26253	33.3475	3.2202	335.2273	374.7687	142.9895	0.3607	161.39	69.1489	386.0867	2.1015	54.1265	82.016	68.4008	2.3031	101.6448	106.5014	18.6381	16.497	4.882	17.1162	49.545	134.9449	14.2175	22.2659	7.4113	157.4281	9.2537	19.83	15.7005	58.3774	11.5916	94.792	307.4627	29.5068	2.0782	52.6621	61.1165	69.4422	100.7488	310.1183	42.0872	85.8429	84.1121	63.2724	66.801	66.1156	44.5423	38.3413	51.4092	103.3058	54.7898	120.6007	147.5726	3.8955	15.2831	145.7011	7.4513	39.3177	179.0715	14.2586	48.3761	6.8261	175.8101	87.1506	32.688	112.1619	81.0781	5.6894	20.7171	4.607	22.1938	4.0971	8.75	5.7876	117.1927	112.3277	5.5514	46.9522	41.6209	5.7416	4.5018	193.139	36.2741	39.6158	232.1635	69.6739	12.7317	101.3699	10.2734	29.833	98.011	519.0656	249.4569	9.0514	25.5064	3.0469	41.2514
CLEC4F|165530	2.382	63.0247	0.299	19.124	4.6325	36.4259	63.3205	0.5319	17.6699	11.408	1.5319	94.5375	32.113	68.632	80.9462	60.7217	396.4842	51.5905	0	34.751	9.4227	37.0257	0.8124	37.6555	1.0588	19.5542	147.0311	12.9502	4.4283	6.8829	0.8917	0.3674	3.7992	14.3751	24.9383	65.7438	3.3686	129.3063	1.3615	5.7341	46.3818	4.6152	3.7383	13.3465	10.7496	181.3713	28.8791	21.9991	0	85.7438	101.9986	370.5147	3.9993	4.2497	297.1037	43.8147	8.5158	49.1471	9.2115	0	0.5436	31.0969	14.9717	13.9298	262.7737	49.506	15.1465	62.249	15.405	8.3501	10.2433	31.2008	0	0	0	6.8938	14.5191	2.883	32.8277	2.5518	2.1008	69.4698	13.6588	0	11.184	8.8945	54.9211	74.7554	0.2704	18.3066	18.1609	7.214	1.6817	10.1376	6.7517	18.2815	5.7014
CLEC4GP1|440508	0.6806	0	0	0	0.9265	0	1.1583	0	0.589	0	0.7659	1.8782	2.2479	3.6849	0.3696	0.3179	0.8472	2.3996	0	0	1.8237	0	0.4062	20.3012	0	0.6629	0	0	0	0	0	0	0.2714	0	0	0.3354	0	0	0.3404	2.867	0.2863	0	2.8037	0.9886	0.7678	0	0	0.6285	0	0	2.4121	0	0.7999	1.0624	0.6113	2.4341	0	0.6553	0	0.3169	2.7178	0	2.9943	0	1.5868	3.8677	0.4455	0.3347	0	0.2879	0.8536	0	0	0	0	3.2441	0	0.4119	0	1.2759	0.6002	8.1729	0.4478	0	0	0	0.2496	0	0	2.0341	0.8648	0.3435	0	0	2.2506	0	0.6708
CLEC4G|339390	1.0208	0	0	0.9254	2.1618	0.3607	0.7722	0.266	2.0615	0	0.2553	0	2.8902	0.9212	1.8481	1.2717	0.8472	1.4997	0	2.0747	6.3831	0	0	297.315	0	0.6629	0.3427	0.4047	2.4155	0	0	1.1022	0	3.0263	0.5195	0.3354	0.4812	0	1.7018	7.1676	0.8589	0.4615	1.8692	5.1903	0	2.6804	0	0.6285	0	0	1.3784	0	1.9996	0.7083	0.6113	1.3909	6.032	1.3106	1.1054	1.2674	0	0	5.5609	1.4287	3.491	23.5927	6.2368	0.6693	0	0	1.2804	0	0	0	1.0074	0	0.427	0	0	8.6124	0.6002	51.8335	0	0	1.157	0.2118	0.2496	0	0.5407	9.8313	2.8827	2.7482	0.5606	1.0862	0	6.0938	1.0061
CLEC4M|10332	0.6806	0	0.299	0.6169	0	0	0.3861	0.266	0	1.5011	0	1.8782	0.3211	0	0	0	0.4236	0	0	4.1494	0.6079	0	0	562.2135	0	0	0.3427	0	0.4026	0.2549	0	0	0.2714	0.3783	0	0.3354	0	0	0	0	0.2863	0	0.4673	0	0	0	0	0	0	0.5165	0	0	0	0.3541	0.6113	0	0	0	0.3685	0	0	1.8961	0	0.3572	0.3174	3.0941	0.4455	0	0	0	0.8536	0	0	0	0	1.6221	0	0	0	0	0	2.3658	0	0	0	0.2118	1.9971	0	0	0	0.2883	0	0	0	0	0	0
CLEC5A|23601	181.7099	197.8148	330.4426	373.8433	419.7035	67.4421	136.6795	83.7766	770.112	25.8181	349.7798	195.3357	354.8491	24.8733	180.3733	13.0345	134.703	71.9867	111.8796	39.9378	292.1026	151.7748	220.981	95.6123	36.5273	602.5354	25.0193	348.4419	123.1884	302.8488	85.1538	156.5169	99.3216	100.2473	29.6142	370.312	188.6429	163.5143	544.9285	435.3124	61.8424	261.2207	52.8037	294.612	289.0872	225.1505	751.8355	284.1025	93.3484	199.8967	157.8222	28.8891	135.5748	169.2784	92.9213	259.7583	83.0287	298.1593	204.8637	60.8365	64.6827	43.9907	340.4983	132.1547	147.2548	506.2758	177.7481	228.2463	268.7915	36.5678	11.9505	7.2487	74.375	52.4742	843.5191	93.674	140.4932	203.8715	138.0523	68.5805	45.018	643.9402	319.5253	66.0264	158.5037	73.6976	31.4548	217.2211	9.4624	43.3935	144.9986	1799.0381	150.515	95.945	167.2918	11.5783	188.8172
CLEC6A|93978	0	0	16.7464	10.7958	8.3385	0	3.4749	3.9894	23.5598	0.3002	2.8085	4.0695	5.7803	0	5.1746	13.6703	0.8472	0.5999	0.4068	0	5.4712	8.2619	1.2186	4.2567	1.0588	8.9485	1.0282	2.0235	1.6103	3.0591	0	2.9393	19.81	2.2698	0	3.0188	0	9.2362	28.9312	19.5914	0.5726	2.3076	0	3.213	2.3035	1.7869	0	2.1999	2.7057	10.8471	4.8243	4.127	7.5986	0	0	11.1275	0.7096	1.3106	7.0007	0	0.5436	0	28.2323	10.0009	2.5389	13.5368	1.3365	0.6693	1.5936	0	0.8536	0.6303	0	0.3858	1.3432	9.7324	0.427	0.8237	1.1724	0.319	0	12.0443	2.2391	1.8007	11.9553	5.7179	2.4964	2.3483	0.5407	0.339	10.0894	46.7193	7.2875	0.3621	0.7502	0	2.0123
CLEC7A|64581	95.6189	663.3698	729.6651	1342.0728	1610.8709	113.245	467.5676	211.7021	412.2971	18.0126	1701.6659	726.5613	450.2248	44.2193	464.9787	549.0383	1640.5803	108.58	405.2075	591.805	395.4479	438.1885	355.8444	247.8716	265.2197	732.7865	44.2121	1419.2635	159.4203	228.1563	158.2702	1111.0499	1288.1954	2084.0091	276.9191	430.3535	403.2724	196.696	1268.55	348.8233	1030.9928	662.2822	40.6542	592.9313	674.5369	1566.2256	85.6583	895.9915	1049.8309	1313.5331	613.7147	191.2186	2398.3539	121.8238	108.2044	743.1105	127.0268	135.6461	2672.4392	699.6198	2006.7944	88.3606	1080.5261	732.9226	1035.8616	1355.9991	899.8775	180.3882	146.3479	24.7625	244.9851	25.8431	276.875	212.9835	200.1343	1495.5393	986.0147	256.1779	132.1902	498.8836	64.5258	692.9777	556.8742	12831.9328	2162.7459	261.9653	136.0544	1228.9628	113.0077	45.0886	138.0801	2288.9042	654.1938	158.2187	1204.051	146.2523	118.0527
CLEC9A|283420	2.382	0.46	0.5981	6.7859	9.8826	0	5.4054	3.7234	0.589	0	5.8722	3.4434	21.5157	1.3819	2.5873	40.3751	3.3888	1.4997	0	7.2614	6.6871	0.918	0	58.2842	0.5294	2.32	0.3427	1.6188	1.6103	16.0602	0.8917	1.1022	9.2266	2.648	44.1616	2.6834	3.8499	2.0525	1.7018	17.2022	0.2863	11.0765	0.9346	11.1221	0.3839	2.2336	12.7264	8.1711	1.3529	10.8471	0	2.7513	10.798	0	0	1.7387	7.0965	0	8.843	1.9011	0.5436	10.9977	32.0821	3.9289	18.7242	15.0838	4.4548	0.6693	1.5936	0.8638	88.7751	0	7.5	0.7717	1.679	11.7599	0	2.4712	0	3.5088	0	14.6252	4.2544	1.2005	29.6953	10.8005	5.9914	1.5656	0.5407	1.6951	1.1531	5.4964	8.4087	0	9.0023	2.4375	0
CLECL1|160365	1.7014	4.6003	6.878	18.8155	19.1476	3.6065	10.4247	5.5851	8.8349	0.9006	9.4466	21.5996	23.4425	3.6849	13.3062	41.011	5.0831	5.0991	1.6273	18.6722	13.0701	18.9718	1.6249	38.6379	0.5294	9.6114	1.3709	13.7596	9.6618	18.8643	8.025	1.8371	39.8915	2.2698	1.5586	11.4045	6.256	4.105	9.8707	27.2369	1.1452	17.0763	6.0748	26.9402	11.1335	4.4673	13.2159	16.9707	19.8422	24.7934	7.9256	11.4639	19.5964	11.3324	3.6679	5.5638	7.0965	1.6382	5.8954	0.3169	11.4146	6.8261	58.1756	14.6442	37.7658	61.1089	26.729	6.6934	10.6242	2.0155	53.3504	0.9455	0	3.0867	2.6864	41.3625	0.427	8.6491	2.0517	5.4226	2.7011	30.756	19.2566	2.401	48.978	23.507	24.7145	14.8728	1.3518	1.017	9.2246	31.2607	38.9601	0.7241	12.003	7.3126	1.0061
CLGN|1047	5.7848	34.0426	88.2177	26.5268	85.5466	51.2127	18.5328	139.3617	33.5728	122.786	923.2144	6.2608	127.4888	4.1456	549.9908	7.6299	10.5899	58.4892	4.0683	51.3485	52.8885	16.5239	6.9057	25.5403	4.7644	2.9828	1.7136	2.8329	131.6425	21.6685	9.8083	40.0478	1.6282	676.0073	3.1173	112.0328	152.0693	13.6832	0.3404	4.3006	60.1245	4.1537	8.4112	2.2244	56.4354	4.4673	74.8899	27.3417	0	2.0661	174.7071	0.4586	13.9974	978.4861	6.1132	10.7798	25.1925	1.9659	281.1349	26.616	94.0345	2.2754	23.9547	583.6235	35.8616	1.9338	25.8381	1.004	77.0252	535.56	714.4686	1154.428	8.75	6.5593	7.0517	2.0276	6.8325	6.5898	60.0865	26.1563	181.8727	3.2262	149.5746	42.617	6.5561	46.3787	12.9813	322.8963	106.5192	103.3986	17.0078	91.3775	32.5135	30.0507	14.2536	140.7678	12.7443
CLIC1|1192	4715.2701	5855.7792	4889.9522	9967.6126	4587.0908	9829.2309	7643.6293	5615.4255	8058.0514	4696.1873	8320.674	3597.4331	5243.4168	7602.948	8996.4886	6597.0434	4754.8449	3454.7635	5805.533	9885.8921	4659.3555	6817.9315	7832.6394	10200.7204	6298.5707	7172.4252	2757.6043	9737.758	6716.5862	7413.4217	13096.7454	7548.4523	8884.9389	6112.0595	5741.5249	5743.8608	9005.2936	8495.2156	4650.4425	8768.8448	8039.7967	10574.3625	12708.8785	6740.9787	11852.9609	5836.4911	6230.0538	9635.9151	7826.3811	6359.5041	6773.6044	6948.9854	5918.4992	8081.452	6230.6191	6965.835	6013.1941	9252.767	6102.0634	6491.128	6935.1814	7431.7694	7395.1449	11564.9612	6024.754	7477.3331	10071.5002	5045.1807	10205.0465	3887.7052	7921.4682	3865.427	10156.25	7604.9002	10894.8959	8115.1663	6592.5056	6127.2652	4309.2255	5069.2185	5473.8896	7404.0219	6196.1487	6213.0852	7121.4809	9608.2169	8645.0727	7751.8591	3560.0134	5544.8767	12041.2223	8870.1477	8883.7503	8099.5655	4927.982	6468.0073	6504.2995
CLIC2|1193	205.8698	181.7136	98.0861	681.0611	776.0964	111.0811	242.471	244.9468	155.7894	93.6656	246.3777	187.1967	329.8009	40.5343	181.8518	756.0006	231.706	125.3769	33.3605	297.7178	444.689	275.0918	118.2086	456.1231	94.7591	186.5938	238.54	169.9717	248.3897	228.921	196.1658	122.7152	748.1682	166.8267	75.3345	150.9424	156.8816	141.6211	264.806	409.509	21.7594	444.4444	196.729	492.091	217.6792	193.8796	71.953	257.0751	216.009	368.2851	326.6713	229.7375	391.5272	218.1496	141.216	264.2789	234.5383	95.6731	952.8371	70.9759	254.3824	320.0701	749.8663	467.5417	436.052	669.4907	797.4162	69.2771	224.7012	109.1276	987.6227	75.323	53.125	177.8721	223.9758	2379.1565	52.9519	98.0231	79.4314	138.118	43.5174	745.0263	276.5338	810.3241	584.2653	244.5997	333.7702	297.8474	101.1122	150.8602	100.6054	745.7918	358.7695	60.8255	482.3706	215.7221	151.5904
CLIC3|9022	27.903	9.6607	93.6005	34.2381	606.5473	1.8033	189.1892	15.9574	85.9934	102.0715	45.4458	12.2085	56.8401	111.93	14.0455	365.6017	13.1314	16.7969	251.4239	22.3029	60.4874	12.5459	264.8522	13.7525	757.0143	193.8852	134.6928	27.9239	50.3221	145.3062	485.5105	2.5719	651.8318	4.5395	6.2346	24.4862	446.5833	180.6183	21.4432	49.6954	8.0166	137.0717	123.8318	7.4147	567.8088	11.6149	16.1527	33.9415	329.1995	36.157	38.2495	85.2918	122.3772	15.228	11.6152	8.3456	50.0301	44.8877	31.6875	69.0748	190.2432	109.9767	54.3257	53.9334	45.3824	172.4973	21.8287	165.9973	132.8021	15.8365	14.9381	1.5758	5	90.2865	13.7676	56.7721	155.4393	7.0016	2.3448	129.8246	4.8019	22.5831	35.6023	1.8007	226.7644	105.252	167.5092	222.3092	0.8111	21.3577	30.2681	4.1223	20.1808	2.1723	16.5041	178.5497	87.5334
CLIC4|25932	6656.5717	10859.1144	14436.0048	6588.2171	4372.761	2626.2736	3942.471	8247.0745	10224.6724	2655.9592	2152.8053	7609.3285	9210.9827	2519.1156	5702.458	5436.3376	12461.2941	4306.3066	9078.1123	4249.4813	9324.7901	10936.3525	7285.4677	10212.8356	8648.4913	7957.5773	8865.3929	16087.0093	5701.6908	12804.7926	6366.4735	11208.23	4008.4125	5612.3361	4553.8382	8506.1065	5054.3792	15791.7827	10250.1702	4526.102	5302.4121	8545.056	5339.2523	12126.5447	5051.1565	6133.118	1178.6588	8084.3508	2549.7182	7146.6942	6065.4721	5075.3181	4606.3432	4574.4135	4864.3089	7558.0283	8135.3936	4694.5342	7254.2373	7282.9531	3686.914	5500.3513	4422.6286	8199.6607	7036.179	5944.9691	8259.7171	9213.1861	8759.6282	2427.5842	2625.6936	7099.9055	4207.5	5914.1507	16235.0571	5062.4493	8789.1534	3065.8979	6790.0638	11609.2504	7791.1164	8167.9751	2933.7215	7552.2209	4752.796	7418.255	12336.2666	5538.5519	4959.6329	5167.5566	8510.5218	8182.4115	7171.1863	15582.1868	9278.3196	3328.4583	4784.4868
