	SL27418 (norm counts)	SL27418 (RPKM)
CTNND1	227.8034591	1.115884409
CTNND2	1.472867192	0.007970362
CTNS	344.1599673	2.387091905
CTPS	4819.712409	44.4044712
CTPS2	770.8004973	5.765289399
CTR9	3804.906913	26.02119707
CTRB1	0	0
CTRB2	0	0
CTRC	0	0
CTRL	26.51160946	0.661044848
CTSA	2898.602634	38.16729354
CTSB	19027.4803	144.4572025
CTSC	13216.52827	63.61313298
CTSD	32913.18124	456.1393885
CTSE	1.472867192	0.020084496
CTSF	212.0928757	3.105358106
CTSG	0	0
CTSH	1134.598694	22.56691693
CTSK	46.64079442	0.758304879
CTSL1	4174.596579	74.87348912
CTSL1P2	0	0
CTSL1P8	0	0
CTSL2	432.5319988	2.868628982
CTSL3	0	0
CTSO	42.22219285	0.422909667
CTSS	28.96638812	0.210870152
CTSW	4.909557308	0.111849504
CTSZ	7758.573413	152.1472034
CTTN	13765.90774	127.912675
CTTNBP2	0.981911462	0.004838159
CTTNBP2NL	1103.177527	5.483627837
CTU1	477.2089703	6.645008808
CTU2	1333.435765	23.26773458
CTXN1	354.9609933	8.247042682
CTXN2	0	0
CTXN3	0.490955731	0.009077846
CUBN	0.981911462	0.00242438
CUEDC1	267.0799175	3.586073487
CUEDC2	1574.495029	38.86183222
CUL1	6806.119296	62.56770011
CUL2	2380.644338	16.57492166
CUL3	4116.663802	17.82041232
CUL4A	6276.378062	49.21924255
CUL4B	2876.018671	16.06646414
CUL5	2769.481277	12.74172057
CUL7	620.077088	3.316622142
CUL9	626.9504682	2.37621884
CUTA	4082.787857	117.2706522
CUTC	855.7358387	18.44815598
CUX1	3731.75451	36.40746426
CUX2	8.837203154	0.037952101
CUZD1	0	0
CWC15	2213.71939	41.36273127
CWC22	1260.774317	11.33406478
CWC25	727.1054373	9.182101837
CWC27	1276.975856	18.10860796
CWF19L1	1148.83641	12.85154646
CWF19L2	641.6791401	5.765006752
CWH43	2.454778654	0.02930694
CX3CL1	1.963822923	0.017594919
CX3CR1	3.436690115	0.031642654
CXADR	141.3952505	0.778820777
CXADRP2	0	0
CXADRP3	0.981911462	0.017901489
CXCL1	417.8033269	10.5069984
CXCL10	1.963822923	0.04747144
CXCL11	0.490955731	0.009006792
CXCL12	0	0
CXCL13	0	0
CXCL14	12.27389327	0.182628825
CXCL16	718.2682341	11.18149151
CXCL17	3.927645846	0.135536831
CXCL2	131.0851801	3.203075015
CXCL3	33.38498969	0.85126331
CXCL5	0.490955731	0.005861388
CXCL6	0	0
CXCL9	0	0
CXCR1	49.09557308	0.579059832
CXCR2	1.963822923	0.020827289
CXCR2P1	0	0
CXCR3	0.490955731	0.008247618
CXCR4	8.346247423	0.137142673
CXCR5	0	0
CXCR6	1.963822923	0.029490202
CXCR7	12.764849	0.178255482
CXXC1	2034.029593	0
CXXC11	0	0
CXXC1P1	0	0
CXXC4	0	0.898851678
CXXC5	375.581134	22.99721756
CXorf1	0	0
CXorf21	0	0.064309298
CXorf22	0	0
CXorf23	198.837071	0.083627013
CXorf26	933.3068442	0
CXorf27	0	6.420694026
CXorf28	1.472867192	4.171353958
CXorf30	0	11.67946765
CXorf31	1.472867192	0
CXorf36	0	0.007149029
CXorf38	929.8701541	0
CXorf40A	265.6070503	0
CXorf40B	532.1960122	0
CXorf41	0	0
CXorf48	0.490955731	7.75325907
CXorf49	0	0.914113592
CXorf49B	0	0.056223503
CXorf51A	0	0
CXorf51B	0	0
CXorf56	613.6946635	0
CXorf57	116.8474639	0
CXorf58	2.945734385	0
CXorf59	0	0.014227345
CXorf61	0	0
CXorf64	0	20.23506788
CXorf65	0	0
CXorf66	0	0
CXorf68	0.490955731	0
CXorf69	0	7.620250944
CYB561	1905.890147	18.73132877
CYB561D1	337.7775428	1.980801882
CYB561D2	687.8289788	16.84930482
CYB5A	1486.122997	52.26879055
CYB5B	4234.493178	28.97936784
CYB5D1	1168.474639	9.148464463
CYB5D2	218.4753002	4.901080835
CYB5R1	1884.77905	33.79411607
CYB5R2	29.94829958	0.655276042
CYB5R3	9427.822898	92.90716418
CYB5R4	1099.740837	14.4418716
CYB5RL	207.1833184	1.721981024
CYBA	6.3824245	0.26079498
CYBASC3	2582.9181	24.9335799
CYBB	21.60205215	0.147012598
CYBRD1	798.2940182	5.504385494
CYC1	22827.47766	555.9362545
CYCS	22968.87291	121.5779335
CYCSP52	0	0
CYFIP1	7788.521713	59.14601777
CYFIP2	862.1182632	3.836274905
CYGB	11.29198181	0.153019641
CYHR1	1251.937113	30.69356308
CYLC1	0	0
CYLC2	0	0
CYLD	880.2836253	3.008309377
CYMP	0	0
CYP11A1	0	0
CYP11B1	0	0
CYP11B2	0	0
CYP17A1	0.490955731	0.007724944
CYP19A1	0.490955731	0.003233052
CYP1A1	24.54778654	0.276506079
CYP1A2	0	0
CYP1B1	631.8600255	3.594565067
CYP1B1-AS1	2.454778654	0.041096704
CYP20A1	510.1030043	1.36732079
CYP21A1P	0	0
CYP21A2	0	0
CYP24A1	24.54778654	0.227917069
CYP26A1	0	0
CYP26B1	470.8265458	3.050444169
CYP26C1	0	0
CYP27A1	9.819114615	0.125953119
CYP27B1	1292.686439	15.28356219
CYP27C1	63.33328927	0.396732128
CYP2A13	0	0
CYP2A6	0	0
CYP2A7	0	0
CYP2B6	0	0
CYP2B7P1	4.909557308	0.049582372
CYP2C18	0.490955731	0.005875754
CYP2C19	0	0
CYP2C8	0.490955731	0.007437356
CYP2C9	0	0
CYP2D6	5.400513038	0.100522432
CYP2D7P1	11.78293754	0.206590251
CYP2E1	2.945734385	0.05205252
CYP2F1	0	0
CYP2G1P	0	0
CYP2J2	5.400513038	0.085618132
CYP2R1	370.6715767	6.732674459
CYP2S1	17.67440631	0.198245966
CYP2U1	450.6973608	2.78162436
CYP2W1	0.490955731	0.006267471
CYP39A1	95.24541177	1.234719543
CYP3A4	2.945734385	0.031072215
CYP3A43	0.490955731	0.006687051
CYP3A5	9.819114615	0.156134016
CYP3A7	0	0
CYP3A7-CYP3AP1	0	0
CYP46A1	0.981911462	0.013951354
CYP4A11	0	0
CYP4A22	0	0
CYP4B1	65.29711219	0.892073466
CYP4F11	439.405379	4.059133651
CYP4F12	64.31520073	1.06456715
CYP4F2	12.764849	0.159343844
CYP4F22	0	0
CYP4F24P	0.981911462	0.011694184
CYP4F3	170.8525943	1.682547391
CYP4F30P	0	0
CYP4F35P	1.963822923	0.020033212
CYP4F8	0	0
CYP4V2	221.9119903	1.385360855
CYP4X1	8.346247423	0.104275218
CYP4Z1	0	0
CYP4Z2P	0	0
CYP51A1	8299.115673	79.43304039
CYP7A1	1.472867192	0.01504062
CYP7B1	0	0
CYP8B1	0	0
CYR61	393.2555403	5.035603509
CYS1	0.490955731	0.005295967
CYSLTR1	0	0
CYSLTR2	0	0
CYSTM1	1055.554821	34.09621763
CYTH1	1071.265405	9.520871369
CYTH2	3112.659333	19.8527452
CYTH3	2032.556725	13.36980767
CYTH4	2.945734385	0.027616985
CYTIP	0	0
CYTL1	0	0
CYYR1	0	0
D21S2088E	0	0
D2HGDH	542.9970382	6.175673108
D4S234E	319.6121807	3.280393727
DAAM1	1665.812794	11.53768091
DAAM2	1.472867192	0.006969481
DAB1	0	0
DAB2	25.529698	0.164206367
DAB2IP	3844.674328	25.2499215
DACH1	0	0
DACH2	0	0
DACT1	0	0
DACT2	0	0
DACT3	2.454778654	0.025413156
DAD1	2950.643942	124.5632793
DAG1	3658.11115	18.99912041
DAGLA	78.55291692	0.401083199
DAGLB	1527.854234	16.56337815
DAK	1212.169699	8.409594207
DALRD3	774.7281432	10.18748175
DANCR	3649.273947	125.4872406
DAND5	3.927645846	0.066514896
DAO	0	0
DAOA	0	0
DAOA-AS1	0	0
DAP	2744.933491	34.39695648
DAP3	5674.466336	81.53432795
DAPK1	245.4778654	1.216495791
DAPK2	81.49865131	0.91273642
DAPK3	1580.386497	22.07992418
DAPL1	0	0
DAPP1	133.049003	1.331291779
DARC	14.23771619	0.256933502
DARS	4098.989396	52.07750744
DARS2	5034.260063	44.27858277
DAXX	2786.173772	31.74346776
DAZ1	0	0
DAZ2	0	0
DAZ3	0	0
DAZ4	0	0
DAZAP1	10374.38555	137.1593207
DAZAP2	4593.381817	64.83992546
DAZL	0	0
DBC1	0	0
DBF4	2114.546332	15.9053211
DBF4B	788.9658593	7.548935626
DBH	0	0
DBI	5976.895066	260.1915958
DBIL5P	5.891468769	0.064501553
DBIL5P2	0	0
DBN1	5077.464168	49.82674181
DBNDD1	262.1703602	3.661093368
DBNDD2	13.74676046	0.334786113
DBNL	5602.295844	75.25633622
DBP	140.9042947	2.518708888
DBR1	1072.247316	11.71302019
DBT	1370.257445	3.715782564
DBX1	0	0
DBX2	0	0
DCAF10	1788.551727	6.627083825
DCAF11	1948.603295	14.8709262
DCAF12	2418.938885	19.35259704
DCAF12L1	0	0
DCAF12L2	0	0
DCAF13	6622.992808	73.77873977
DCAF15	1634.391628	21.32909759
DCAF16	912.6867035	5.883293759
DCAF17	879.3017138	4.512431002
DCAF4	919.069128	10.73198889
DCAF4L1	8.837203154	0.054267288
DCAF4L2	0	0
DCAF5	1555.838711	7.627578429
DCAF6	3291.367219	27.98702804
DCAF7	6185.551252	28.55689862
DCAF8	3396.431745	25.71916469
DCAF8L1	0.490955731	0.004161993
DCAF8L2	0	0
DCAKD	547.9065955	7.876532085
DCBLD1	494.8833766	7.386101374
DCBLD2	4177.542313	20.14022504
DCC	0.490955731	0.001412813
DCD	0	0
DCDC1	0	0
DCDC2	0.490955731	0.003092635
DCDC2B	10.31007035	0.225418486
DCDC5	0	0
DCHS1	32.40307823	0.088482976
DCHS2	1.472867192	0.008534719
DCK	1509.197916	17.01922375
DCLK1	33.87594542	0.131603181
DCLK2	6.873380231	0.046852919
DCLK3	0	0
DCLRE1A	831.6790079	5.46450673
DCLRE1B	1155.218834	8.944289158
DCLRE1C	413.875681	3.252570378
DCN	156.6148781	3.07639755
DCP1A	986.3300631	4.814586316
DCP1B	82.48056277	1.160098976
DCP2	598.4750358	1.738957508
DCPS	2551.005977	50.73894433
DCST1	11.78293754	0.153906513
DCST2	8.837203154	0.107699348
DCT	0.490955731	0.006150886
DCTD	3655.165416	52.89589289
DCTN1	4335.630058	28.88873005
DCTN2	4199.144365	72.24018601
DCTN3	1864.15891	62.88481765
DCTN4	3780.359127	28.44263378
DCTN5	3220.669594	12.85882138
DCTN6	2375.734781	62.20145835
DCTPP1	4712.68406	123.6083616
DCUN1D1	1125.270535	10.48259954
DCUN1D2	518.9402074	5.031014382
DCUN1D3	272.9713863	2.791420071
DCUN1D4	1402.660523	9.77978312
DCUN1D5	6516.94637	15.00559375
DCX	0.490955731	0.001577349
DCXR	2533.331571	90.73428671
DDA1	2516.639076	18.10697342
DDAH1	160.0515682	1.173603772
DDAH2	188.0360449	4.160886031
DDB1	18010.71098	122.4011596
DDB2	1636.355451	26.08343823
DDC	7.364335962	0.120065494
DDHD1	1030.516079	2.343165947
DDHD2	2915.295129	18.92141757
DDI1	0	0
DDI2	285.7362353	3.135355245
DDIT3	92.29967738	2.705515849
DDIT4	30975.86992	518.8793654
DDIT4L	3.436690115	0.03826945
DDN	211.60192	1.656717724
DDO	0.490955731	0.008900895
DDOST	8948.650105	123.9595107
DDR1	6797.282092	54.63493855
DDR2	18.16536204	0.167070259
DDRGK1	3747.465093	88.18626366
DDT	0.981911462	0.04480949
DDTL	59.40564342	1.066449383
DDX1	8532.810601	93.28031621
DDX10	3883.45983	35.85761855
DDX11	1115.45142	8.390269224
DDX11L1	0	0
DDX11L10	0	0
DDX11L2	24.54778654	0.333190786
DDX11L9	0	0
DDX12P	276.4080764	2.086065282
DDX17	7876.402789	48.27616005
DDX18	5274.828371	41.19969178
DDX19A	1968.241525	19.9670497
DDX19B	473.7722802	8.112455645
DDX20	1278.939679	10.70875091
DDX21	21007.50476	148.7362001
DDX23	4811.857117	43.37725442
DDX24	4926.249803	49.10769413
DDX25	1.472867192	0.023840629
DDX26B	212.0928757	1.621984226
DDX27	4505.500741	49.36445655
DDX28	922.0148624	10.41761019
DDX31	1160.619348	12.0195873
DDX39A	7148.806396	136.9805003
DDX39B	5.891468769	0.085490914
DDX3X	13977.0187	76.17070652
DDX3Y	0.490955731	0.003160938
DDX4	0	0
DDX41	4002.271117	56.18453016
DDX42	4529.557572	33.69011559
DDX43	0	0
DDX46	5786.895199	29.97037219
DDX47	3135.243297	53.03420439
DDX49	3119.041758	51.12200005
DDX5	14914.74415	116.6489227
DDX50	2066.432671	23.9958814
DDX51	1524.9085	9.501536874
DDX52	1886.251918	14.51608542
DDX53	0	0
DDX54	5532.58013	37.18122792
DDX55	1431.626911	16.08255199
DDX56	5583.14857	66.19712638
DDX58	229.2763263	1.417740859
DDX59	1000.076824	12.67296486
DDX6	4999.402206	23.5786713
DDX60	200.3099382	0.972429041
DDX60L	142.8681177	0.62324289
DEAF1	1835.683477	19.88949743
1-Dec	0	0
DECR1	5564.983208	131.3786438
DECR2	1141.96303	21.25592524
DEDD	1382.040382	17.43778085
DEDD2	1468.939546	22.86741122
DEF6	647.0796532	8.296678043
DEF8	2144.003676	17.95719167
DEFA1	0	0
DEFA10P	0	0
DEFA1B	0	0
DEFA3	0	0
DEFA4	0	0
DEFA5	0.490955731	0.032178627
DEFA6	0	0
DEFB1	6.873380231	0.436819625
DEFB103A	0	0
DEFB103B	0	0
DEFB104A	0	0
DEFB104B	0	0
DEFB105A	0	0
DEFB105B	0	0
DEFB106A	0	0
DEFB106B	0	0
DEFB107A	0	0
DEFB107B	0	0
DEFB108B	0	0
DEFB109P1	0.981911462	0.153837928
DEFB109P1B	0	0
DEFB110	0	0
DEFB112	0	0
DEFB113	0	0
DEFB114	0	0
DEFB115	0	0
DEFB116	0	0
DEFB118	0	0
DEFB119	0	0
DEFB121	0	0
DEFB122	0	0
DEFB123	0	0
DEFB124	0	0
DEFB125	0	0
DEFB126	2.454778654	0.174985964
DEFB127	0	0
DEFB128	0	0
DEFB129	0	0
DEFB130	0	0
DEFB131	0	0
DEFB132	0	0
DEFB133	0	0
DEFB134	0	0
DEFB135	0	0
DEFB136	0	0
DEFB4A	0	0
DEFB4B	0	0
DEFT1P	0	0
DEFT1P2	0	0
DEGS1	7543.043848	107.278356
DEGS2	2.454778654	0.051297597
DEK	10966.96911	114.3642488
DEM1	18.65631777	0.248448253
DENND1A	1765.967764	14.51295789
DENND1B	681.93751	8.578429545
DENND1C	351.5243032	3.715308044
DENND2A	7.364335962	0.062647414
DENND2C	262.1703602	1.818197156
DENND2D	232.2220607	3.351507027
DENND3	696.666182	3.765807712
DENND4A	1069.301582	4.328568854
DENND4B	2162.659994	11.19449516
DENND4C	1639.792141	6.868055239
DENND5A	2067.414582	12.30105127
DENND5B	792.8935052	2.479179472
DENR	3981.650977	38.2093
DEPDC1	2685.527847	16.071829
DEPDC1B	1652.55699	20.16914243
DEPDC4	33.87594542	0.863781888
DEPDC5	683.901333	3.752190598
DEPDC7	155.6329667	2.444212948
DEPTOR	103.1007035	1.152024297
DERA	1681.032422	28.71736996
DERL1	5878.70392	55.14959165
DERL2	717.7772784	18.8264845
DERL3	0.981911462	0.009303911
DES	7.364335962	0.096363418
DET1	125.1937113	1.617231388
DEXI	1010.87785	19.75739785
DFFA	1973.642038	21.33692319
DFFB	516.9763845	5.013634584
DFNA5	2268.215476	29.45628084
DFNB31	104.0826149	0.755169738
DFNB59	21.60205215	0.417197913
DGAT1	2472.45306	19.64128243
DGAT2	704.0305179	8.659292817
DGAT2L6	0	0
DGCR10	0.490955731	0.015533311
DGCR11	49.58652881	0.656470162
DGCR14	761.4723384	4.150575907
DGCR2	4077.387344	27.39858783
DGCR5	42.71314858	0.385340915
DGCR6	60.87851062	1.47526628
DGCR6L	482.6094833	11.6661063
DGCR8	1125.270535	7.396853389
DGCR9	2.945734385	0.035751068
DGKA	3551.573756	38.41001979
DGKB	0	0
DGKD	1545.037685	7.263473055
DGKE	507.6482256	1.917598891
DGKG	6.3824245	0.032788006
DGKH	419.7671498	2.972731091
DGKI	1.472867192	0.009092191
DGKK	0	0
DGKQ	955.3998521	6.058650381
DGKZ	1815.063337	14.68980097
DGUOK	1743.874756	50.78670159
DHCR24	24213.44569	165.8632013
DHCR7	10592.36989	117.3497759
DHDDS	1045.244751	9.377800832
DHDH	13.74676046	0.374997853
DHFR	1404.13339	10.51848637
DHFRL1	245.4778654	1.806335078
DHH	0.490955731	0.007448911
DHODH	633.8238484	7.679712771
DHPS	3394.467923	81.41622007
DHRS1	1284.340192	25.6497217
DHRS11	434.9867775	8.010111727
DHRS12	104.5735707	1.86928569
DHRS13	542.5060825	8.295485429
DHRS2	54.00513038	0.946022771
DHRS3	2341.858836	38.1171925
DHRS4	192.9456022	4.451064226
DHRS4L1	9.328158885	0.220575527
DHRS4L2	271.4985191	5.657373374
DHRS7	2724.31335	57.79577315
DHRS7B	791.420638	12.64272635
DHRS7C	0	0
DHRS9	14.72867192	0.236641287
DHRSX	0	0
DHTKD1	2497.982758	14.13110825
DHX15	10567.33115	103.1649138
DHX16	2171.988153	20.39555632
DHX29	2133.693606	14.06032292
DHX30	5209.040303	37.41422125
DHX32	1894.107209	18.14085608
DHX33	3083.692945	16.3490659
DHX34	2288.835617	15.39781656
DHX35	920.5419952	8.172639902
DHX36	3013.977231	24.76926564
DHX37	2852.452796	18.47262303
DHX38	2427.776089	16.06688945
DHX40	1146.872587	9.50782818
DHX57	927.9063312	5.662459773
DHX58	7.364335962	0.082888088
DHX8	2341.858836	16.42589095
DHX9	12893.4794	82.54994965
DIABLO	1384.495161	18.80502845
DIAPH1	19386.8599	98.79793352
DIAPH2	881.2655367	5.927908157
DIAPH3	3718.007749	29.11758019
DICER1	1776.76879	5.106949818
DICER1-AS1	34.85785688	1.278164058
DIDO1	3517.697811	13.55164474
DIEXF	2912.349395	10.06903184
DIMT1	2634.468451	49.95709958
DIO1	0.490955731	0.008518713
DIO2	1.963822923	0.009331071
DIO3	0	0
DIO3OS	0	0
DIP2A	1320.17996	12.79462868
DIP2B	2251.522981	7.602203388
DIP2C	18.65631777	0.069549072
DIRAS1	13.25580473	0.114359201
DIRAS2	0	0
DIRAS3	1.963822923	0.035319451
DIRC1	0	0
DIRC2	655.9168563	5.774284423
DIRC3	0	0
DIS3	4613.020046	17.83460269
DIS3L	2791.574285	22.05380872
DIS3L2	922.5058181	7.764219207
DISC1	0.490955731	0.005397316
DISC2	0	0
DISP1	255.7879357	1.525027246
DISP2	119.7931983	0.698578519
DIXDC1	2129.275004	11.05293074
DKC1	6652.450152	76.29716828
DKFZP434A062	0	0
DKFZP434H168	0	0
DKFZP434I0714	43.69506004	0.426863059
DKFZP434K028	0	0.176705728
DKFZP434L187	0	0
DKFZP564C196	48.11366162	0
DKFZP586I1420	112.4288623	0
DKFZP686I15217	14.23771619	0
DKFZp434J0226	9.819114615	0.575588783
DKFZp434L192	0	0
DKFZp451B082	0	1.200401161
DKFZp566F0947	0	0
DKFZp686D0853	0	0.190558036
DKFZp686K1684	0	0
DKFZp686O1327	0	0
DKFZp779M0652	0	0
DKK1	2351.186995	38.24777323
DKK2	0	0
DKK3	8.837203154	0.094561443
DKK4	0.490955731	0.017670573
DKKL1	3.436690115	0.102013094
DLAT	9819.605571	66.41073601
DLC1	291.6277041	1.447890978
DLD	8131.699769	66.82738992
DLEC1	0	0
DLEU1	1117.415243	37.54315827
DLEU2	167.4159042	1.779068394
DLEU2L	21.60205215	0.382179489
DLEU7	0.490955731	0.012210396
DLG1	3491.186201	20.84441217
DLG2	14.23771619	0.054187002
DLG3	707.9581638	4.097492347
DLG4	61.86042208	0.469220615
DLG5	7925.007406	31.17819871
DLGAP1	0	0
DLGAP2	0	0
DLGAP3	1.472867192	0.012063612
DLGAP4	3030.669726	23.42165201
DLGAP5	4174.105623	40.50727414
DLK1	0	0
DLK2	800.2578412	15.67223887
DLL1	53.02321892	0.470886751
DLL3	3.927645846	0.052162634
DLL4	1.472867192	0.012658122
DLST	6082.941504	64.23350325
DLX1	141.8862062	1.823615512
DLX2	111.9379066	1.425257253
DLX3	1.963822923	0.022137509
DLX4	24.05683081	0.374102158
DLX5	0	0
DLX6	0.490955731	0.007683679
DLX6-AS1	0	0
DMAP1	547.9065955	10.19845768
DMBT1	370.6715767	1.428169898
DMBX1	1.472867192	0.015022294
DMC1	17.67440631	0.229631248
DMD	829.715185	3.319046986
DMGDH	0.490955731	0.004689875
DMKN	4291.934998	85.62722759
DMP1	0	0
DMPK	303.4106416	3.127253111
DMRT1	0	0
DMRT2	0	0
DMRT3	0	0
DMRTA1	15.21962765	0.193869232
DMRTA2	0.490955731	0.00467008
DMRTB1	0	0
DMRTC1	0	0
DMRTC1B	0	0
DMRTC2	0	0
DMTF1	771.291453	5.71353285
DMWD	1154.727879	10.24244818
DMXL1	1233.771751	3.247673456
DMXL2	791.9115937	2.198535389
DNA2	941.6530916	6.497460448
DNAAF1	1.472867192	0.01780179
DNAAF2	930.8520655	9.441499895
DNAH1	31.9121225	0.071742634
DNAH10	5.891468769	0.012689763
DNAH11	23.56587508	0.048948927
DNAH12	1.472867192	0.007490286
DNAH14	701.5757393	10.34970607
DNAH17	7.855291692	0.016870073
DNAH2	53.02321892	0.115756736
DNAH3	6.3824245	0.015216047
DNAH5	16.20153912	0.030635532
DNAH6	3.927645846	0.009047867
DNAH7	10.31007035	0.024500022
DNAH8	0	0
DNAH9	7.364335962	0.025665579
DNAI1	0.490955731	0.005751238
DNAI2	0	0
DNAJA1	7343.224865	140.705813
DNAJA1P5	0	0
DNAJA2	4214.854949	40.6335373
DNAJA3	5213.949861	56.74459396
DNAJA4	3.927645846	0.037852227
DNAJB1	9062.060879	119.0569658
DNAJB11	3124.442271	54.51983168
DNAJB12	2477.362617	19.24967194
DNAJB13	1.963822923	0.030817025
DNAJB14	752.6351353	7.99508204
DNAJB2	503.7205798	5.810167807
DNAJB3	0	0
DNAJB4	493.4105094	6.47079922
DNAJB5	422.2219285	4.783491011
DNAJB6	3234.416354	47.179875
DNAJB7	0.490955731	0.005583791
DNAJB8	0	0
DNAJB8-AS1	0	0
DNAJB9	392.7645846	4.539280861
DNAJC1	1372.221267	19.33759029
DNAJC10	4960.616704	34.86072974
DNAJC11	3061.599937	27.37188437
DNAJC12	10.31007035	0.304343346
DNAJC13	2573.589941	10.0654281
DNAJC14	1445.864627	12.74764584
DNAJC15	3531.935527	37.3564584
DNAJC16	589.6378327	2.874375927
DNAJC17	475.2451474	13.82677572
DNAJC18	280.826678	1.61514724
DNAJC19	691.7566247	14.68611546
DNAJC2	2017.828053	27.93177793
DNAJC21	2096.38097	10.02268658
DNAJC22	21.11109642	0.339092866
DNAJC24	721.7049242	7.05985107
DNAJC25	318.6302693	3.918201973
DNAJC25-GNG10	0	0
DNAJC27	101.1368805	0.604092217
DNAJC27-AS1	7.364335962	0.0461909
DNAJC28	14.72867192	0.245388335
DNAJC3	3924.209156	20.60765064
DNAJC30	454.6250067	5.258366209
DNAJC4	474.2632359	10.87229691
DNAJC5	5545.344979	30.72343857
DNAJC5B	0	0
DNAJC5G	0	0
DNAJC6	246.4597768	1.259935579
DNAJC7	2875.527715	42.6347102
DNAJC8	3195.630852	53.34726786
DNAJC9	1964.313879	40.188386
DNAL1	257.7517587	0.884408183
DNAL4	386.3821601	7.633234647
DNALI1	0	0
DNASE1	42.71314858	0.405113183
DNASE1L1	1086.485032	11.09303074
DNASE1L2	5.400513038	0.119956261
DNASE1L3	0.490955731	0.014053587
DNASE2	1775.295922	25.98001396
DNASE2B	0.981911462	0.025480684
DND1	300.955863	5.514257497
DNER	1991.316444	17.9014668
DNHD1	217.9843445	0.708422377
DNLZ	321.0850479	13.04720587
DNM1	68.24284658	0.62246408
DNM1L	6112.398848	39.66309757
DNM1P35	1.472867192	0.012124625
DNM1P41	2.945734385	0.019424505
DNM1P46	0	0
DNM2	6807.101207	54.75893134
DNM3	57.93277623	0.222815078
DNM3OS	1.472867192	0.006903142
DNMBP	871.9373778	4.002148034
DNMBP-AS1	0	0
DNMT1	10360.14783	56.88837468
DNMT3A	200.3099382	1.48760691
DNMT3B	97.70019042	0.689731421
DNMT3L	0	0
DNPEP	2486.690776	30.06775945
DNTT	0	0
DNTTIP1	1248.009468	28.6325271
DNTTIP2	3506.405829	37.83772735
DOC2A	2.454778654	0.034997193
DOC2B	0	0
DOC2GP	0	0
DOCK1	2637.414186	11.53456067
DOCK10	27.00256519	0.107269362
DOCK11	498.3200667	2.217100064
DOCK2	6.873380231	0.033312464
DOCK3	19.63822923	0.066117427
DOCK4	895.0122972	3.165349067
DOCK5	2927.078067	11.42962698
DOCK6	1186.149046	5.470933955
DOCK7	2286.871794	9.567321966
DOCK8	215.5295658	0.878234839
DOCK9	3203.977099	16.28397614
DOHH	1411.988682	21.97500226
DOK1	66.76997938	0.927330214
DOK2	0.490955731	0.008149488
DOK3	17.18345058	0.239047777
DOK4	298.0101286	3.185331872
DOK5	0	0
DOK6	0.490955731	0.001618345
DOK7	98.19114615	1.12659849
DOLK	658.8625907	8.762197747
DOLPP1	692.7385361	9.646201058
DOM3Z	495.3743323	9.168225422
DONSON	919.5600837	12.47265925
DOPEY1	601.4207702	2.219449758
DOPEY2	386.8731158	1.483181213
DOT1L	3491.677157	13.80911371
DPAGT1	3468.111282	47.63595394
DPCD	460.0255197	16.99579308
DPCR1	9.328158885	0.051740454
DPEP1	15.71058338	0.273815038
DPEP2	0.981911462	0.016942104
DPEP3	0	0
DPF1	74.13431535	0.948040498
DPF2	2418.44793	28.12815662
DPF3	8.346247423	0.108101408
DPH1	1158.164569	15.55063852
DPH2	2667.853441	36.36279153
DPH3	897.9580316	6.536162671
DPH3P1	74.13431535	2.035577114
DPH5	1279.430634	21.04677331
DPM1	2908.421749	82.09046729
DPM2	1313.797536	24.96184987
DPM3	536.6146137	34.97562609
DPP10	0	0
DPP3	5133.433121	49.11740567
DPP4	0.981911462	0.007425837
DPP6	7.364335962	0.047882311
DPP7	3091.548237	56.46825417
DPP8	830.6970965	5.991498724
DPP9	6937.204476	47.85583875
DPPA2	0	0
DPPA3	0	0
DPPA4	0	0
DPPA5	0	0
DPRX	0	0
DPRXP4	1.472867192	0.064987257
DPT	0.490955731	0.008343298
DPY19L1	2474.416883	14.96894177
DPY19L1P1	121.2660655	1.885780264
DPY19L2	0	0
DPY19L2P1	0	0
DPY19L2P2	57.4418205	0.420044929
DPY19L2P3	7.364335962	0.154942688
DPY19L2P4	0.490955731	0.007138385
DPY19L3	977.49286	4.776223789
DPY19L4	2110.127731	9.947187624
DPY30	1280.903502	47.20434567
DPYD	849.84437	8.022696252
DPYS	0.981911462	0.01361462
DPYSL2	4434.31216	28.19945716
DPYSL3	49.58652881	0.276665105
DPYSL4	1.472867192	0.01595251
DPYSL5	0	0
DQX1	44.6769715	0.499210529
DR1	3812.762205	34.85333847
DRAM1	564.1081347	4.673936458
DRAM2	1251.446158	19.53352373
DRAP1	7595.085155	222.9640292
DRD1	0	0
DRD2	25.529698	0.282462237
DRD3	0	0
DRD4	2.454778654	0.052959669
DRD5	1.472867192	0.018169069
DRG1	2734.62342	55.59890596
DRG2	1444.39176	21.32927198
DRGX	0	0
DROSHA	3307.077802	18.04779514
DRP2	6.873380231	0.02896007
DSC1	2.454778654	0.017056618
DSC2	2336.949278	13.15283989
DSC3	6954.387926	29.35838355
DSCAM	48.60461735	0.20124375
DSCAM-AS1	0	0
DSCAML1	0	0
DSCC1	2360.515154	30.60067817
DSCR10	0	0
DSCR3	1589.714656	14.36166947
DSCR4	0	0
DSCR6	2.945734385	0.038700932
DSCR8	0	0
DSCR9	0.981911462	0.017530587
DSE	3916.84482	28.57428416
DSEL	474.7541917	1.498995506
DSG1	45.16792723	0.243659336
