	SL27417 (norm counts)	SL27417 (RPKM)
MIR556	0	0
MIR557	0	0
MIR558	0	0
MIR559	0	0
MIR561	0	0
MIR563	0	0
MIR564	0	0
MIR567	0	0
MIR568	0	0
MIR569	0	0
MIR570	35.57881526	10.82309141
MIR572	0	0
MIR573	3.745138449	1.116022315
MIR574	0	0
MIR575	0	0
MIR577	0	0
MIR578	0	0
MIR580	0	0
MIR581	0	0
MIR583	0	0
MIR585	0	0
MIR586	0	0
MIR589	1.872569224	0.558011157
MIR590	9.362846122	2.848181949
MIR591	0	0
MIR592	0	0
MIR593	0	0
MIR595	0	0
MIR596	0	0
MIR597	0	0
MIR598	0	0
MIR599	0	0
MIR600	0	0
MIR600HG	88.01075355	0.429583719
MIR601	0	0
MIR602	0	0
MIR603	0	0
MIR604	0	0
MIR605	0	0
MIR608	0	0
MIR609	0	0
MIR610	0	0
MIR611	0	0
MIR612	1.872569224	0.552374681
MIR613	0	0
MIR614	127.3347073	41.78186914
MIR615	0	0
MIR617	0	0
MIR618	0	0
MIR620	0	0
MIR621	0	0
MIR622	1.872569224	0.575632562
MIR623	0	0
MIR624	0	0
MIR626	0	0
MIR627	0	0
MIR628	0	0
MIR629	0	0
MIR630	3.745138449	1.13927278
MIR631	0	0
MIR632	0	0
MIR634	0	0
MIR635	9.362846122	2.818819249
MIR636	0	0
MIR637	5.617707673	1.674033472
MIR638	0	0
MIR639	0	0
MIR641	1.872569224	0.558011157
MIR642A	0	0
MIR642B	0	0
MIR643	0	0
MIR644A	0	0
MIR645	0	0
MIR647	13.10798457	4.029427937
MIR648	0	0
MIR650	0	0
MIR651	0	0
MIR653	0	0
MIR654	0	0
MIR655	0	0
MIR656	0	0
MIR657	0	0
MIR658	0	0
MIR659	0	0
MIR660	0	0
MIR661	0	0
MIR662	0	0
MIR663A	3.745138449	1.188806379
MIR663B	0	0
MIR664	0	0
MIR665	0	0
MIR668	0	0
MIR670	0	0
MIR671	0	0
MIR675	0	0
MIR676	0	0
MIR7-1	7.490276898	2.006792419
MIR7-2	0	0
MIR7-3	0	0
MIR7-3HG	0	0
MIR708	3.745138449	1.257128585
MIR711	0	0
MIR718	0	0
MIR744	0	0
MIR758	0	0
MIR759	0	0
MIR760	0	0
MIR761	0	0
MIR762	0	0
MIR764	0	0
MIR765	0	0
MIR766	0	0
MIR767	0	0
MIR769	0	0
MIR770	0	0
MIR802	0	0
MIR873	0	0
MIR874	0	0
MIR875	0	0
MIR876	0	0
MIR877	0	0
MIR885	0	0
MIR888	0	0
MIR889	0	0
MIR890	0	0
MIR891A	0	0
MIR891B	0	0
MIR892A	0	0
MIR892B	0	0
MIR9-1	0	0
MIR9-2	0	0
MIR9-3	0	0
MIR920	0	0
MIR921	0	0
MIR922	0	0
MIR92A1	0	0
MIR92A2	0	0
MIR92B	1.872569224	0.575632562
MIR93	0	0
MIR933	0	0
MIR934	0	0
MIR935	0	0
MIR936	1.872569224	0.56376385
MIR937	0	0
MIR938	0	0
MIR939	0	0
MIR940	3.745138449	1.176023515
MIR941-1	0	0
MIR941-2	0	0
MIR941-3	0	0
MIR941-4	0	0
MIR942	0	0
MIR943	0	0
MIR944	0	0
MIR96	0	0
MIR98	0	0
MIR99A	0	0
MIR99B	0	0
MIRLET7A1	0	0
MIRLET7A2	0	0
MIRLET7A3	0	0
MIRLET7B	0	0
MIRLET7BHG	172.2763687	1.0679322
MIRLET7C	0	0
MIRLET7D	5.617707673	1.907619538
MIRLET7E	0	0
MIRLET7F1	0	0
MIRLET7F2	0	0
MIRLET7G	0	0
MIRLET7I	1.872569224	0.658856547
MIS12	913.8137815	10.6830767
MIS18A	1101.070704	20.53310021
MIS18BP1	2265.808762	13.90104266
MITD1	709.7037361	22.95199381
MITF	129.2072765	0.827109041
MIXL1	0	0
MKI67	14474.96011	35.40184852
MKI67IP	1709.655702	28.84314864
MKKS	3194.603097	35.99258078
MKL1	2181.543146	14.23645449
MKL2	846.4012895	2.868476527
MKLN1	2350.074377	6.127386479
MKNK1	816.4401819	8.916492421
MKNK2	13744.65811	145.5624971
MKRN1	3681.471095	44.62884752
MKRN2	1157.247781	12.25802965
MKRN3	0	0
MKRN7P	1.872569224	0.033508023
MKRN9P	22.47083069	0.359573217
MKS1	357.6607219	4.398758831
MKX	0	0
MLANA	5.617707673	0.10800216
MLC1	0	0
MLEC	6338.646825	29.17860045
MLF1	327.6996143	4.206545648
MLF1IP	865.1269817	9.95842064
MLF2	6561.482563	117.5201272
MLH1	2087.914685	25.00979457
MLH3	518.7016752	1.930267076
MLIP	0	0
MLK7-AS1	43.06909216	0.497333788
MLKL	1932.49144	25.82247377
MLL	2720.843083	4.800038708
MLL2	2346.329238	3.538364166
MLL3	1610.409533	2.798856177
MLL4	3469.870773	12.01749029
MLL5	2157.199747	9.315671369
MLLT1	6675.709285	43.39024217
MLLT10	1052.383904	24.92540349
MLLT10P1	9.362846122	0.493547775
MLLT11	168.5312302	2.282772917
MLLT3	58.04964596	0.494526808
MLLT4	3338.790927	12.97797439
MLLT4-AS1	1.872569224	0.023683453
MLLT6	4580.304323	17.88231798
MLN	0	0
MLNR	0	0
MLPH	623.5655517	4.923654485
MLST8	2977.385067	46.09027222
MLX	2494.262207	30.45173263
MLXIP	1466.221703	7.843639523
MLXIPL	1.872569224	0.016932991
MLYCD	368.8961372	4.919161372
MMAA	310.8464913	1.529266427
MMAB	1426.897749	9.988025214
MMACHC	374.5138449	3.842944022
MMADHC	4396.792539	89.85346352
MMD	367.023568	3.946346948
MMD2	0	0
MME	1084.217581	5.622921168
MMEL1	0	0
MMGT1	1475.584549	11.82542635
MMP1	0	0
MMP10	7.490276898	0.125065966
MMP11	9.362846122	0.121360616
MMP12	0	0
MMP13	0	0
MMP14	6949.104392	57.52165015
MMP15	191.0020609	1.25996827
MMP16	28.08853837	0.129687969
MMP17	222.8357377	2.713730658
MMP19	14.9805538	0.134816871
MMP2	151.6781072	1.287830373
MMP20	0	0
MMP21	0	0
MMP23A	0	0
MMP23B	0	0
MMP24	299.6110759	2.023500219
MMP25	37.45138449	0.308868079
MMP26	0	0
MMP27	0	0
MMP28	4084.073479	68.66332111
MMP3	0	0
MMP7	14.9805538	0.393064463
MMP8	0	0
MMP9	3.745138449	0.047081441
MMRN1	0	0
MMRN2	119.8444304	0.838889257
MMS19	3527.920419	28.187884
MMS22L	1230.27798	4.168961056
MN1	63.66735363	0.246133595
MNAT1	999.9519659	22.24902087
MND1	696.5957515	21.71062407
MNDA	0	0
MNF1	1385.701226	80.61149231
MNS1	89.88332277	1.30396646
MNT	1715.27341	10.35805326
MNX1	28.08853837	0.432863536
MOAP1	477.5051522	5.776594376
MOB1A	2230.229946	49.22898433
MOB1B	1050.511335	4.408440496
MOB2	1001.824535	18.71220018
MOB3A	1968.070255	17.28022646
MOB3B	724.6842899	3.245381254
MOB3C	258.414553	2.686558524
MOB4	11.23541535	0.087636368
MOBP	0	0
MOCOS	3138.42602	33.79506511
MOCS1	293.9933682	2.069807056
MOCS2	1468.094272	30.25625494
MOCS3	737.7922744	8.769200981
MOG	0	0
MOGAT1	0	0
MOGAT2	0	0
MOGAT3	0	0
MOGS	2419.359438	25.90399293
MOK	904.4509354	13.74240381
MON1A	1205.934581	17.77300034
MON1B	1690.93001	14.93667252
MON2	1194.699165	3.372881826
MORC1	0	0
MORC2	1601.046687	10.53057542
MORC2-AS1	31.83367682	0.436248986
MORC3	1104.815842	7.629275271
MORC4	947.5200276	7.285586434
MORF4L1	3256.397881	50.82703232
MORF4L2	10761.65533	160.7545943
MORN1	43.06909216	0.77305295
MORN2	219.0905993	8.693146646
MORN3	0	0
MORN4	151.6781072	1.867014781
MORN5	0	0
MOS	0	0
MOSPD1	179.7666455	2.23204463
MOSPD2	368.8961372	3.391457077
MOSPD3	649.7815209	16.74821485
MOV10	1820.137286	14.94136636
MOV10L1	0	0
MOXD1	0	0
MOXD2P	0	0
MPDU1	2200.268839	39.94714627
MPDZ	573.0061827	2.263443607
MPEG1	1.872569224	0.01212261
MPG	2584.14553	69.55339072
MPHOSPH10	2005.521639	23.67329631
MPHOSPH6	1247.131103	33.23017539
MPHOSPH8	2101.02267	14.4232898
MPHOSPH9	848.2738587	6.898453724
MPI	647.9089517	10.73229854
MPL	5.617707673	0.045156972
MPND	601.0947211	11.50699114
MPO	1.872569224	0.017073086
MPP1	689.1054746	10.00950728
MPP2	39.32395371	0.261056368
MPP3	288.3756606	3.002318855
MPP4	1.872569224	0.022448725
MPP5	1992.413655	10.62350546
MPP6	1132.904381	15.21825277
MPP7	303.3562144	1.70792079
MPPE1	299.6110759	2.937098002
MPPED1	0	0
MPPED2	0	0
MPRIP	8870.360416	23.61809697
MPST	2689.009406	54.40096582
MPV17	1168.483196	34.15765596
MPV17L	0	0
MPV17L2	1561.722733	33.7083281
MPZ	1.872569224	0.028058026
MPZL1	7552.071682	44.99081636
MPZL2	6087.722549	84.29646218
MPZL3	204.1100455	6.100998141
MR1	638.5461055	2.438234422
MRAP	1.872569224	0.067763437
MRAP2	5.617707673	0.074266763
MRAS	127.3347073	0.910971669
MRC1	0	0
MRC2	95.50103045	0.467785938
MRE11A	2694.627114	15.3395418
MREG	831.4207357	7.568635125
MRFAP1	14596.6771	278.2443233
MRFAP1L1	1690.93001	31.07655089
MRGPRD	0	0
MRGPRE	1.872569224	0.042260505
MRGPRF	11.23541535	0.144256127
MRGPRG	0	0
MRGPRX1	0	0
MRGPRX2	0	0
MRGPRX3	26.21596914	0.467965347
MRGPRX4	0	0
MRI1	1653.478625	15.57391953
MRM1	458.77946	7.329238452
MRO	0	0
MRP63	2222.739669	24.46709608
MRPL1	1380.083518	29.85401026
MRPL10	1773.323056	28.12970314
MRPL11	3406.203419	62.6793856
MRPL12	7722.475482	223.2884409
MRPL13	4488.548431	118.8396817
MRPL14	3016.709021	114.2641835
MRPL15	5363.038259	89.80396077
MRPL16	3241.417328	80.35644883
MRPL17	4209.535617	52.02373679
MRPL18	3941.758217	118.3063943
MRPL19	3681.471095	13.74643827
MRPL2	2584.14553	59.00346281
MRPL20	2576.655253	103.2190515
MRPL21	3855.620033	161.8930372
MRPL22	2260.191054	21.24051738
MRPL23	3625.294019	143.6503947
MRPL23-AS1	0	0
MRPL24	3923.032525	127.2240652
MRPL27	2042.973024	85.35255641
MRPL28	3009.218744	77.49466062
MRPL3	7353.579344	122.4335017
MRPL30	3271.378435	24.93731616
MRPL32	3248.907604	106.7251261
MRPL33	1355.740119	85.88287992
MRPL34	3627.166588	109.653236
MRPL35	2866.903483	34.87726642
MRPL36	1651.606056	78.81086994
MRPL37	6222.547533	123.1155593
MRPL38	2810.726406	52.41527793
MRPL39	1812.647009	47.43294842
MRPL4	9377.826676	189.0013443
MRPL40	1116.051258	42.32768271
MRPL41	2533.586161	122.9052017
MRPL42	2870.648621	26.59652545
MRPL42P5	5.617707673	0.24632925
MRPL43	2372.545207	72.89428025
MRPL44	1983.050809	33.20614331
MRPL45	2271.426469	39.08840208
MRPL45P2	52.43193828	1.101570227
MRPL46	906.3235046	26.57388074
MRPL47	2248.955639	59.67905244
MRPL48	1724.636256	51.81581384
MRPL49	3430.546819	48.30428696
MRPL50	1436.260595	41.16140006
MRPL51	3722.667618	161.2966851
MRPL52	2409.996592	63.00780237
MRPL53	1149.757504	51.49792541
MRPL54	1359.485257	64.03448037
MRPL55	1395.064072	59.64918683
MRPL9	3215.201358	73.06949838
MRPS10	2567.292407	35.14920914
MRPS11	1102.943273	22.27491012
MRPS12	5559.658027	155.6663877
MRPS14	1267.729365	16.92038768
MRPS15	4112.162017	125.4842896
MRPS16	4660.8248	51.73363647
MRPS17	1411.917195	70.84632379
MRPS18A	1503.673087	38.23433176
MRPS18B	2325.730977	44.47864181
MRPS18C	556.1530597	14.56634327
MRPS2	3990.445017	77.63753104
MRPS21	3159.024282	128.3977072
MRPS22	2462.42853	64.55197294
MRPS23	2524.223315	49.57330595
MRPS24	28.08853837	1.185370522
MRPS25	2606.61636	16.68602588
MRPS26	4069.092925	114.8122783
MRPS27	4745.090415	50.02600244
MRPS28	1876.314363	77.83304491
MRPS30	2263.936192	39.66063465
MRPS31	1851.970963	40.60327132
MRPS33	2282.661885	93.36292562
MRPS34	4883.660537	142.6187237
MRPS35	3681.471095	58.60501155
MRPS36	902.5783662	19.89299248
MRPS5	3610.313465	63.93745308
MRPS6	1866.951517	55.23914706
MRPS7	3402.458281	70.47008139
MRPS9	2185.288285	44.10331999
MRRF	2039.227885	32.41810928
MRS2	2466.173669	21.58233984
MRS2P2	3.745138449	0.040673182
MRTO4	4979.161568	64.1976439
MRVI1	14.9805538	0.072007365
MRVI1-AS1	0	0
MS4A1	1.872569224	0.015827813
MS4A10	0	0
MS4A12	1.872569224	0.050192835
MS4A13	0	0
MS4A14	0	0
MS4A15	0	0
MS4A2	0	0
MS4A3	0	0
MS4A4A	0	0
MS4A5	0	0
MS4A6A	0	0
MS4A6E	0	0
MS4A7	0	0
MS4A8B	0	0
MSC	0	0
MSGN1	0	0
MSH2	2230.229946	20.81493968
MSH3	1307.053319	8.305090342
MSH4	3.745138449	0.033580039
MSH5	0	0
MSH5-SAPCD1	3.745138449	0.027132272
MSH6	4265.712693	28.84961622
MSI1	1.872569224	0.018632059
MSI2	822.0578895	12.97662487
MSL1	2335.093823	17.89824449
MSL2	816.4401819	5.553208509
MSL3	786.4790743	9.897754467
MSL3P1	43.06909216	0.632674622
MSLN	5883.612503	81.0856836
MSLNL	41.19652294	0.382413241
MSMB	0	0
MSMO1	6334.901686	88.96353502
MSMP	286.5030913	12.41367848
MSN	15188.40898	112.0926947
MSR1	0	0
MSRA	647.9089517	12.18746688
MSRB2	286.5030913	4.632790307
MSRB3	842.656151	5.660982757
MSS51	13.10798457	0.15844191
MST1	26.21596914	0.330994945
MST1P2	11.23541535	0.125137514
MST1P9	5.617707673	0.037446994
MST1R	1366.975534	8.533586619
MST4	2509.242761	23.68391247
MSTN	0	0
MSTO1	599.2221518	7.078976496
MSTO2P	104.8638766	1.220065829
MSX1	224.7083069	3.391323623
MSX2	307.1013528	4.065437589
MSX2P1	1.872569224	0.025317173
MT1A	0	0
MT1B	0	0
MT1DP	0	0
MT1E	8029.576834	466.1822676
MT1F	220.9631685	14.73251375
MT1G	1.872569224	0.13914782
MT1H	0	0
MT1IP	0	0
MT1JP	0	0
MT1L	97.37359967	6.722517395
MT1M	1.872569224	0.125137514
MT1X	2417.486869	176.055999
MT2A	87488.30674	6141.688101
MT3	0	0
MT4	0	0
MTA1	3720.795049	38.86935455
MTA2	9360.973553	89.60038743
MTA3	786.4790743	12.46214826
MTAP	0	0
MTBP	956.8828737	9.201212625
MTCH1	5361.16569	83.76855136
MTCH2	8237.432018	91.99224703
MTCP1	58.04964596	0.732284188
MTCP1NB	172.2763687	4.976289412
MTDH	14547.9903	55.49947627
MTERF	838.9110126	11.34209345
MTERFD1	1265.856796	26.44286349
MTERFD2	833.2933049	9.145008108
MTERFD3	286.5030913	4.735042046
MTF1	707.8311668	2.596528742
MTF2	788.3516435	5.773648736
MTFMT	994.3342582	10.60934768
MTFP1	932.5394738	23.5174236
MTFR1	3174.004835	37.1359108
MTG1	818.3127511	14.9079138
MTHFD1	8007.106004	68.37235658
MTHFD1L	3140.298589	27.87867508
MTHFD2	5119.60426	67.11966125
MTHFD2L	475.632583	5.908130043
MTHFR	237.8162915	0.972962576
MTHFS	28.08853837	0.351597257
MTHFSD	432.5634909	4.169061578
MTIF2	2878.138898	30.87839405
MTIF3	1425.02518	39.70930925
MTL5	350.170445	3.328812653
MTM1	556.1530597	4.747580458
MTMR1	837.0384433	9.000087173
MTMR10	576.7513211	3.406068509
MTMR11	402.6023833	4.545638928
MTMR12	1820.137286	10.27923241
MTMR14	1014.93252	12.60711214
MTMR2	4748.835553	29.43778326
MTMR3	853.8915664	2.805625855
MTMR4	1790.176179	8.998097989
MTMR6	3859.365172	21.67422645
MTMR7	76.7753382	0.425201751
MTMR8	0	0
MTMR9	1097.325566	4.33339618
MTMR9LP	7.490276898	0.094406721
MTNR1A	0	0
MTNR1B	0	0
MTO1	1522.398779	14.88914299
MTOR	4434.243924	14.94107549
MTPAP	1505.545656	7.835825186
MTPN	0	0
MTR	3406.203419	9.45103895
MTRF1	404.4749525	5.458401193
MTRF1L	477.5051522	3.666762773
MTRNR2L1	1.872569224	0.035189893
MTRNR2L10	0	0
MTRNR2L2	1.872569224	0.052835839
MTRNR2L3	0	0
MTRNR2L4	0	0
MTRNR2L5	0	0
MTRNR2L6	0	0
MTRNR2L7	0	0
MTRNR2L8	5.617707673	0.127273297
MTRR	1730.253963	15.45230163
MTSS1	1917.510886	11.21520843
MTSS1L	3649.637418	21.47949357
MTTP	1.872569224	0.01343284
MTUS1	1342.632134	9.81702854
MTUS2	3.745138449	0.020055045
MTVR2	0	0
MTX1	861.3818433	15.89080415
MTX2	1984.923378	39.17958705
MTX3	705.9585976	2.62744921
MUC1	2923.080559	78.71224605
MUC12	0	0
MUC13	0	0
MUC15	1.872569224	0.01657124
MUC16	59.92221518	0.040014703
MUC17	0	0
MUC2	1.872569224	0.006378758
MUC20	1.872569224	0.008659556
MUC21	37.45138449	0.299398267
MUC22	0	0
MUC4	0	0
MUC5B	1.872569224	0.003060676
MUC6	0	0
MUC7	0	0
MUCL1	0	0
MUDENG	1773.323056	18.73278476
MUL1	2005.521639	23.86623271
MUM1	1249.003673	8.849922921
MUM1L1	0	0
MURC	13.10798457	0.145938107
MUS81	1602.919256	19.63525167
MUSK	0	0
MUSTN1	1.872569224	0.07532382
MUT	1102.943273	8.31642655
MUTED	0	0
MUTED-TXNDC5	0	0
MUTYH	155.4232456	2.497311007
MVD	2870.648621	46.96484494
MVK	1449.36858	20.57169493
MVP	4217.025893	42.62011781
MX1	7.490276898	0.074174423
MX2	0	0
MXD1	387.6218295	2.018871828
MXD3	382.0041218	5.421997113
MXD4	1730.253963	13.41359871
MXI1	1175.973473	10.51507614
MXRA5	0	0
MXRA7	842.656151	12.85028305
MXRA8	61.79478441	0.797440602
MYADM	3323.810373	31.16084778
MYADML	0	0
MYADML2	0	0
MYB	147.9329687	1.311114531
MYBBP1A	6780.573162	45.94309125
MYBL1	604.8398595	3.475314349
MYBL2	9482.690553	102.6029319
MYBPC1	0	0
MYBPC2	0	0
MYBPC3	0	0
MYBPH	0	0
MYBPHL	63.66735363	1.364118251
MYC	24401.44956	301.5664209
MYCBP	0	0
MYCBP2	4246.987001	8.300481321
MYCBPAP	3.745138449	0.034490756
MYCL1	65.53992286	0.587650682
MYCN	0	0
MYCNOS	0	0
MYCT1	0	0
MYD88	1297.690473	13.98404788
MYEF2	24.34339992	0.131991499
MYEOV	50.55936906	0.646452506
MYEOV2	1895.040055	92.46669098
MYF5	0	0
MYF6	0	0
MYH1	0	0
MYH10	3810.678372	14.53934742
MYH11	33.70624604	0.143279721
MYH13	0	0
MYH14	99.2461689	0.428047549
MYH15	11.23541535	0.046659636
MYH16	20.59826147	0.267230577
MYH2	0	0
MYH3	13.10798457	0.063831191
MYH4	0	0
MYH6	0	0
MYH7	0	0
MYH7B	5.617707673	0.025344551
MYH8	0	0
MYH9	25770.29767	100.8274726
MYL1	0	0
MYL10	0	0
MYL12A	8422.816372	200.7947349
MYL12B	12465.69333	363.3120429
MYL2	9.362846122	0.332634388
MYL3	0	0
MYL4	0	0
MYL5	52.43193828	2.341257823
MYL6	16272.62656	609.2480281
MYL6B	955.0103045	27.23573989
MYL7	1.872569224	0.092686599
MYL9	112.3541535	2.94930841
MYLIP	67.41249208	0.642514153
MYLK	16.85312302	0.065447585
MYLK-AS1	3.745138449	0.144861175
MYLK2	1.872569224	0.019670897
MYLK3	0	0
MYLK4	28.08853837	0.142731234
MYLPF	1.872569224	0.084390576
MYNN	898.8332277	5.071260596
MYO10	3284.48642	8.421955736
MYO15A	0	0
MYO15B	7.490276898	0.023409715
MYO16	0	0
MYO18A	2411.869161	9.367522322
MYO18B	1.872569224	0.006417685
MYO19	4795.649784	37.06948763
MYO1A	7.490276898	0.060576121
MYO1B	8357.276449	49.78775438
MYO1C	8072.645927	50.11637708
MYO1D	2812.598975	15.91802526
MYO1E	4305.036647	24.73849465
MYO1F	11.23541535	0.079158157
MYO1G	13.10798457	0.117530136
MYO1H	0	0
MYO3A	0	0
MYO3B	0	0
MYO5A	1602.919256	3.854614622
MYO5B	820.1853203	2.52658976
MYO5C	1256.49395	5.291851412
MYO6	2539.203868	8.595454583
MYO7A	1.872569224	0.007501385
MYO7B	3.745138449	0.016402248
MYO9A	750.900259	2.533355183
MYO9B	3840.639479	14.80257709
MYOC	0	0
MYOCD	0	0
MYOD1	0	0
MYOF	10231.71824	44.13579771
MYOG	0	0
MYOM1	3.745138449	0.019304596
MYOM2	0	0
MYOM3	35.57881526	0.180290955
MYOT	3.745138449	0.054116866
MYOZ1	0	0
MYOZ2	0	0
MYOZ3	0	0
MYPN	26.21596914	0.134550318
MYPOP	679.7426285	10.53645908
MYRIP	1.872569224	0.011270629
MYSM1	483.1228599	1.820954324
MYT1	1.872569224	0.009921098
MYT1L	0	0
MYZAP	31.83367682	0.396691525
MZB1	0	0
MZF1	415.7103678	4.404967613
MZT1	4393.047401	53.25497268
MZT2A	1280.83735	54.20957088
MZT2B	895.0880893	28.106962
N4BP1	1262.111657	5.191964075
N4BP2	471.8874446	1.428341993
N4BP2L1	37.45138449	0.360007198
N4BP2L2	2351.946946	25.89424217
N4BP3	110.4815842	0.539354816
N6AMT1	415.7103678	2.519998078
N6AMT2	745.2825513	25.10342236
NAA10	3952.993633	105.7144984
NAA11	0	0
NAA15	7089.547084	37.41195586
NAA16	1179.718611	18.98160268
NAA20	6537.139163	176.7645011
NAA25	2449.320546	12.34307199
NAA30	1071.109596	6.997734551
NAA35	1606.664395	17.81313977
NAA38	1850.098394	4.316784301
NAA40	1136.649519	9.974114096
NAA50	9759.830798	46.50329694
NAA60	1874.441794	20.7112291
NAAA	773.3710897	12.63493347
NAALAD2	7.490276898	0.068851235
NAALADL1	0	0
NAALADL2	0	0
NAB1	2218.994531	14.53281806
NAB2	848.2738587	9.161371051
NACA	20186.29624	548.8876231
NACA2	632.9283979	24.0358408
NACAD	3.745138449	0.023010769
NACAP1	82.39304588	3.427555713
NACC1	5834.925703	37.99303258
NACC2	1144.139796	4.847322223
NADK	2913.717713	26.6865314
NADKD1	1612.282102	12.55737177
NADSYN1	2086.042116	25.28816691
NAE1	4494.166139	73.19811725
NAF1	1183.46375	19.61463056
NAGA	1290.200196	10.13667726
NAGK	498.1034137	8.121850839
NAGLU	805.2047665	8.470673694
NAGPA	344.5527373	4.575742242
NAGS	129.2072765	1.827250095
NAIF1	464.3971677	3.993493277
NAIP	1.872569224	0.008820888
NALCN	288.3756606	1.224233811
NAMPT	4801.267492	30.68108962
NANOG	0	0
NANOGNB	0	0
NANOS1	198.4923378	1.253052292
NANOS2	0	0
NANOS3	0	0
NANP	793.9693512	6.106526103
NANS	2419.359438	57.25538145
NAP1L1	16898.06468	103.4003736
NAP1L2	0	0
NAP1L3	0	0
NAP1L4	8323.570203	97.15237422
NAP1L5	59.92221518	0.894186505
NAP1L6	0	0
NAPA	3436.164527	60.66937512
NAPB	297.7385067	2.252572501
NAPEPLD	471.8874446	2.64656108
NAPG	1014.93252	8.004137358
NAPRT1	2872.52119	49.8733254
NAPSA	0	0
NAPSB	0	0
NARF	917.55892	15.96407255
NARFL	1795.793886	25.21298298
NARG2	1449.36858	5.950550023
NARS	9692.418306	99.28096934
NARS2	2220.8671	28.64054794
NASP	5363.038259	50.75116901
NAT1	202.2374762	2.922310782
NAT10	8675.613217	64.87160104
NAT14	458.77946	9.946434959
NAT16	0	0
NAT2	0	0
NAT6	516.829106	11.322645
NAT8	0	0
NAT8B	0	0
NAT8L	31.83367682	0.158426481
NAT9	951.265166	14.87153504
NAV1	2351.946946	5.573003152
NAV2	5539.059766	14.75831453
NAV2-AS4	0	0
NAV3	157.2958149	0.472635852
NBAS	1771.450486	7.15520033
NBEA	7.490276898	0.028905236
NBEAL1	290.2482298	0.941485003
NBEAL2	2207.759116	7.348270476
NBEAP1	13.10798457	0.702377347
NBL1	3.745138449	0.053169755
NBLA00301	0	0
NBN	4460.459893	28.28662162
NBPF1	250.9242761	1.700186199
NBPF10	196.6197686	0.541028438
NBPF11	0	0
NBPF14	204.1100455	1.625490915
NBPF15	468.1423061	3.026961886
NBPF16	33.70624604	0.258016168
NBPF22P	0	0
NBPF24	0	0
NBPF3	368.8961372	2.878162812
NBPF4	0	0
NBPF6	0	0
NBPF7	0	0
NBPF9	535.5547982	5.380095191
NBR1	4243.241863	26.74070386
NBR2	61.79478441	1.32594275
NCALD	1.872569224	0.014874226
NCAM1	13.10798457	0.064422022
NCAM2	0	0
NCAN	0	0
NCAPD2	10364.67066	63.40217682
NCAPD3	7162.577284	37.5530489
NCAPG	4482.930723	28.20252341
NCAPG2	4511.019262	33.74395237
NCAPH	2505.497622	16.34323319
NCAPH2	2046.718162	17.97618259
NCBP1	3745.138449	20.41631265
NCBP2	3730.157895	52.20834225
NCCRP1	123.5895688	1.834883664
NCDN	1550.487318	13.22022113
NCEH1	1423.152611	9.708168887
NCF1	5.617707673	0.118280664
NCF1B	0	0
NCF1C	0	0
NCF2	370.7687064	4.816569617
NCF4	0	0
NCK1	1408.172057	22.65116511
NCK2	1335.141857	16.22574765
NCKAP1	9508.906522	60.47934323
NCKAP1L	0	0
NCKAP5	3.745138449	0.019542605
NCKAP5L	638.5461055	3.815759537
NCKIPSD	896.9606585	8.914126171
NCL	53353.24234	576.4290351
NCLN	9649.349214	75.79136268
NCOA1	353.9155834	1.503780395
NCOA2	681.6151977	3.245088687
NCOA3	3887.45371	14.25224455
NCOA4	6964.084946	56.99940091
NCOA5	1910.020609	17.43632238
NCOA6	3202.093374	16.8246689
NCOA7	2951.169098	13.43366959
NCOR1	4143.995694	13.09578095
NCOR1P1	0	0
NCOR2	5319.969167	17.69681632
NCR1	0	0
NCR2	0	0
NCR3	0	0
NCRNA00185	0	0
NCRUPAR	0	0
NCS1	2627.214622	15.60207139
NCSTN	3218.946497	32.21510473
NDC80	1503.673087	20.37685848
NDE1	1649.733487	13.50457388
NDEL1	1507.418226	18.47314319
NDFIP1	7038.987715	57.27535977
NDFIP2	7145.724161	45.19781601
NDN	0	0
NDNF	0	0
NDNL2	571.1336135	10.00537102
NDOR1	762.1356744	4.612337172
NDP	0	0
NDRG1	8186.872649	73.25976052
NDRG2	161.0409533	2.305351978
NDRG3	3372.497173	33.1274313
NDRG4	9.362846122	0.084247563
NDST1	5831.180565	21.24633574
NDST2	634.8009671	4.656680902
NDST3	0	0
NDST4	0	0
NDUFA1	3187.11282	192.699853
NDUFA10	4503.528985	26.81297649
NDUFA11	4353.723447	138.4998281
NDUFA12	2076.67927	101.9256615
NDUFA13	7042.732853	382.9993229
NDUFA2	2911.845144	110.4354809
NDUFA3	2848.17779	237.6457917
NDUFA4	6799.298854	96.67067879
NDUFA4L2	7.490276898	0.184903105
NDUFA5	3724.540187	70.40042125
NDUFA6	2801.36356	69.27087195
NDUFA7	2297.642438	115.4881405
NDUFA8	2936.188544	102.2005083
NDUFA9	4265.712693	77.95534595
NDUFAB1	4464.205031	196.932421
NDUFAF1	764.0082436	13.95778425
NDUFAF2	1189.081458	48.56648158
NDUFAF3	1872.569224	56.17369638
NDUFAF4	1777.068194	21.55155883
NDUFB1	1237.768257	86.89145855
NDUFB10	5379.891382	226.7103513
NDUFB11	2793.873283	73.7704877
NDUFB2	2979.257636	177.1975227
NDUFB3	2089.787254	81.15500567
NDUFB4	3934.267941	106.1370728
NDUFB5	3602.823188	111.1025552
NDUFB6	2243.337931	80.58147839
NDUFB7	4658.95223	250.5644797
