"","gene","cell_line","rna_counts"
"687","NDC80","TCGA.AO.A12G.01A.11R.A10J.07",3.45999300342138
"688","NDC80","TCGA.AR.A1AK.01A.21R.A12P.07",3.80407307391066
"689","NDC80","TCGA.AC.A5EH.01A.11R.A28M.07",3.5445729440316
"690","NDC80","TCGA.D8.A27I.01A.11R.A16F.07",3.12003024857064
"691","NDC80","TCGA.D8.A1JP.01A.11R.A13Q.07",4.41024982063294
"692","NDC80","TCGA.E2.A14R.01A.11R.A115.07",5.32115774956188
"693","NDC80","TCGA.A2.A0SW.01A.11R.A084.07",4.81881912601319
"694","NDC80","TCGA.AQ.A0Y5.01A.11R.A14M.07",2.15072502237843
"695","NDC80","TCGA.AO.A125.01A.11R.A10J.07",3.77036209006238
"696","NDC80","TCGA.A2.A0T2.01A.11R.A084.07",4.24456361494267
"697","NDC80","TCGA.A2.A1FW.01A.11R.A13Q.07",4.56974534380661
"698","NDC80","TCGA.B6.A0I9.01A.11R.A034.07",4.94249776579982
"699","NDC80","TCGA.GM.A2DK.01A.21R.A180.07",3.50532849704539
"700","NDC80","TCGA.E2.A159.01A.11R.A115.07",5.20192303703382
"701","NDC80","TCGA.A8.A084.01A.21R.A00Z.07",4.41901800313421
"702","NDC80","TCGA.BH.A42U.01A.12R.A24H.07",1.65349604514623
"703","NDC80","TCGA.D8.A1JH.01A.11R.A13Q.07",2.84162995924432
"704","NDC80","TCGA.E2.A14P.01A.31R.A12D.07",5.09820207397579
"705","NDC80","TCGA.E2.A1L7.01A.11R.A144.07",6.65536335194036
"706","NDC80","TCGA.E2.A1IL.01A.11R.A14D.07",2.80058468608998
"707","NDC80","TCGA.BH.A6R8.01A.21R.A33J.07",3.04455193308638
"708","NDC80","TCGA.A7.A4SD.01A.11R.A266.07",5.20133717905635
"709","NDC80","TCGA.A8.A083.01A.21R.A00Z.07",2.20208688094383
"710","NDC80","TCGA.B6.A0I5.01A.11R.A034.07",3.01116993718709
"711","NDC80","TCGA.D8.A1JA.01A.11R.A13Q.07",3.41701982953915
"712","NDC80","TCGA.A2.A0D0.01A.11R.A00Z.07",6.17644562873299
"713","NDC80","TCGA.A8.A07B.01A.11R.A00Z.07",5.06459460160113
"714","NDC80","TCGA.C8.A275.01A.21R.A16F.07",5.48440756359049
"715","NDC80","TCGA.AO.A1KQ.01A.11R.A13Q.07",4.42042873770193
"716","NDC80","TCGA.E9.A5UP.01A.11R.A28M.07",2.11957677828553
"717","NDC80","TCGA.AR.A24T.01A.11R.A169.07",2.2657339458382
"718","NDC80","TCGA.D8.A1XB.01A.11R.A14D.07",3.33464456538612
"719","NDC80","TCGA.E9.A245.01A.22R.A16F.07",3.51217399475118
"720","NDC80","TCGA.WT.AB44.01A.11R.A41B.07",1.45023890390164
"721","PLK1","TCGA.E9.A1NI.01A.11R.A14D.07",4.9953588764375
"722","PLK1","TCGA.E2.A1LK.01A.21R.A14D.07",5.53147834429799
"723","PLK1","TCGA.BH.A0B2.01A.11R.A10J.07",3.55878442429888
"724","PLK1","TCGA.E2.A107.01A.11R.A10J.07",6.25743430575649
"725","PLK1","TCGA.LL.A5YN.01A.11R.A28M.07",4.55035781778141
"726","PLK1","TCGA.BH.A0DQ.01A.11R.A084.07",4.48308422648478
"727","PLK1","TCGA.D8.A73X.01A.11R.A32P.07",3.86790096849743
"728","PLK1","TCGA.AR.A0TP.01A.11R.A084.07",5.22285707408361
"729","PLK1","TCGA.E2.A1IF.01A.11R.A144.07",4.86073442062148
"730","PLK1","TCGA.EW.A6SD.01A.12R.A33J.07",5.67350803345887
"731","PLK1","TCGA.AO.A03T.01A.21R.A034.07",4.2669036981585
"732","PLK1","TCGA.OL.A5D8.01A.11R.A27Q.07",4.43610572104065
"733","PLK1","TCGA.AR.A24X.01A.11R.A169.07",4.00788016150513
"734","PLK1","TCGA.B6.A0WV.01A.11R.A109.07",5.21063060367742
"735","PLK1","TCGA.A8.A09W.01A.11R.A00Z.07",5.98274580393
"736","PLK1","TCGA.C8.A8HQ.01A.11R.A36F.07",6.3724144844685
"737","PLK1","TCGA.B6.A0RU.01A.11R.A084.07",6.36809024923175
"738","PLK1","TCGA.A8.A09E.01A.11R.A00Z.07",5.31007697142554
"739","PLK1","TCGA.A7.A6VX.01A.12R.A33J.07",5.02759873187956
"740","PLK1","TCGA.E2.A14O.01A.31R.A115.07",4.99341158349318
"741","PLK1","TCGA.A2.A1G6.01A.11R.A13Q.07",2.07552462152858
"742","PLK1","TCGA.E2.A1LA.01A.11R.A144.07",4.83628708679533
"743","PLK1","TCGA.BH.A0GZ.01A.11R.A056.07",3.6983826034517
"744","PLK1","TCGA.D8.A1JG.01B.11R.A13Q.07",5.77973235077014
"745","PLK1","TCGA.A7.A13G.01B.04R.A22O.07",3.22880547557635
"746","PLK1","TCGA.B6.A400.01A.11R.A239.07",6.54813901928729
"747","PLK1","TCGA.MS.A51U.01A.31R.A266.07",3.6271908031806
"748","PLK1","TCGA.BH.A0EB.01A.11R.A034.07",3.71417623434263
"749","PLK1","TCGA.AR.A2LR.01A.12R.A18M.07",5.11662967093909
"750","PLK1","TCGA.BH.A0AZ.01A.21R.A12P.07",3.44902366421632
"751","PLK1","TCGA.BH.A18K.01A.11R.A12D.07",4.0789698280163
"752","PLK1","TCGA.AO.A0J7.01A.11R.A034.07",5.527013816599
"753","PLK1","TCGA.A2.A0YH.01A.11R.A109.07",5.93634672879295
"754","PLK1","TCGA.BH.A42V.01A.11R.A24H.07",3.13302165880651
"755","PLK1","TCGA.AR.A5QN.01A.12R.A28M.07",3.99897956095335
"756","PLK1","TCGA.B6.A0X1.01A.11R.A109.07",7.354366555567
"757","PLK1","TCGA.S3.A6ZG.01A.22R.A32P.07",6.10880060883118
"758","PLK1","TCGA.A8.A085.01A.11R.A00Z.07",5.29955779984424
"759","PLK1","TCGA.D8.A1J9.01A.11R.A13Q.07",5.33320666466872
"760","PLK1","TCGA.A7.A0DC.01B.04R.A22O.07",3.13099875834425
"761","PLK1","TCGA.AR.A24S.01A.11R.A169.07",4.76801050638288
"762","PLK1","TCGA.BH.A0BA.01A.11R.A056.07",4.51581180577881
"763","PLK1","TCGA.A2.A0YM.01A.11R.A109.07",6.8337885515741
"764","PLK1","TCGA.D8.A27N.01A.11R.A16F.07",4.79360630877902
"765","PLK1","TCGA.EW.A1PH.01A.11R.A14M.07",5.78587708522686
"766","PLK1","TCGA.EW.A1OZ.01A.11R.A144.07",5.25350018100045
"767","PLK1","TCGA.AO.A12G.01A.11R.A10J.07",3.80811683582536
"768","PLK1","TCGA.AR.A1AK.01A.21R.A12P.07",4.74123769939835
"769","PLK1","TCGA.AC.A5EH.01A.11R.A28M.07",4.62854411539807
"770","PLK1","TCGA.D8.A27I.01A.11R.A16F.07",4.18279457841863
"771","PLK1","TCGA.D8.A1JP.01A.11R.A13Q.07",4.95597132102077
"772","PLK1","TCGA.E2.A14R.01A.11R.A115.07",6.21255489375956
"773","PLK1","TCGA.A2.A0SW.01A.11R.A084.07",6.1053783703237
"774","PLK1","TCGA.AQ.A0Y5.01A.11R.A14M.07",2.87046428946612
"775","PLK1","TCGA.AO.A125.01A.11R.A10J.07",3.33263846756216
"776","PLK1","TCGA.A2.A0T2.01A.11R.A084.07",5.03059750987134
"777","PLK1","TCGA.A2.A1FW.01A.11R.A13Q.07",5.41305705633269
"778","PLK1","TCGA.B6.A0I9.01A.11R.A034.07",5.56666867167325
"779","PLK1","TCGA.GM.A2DK.01A.21R.A180.07",3.39365227353264
"780","PLK1","TCGA.E2.A159.01A.11R.A115.07",5.63709474370857
"781","PLK1","TCGA.A8.A084.01A.21R.A00Z.07",5.13449791512935
"782","PLK1","TCGA.BH.A42U.01A.12R.A24H.07",2.26864001966815
"783","PLK1","TCGA.D8.A1JH.01A.11R.A13Q.07",3.39484171944589
"784","PLK1","TCGA.E2.A14P.01A.31R.A12D.07",6.38500592277413
"785","PLK1","TCGA.E2.A1L7.01A.11R.A144.07",5.79959618882853
"786","PLK1","TCGA.E2.A1IL.01A.11R.A14D.07",3.47834862860891
"787","PLK1","TCGA.BH.A6R8.01A.21R.A33J.07",3.91097579251556
"788","PLK1","TCGA.A7.A4SD.01A.11R.A266.07",6.00363809755567
"789","PLK1","TCGA.A8.A083.01A.21R.A00Z.07",2.69729142754403
"790","PLK1","TCGA.B6.A0I5.01A.11R.A034.07",2.84012838051198
"791","PLK1","TCGA.D8.A1JA.01A.11R.A13Q.07",3.93583400685819
"792","PLK1","TCGA.A2.A0D0.01A.11R.A00Z.07",6.43605066838531
"793","PLK1","TCGA.A8.A07B.01A.11R.A00Z.07",4.0719688916574
"794","PLK1","TCGA.C8.A275.01A.21R.A16F.07",6.23699822139236
"795","PLK1","TCGA.AO.A1KQ.01A.11R.A13Q.07",5.47913868179237
"796","PLK1","TCGA.E9.A5UP.01A.11R.A28M.07",3.87938963966212
"797","PLK1","TCGA.AR.A24T.01A.11R.A169.07",2.11685580191169
"798","PLK1","TCGA.D8.A1XB.01A.11R.A14D.07",4.37360980648564
"799","PLK1","TCGA.E9.A245.01A.22R.A16F.07",3.85126430583385
"800","PLK1","TCGA.WT.AB44.01A.11R.A41B.07",1.94598024650089
"801","SGOL1","TCGA.E9.A1NI.01A.11R.A14D.07",2.06144900499164
"802","SGOL1","TCGA.E2.A1LK.01A.21R.A14D.07",2.20912494528753
"803","SGOL1","TCGA.BH.A0B2.01A.11R.A10J.07",1.37117651287079
"804","SGOL1","TCGA.E2.A107.01A.11R.A10J.07",2.7910219558463
"805","SGOL1","TCGA.LL.A5YN.01A.11R.A28M.07",1.19526125095995
"806","SGOL1","TCGA.BH.A0DQ.01A.11R.A084.07",2.3236425653392
"807","SGOL1","TCGA.D8.A73X.01A.11R.A32P.07",1.26526213456181
"808","SGOL1","TCGA.AR.A0TP.01A.11R.A084.07",2.44075940150667
"809","SGOL1","TCGA.E2.A1IF.01A.11R.A144.07",1.63336361495249
"810","SGOL1","TCGA.EW.A6SD.01A.12R.A33J.07",2.47618658988596
"811","SGOL1","TCGA.AO.A03T.01A.21R.A034.07",1.44772283031851
"812","SGOL1","TCGA.OL.A5D8.01A.11R.A27Q.07",1.46265100503209
"813","SGOL1","TCGA.AR.A24X.01A.11R.A169.07",2.1644887352826
"814","SGOL1","TCGA.B6.A0WV.01A.11R.A109.07",2.89258650035693
"815","SGOL1","TCGA.A8.A09W.01A.11R.A00Z.07",3.23173053707758
"816","SGOL1","TCGA.C8.A8HQ.01A.11R.A36F.07",3.02508232007154
"817","SGOL1","TCGA.B6.A0RU.01A.11R.A084.07",3.56390282624619
"818","SGOL1","TCGA.A8.A09E.01A.11R.A00Z.07",2.56355247280352
"819","SGOL1","TCGA.A7.A6VX.01A.12R.A33J.07",1.32897592687432
"820","SGOL1","TCGA.E2.A14O.01A.31R.A115.07",2.16723296086187
"821","SGOL1","TCGA.A2.A1G6.01A.11R.A13Q.07",0.331112585447318
"822","SGOL1","TCGA.E2.A1LA.01A.11R.A144.07",1.99547413967115
"823","SGOL1","TCGA.BH.A0GZ.01A.11R.A056.07",1.7349016963559
"824","SGOL1","TCGA.D8.A1JG.01B.11R.A13Q.07",3.15762713879563
"825","SGOL1","TCGA.A7.A13G.01B.04R.A22O.07",1.94363462461387
"826","SGOL1","TCGA.B6.A400.01A.11R.A239.07",2.78770521875094
"827","SGOL1","TCGA.MS.A51U.01A.31R.A266.07",1.06571495200143
"828","SGOL1","TCGA.BH.A0EB.01A.11R.A034.07",1.19644990390261
"829","SGOL1","TCGA.AR.A2LR.01A.12R.A18M.07",3.05750120465458
"830","SGOL1","TCGA.BH.A0AZ.01A.21R.A12P.07",1.19868229338502
"831","SGOL1","TCGA.BH.A18K.01A.11R.A12D.07",2.27907052127102
"832","SGOL1","TCGA.AO.A0J7.01A.11R.A034.07",2.94416440023721
"833","SGOL1","TCGA.A2.A0YH.01A.11R.A109.07",2.41587869660195
"834","SGOL1","TCGA.BH.A42V.01A.11R.A24H.07",0.649932881400721
"835","SGOL1","TCGA.AR.A5QN.01A.12R.A28M.07",1.67707404499414
"836","SGOL1","TCGA.B6.A0X1.01A.11R.A109.07",4.62718111285879
"837","SGOL1","TCGA.S3.A6ZG.01A.22R.A32P.07",2.31981771150779
"838","SGOL1","TCGA.A8.A085.01A.11R.A00Z.07",2.25594445696576
"839","SGOL1","TCGA.D8.A1J9.01A.11R.A13Q.07",1.79581207183331
"840","SGOL1","TCGA.A7.A0DC.01B.04R.A22O.07",1.76662961478911
"841","SGOL1","TCGA.AR.A24S.01A.11R.A169.07",2.32887525130261
"842","SGOL1","TCGA.BH.A0BA.01A.11R.A056.07",2.78083733714217
"843","SGOL1","TCGA.A2.A0YM.01A.11R.A109.07",3.56208252451875
"844","SGOL1","TCGA.D8.A27N.01A.11R.A16F.07",1.17257091677277
"845","SGOL1","TCGA.EW.A1PH.01A.11R.A14M.07",3.33089308740448
"846","SGOL1","TCGA.EW.A1OZ.01A.11R.A144.07",2.83994703851872
"847","SGOL1","TCGA.AO.A12G.01A.11R.A10J.07",1.36720225010148
"848","SGOL1","TCGA.AR.A1AK.01A.21R.A12P.07",1.75715762530122
"849","SGOL1","TCGA.AC.A5EH.01A.11R.A28M.07",1.76489263819201
"850","SGOL1","TCGA.D8.A27I.01A.11R.A16F.07",1.33810549838251
"851","SGOL1","TCGA.D8.A1JP.01A.11R.A13Q.07",2.23136349540704
"852","SGOL1","TCGA.E2.A14R.01A.11R.A115.07",4.01441165234858
"853","SGOL1","TCGA.A2.A0SW.01A.11R.A084.07",2.75986929250445
"854","SGOL1","TCGA.AQ.A0Y5.01A.11R.A14M.07",1.04229912351705
"855","SGOL1","TCGA.AO.A125.01A.11R.A10J.07",1.26705959193943
"856","SGOL1","TCGA.A2.A0T2.01A.11R.A084.07",1.64618976130737
"857","SGOL1","TCGA.A2.A1FW.01A.11R.A13Q.07",2.95357076851927
"858","SGOL1","TCGA.B6.A0I9.01A.11R.A034.07",2.14492411310991
"859","SGOL1","TCGA.GM.A2DK.01A.21R.A180.07",1.41268940824692
"860","SGOL1","TCGA.E2.A159.01A.11R.A115.07",2.87387176697322
"861","SGOL1","TCGA.A8.A084.01A.21R.A00Z.07",2.75899524318215
"862","SGOL1","TCGA.BH.A42U.01A.12R.A24H.07",0.46083139631462
"863","SGOL1","TCGA.D8.A1JH.01A.11R.A13Q.07",1.10508113485168
"864","SGOL1","TCGA.E2.A14P.01A.31R.A12D.07",2.87653514530243
"865","SGOL1","TCGA.E2.A1L7.01A.11R.A144.07",3.57069059103275
"866","SGOL1","TCGA.E2.A1IL.01A.11R.A14D.07",0.86482406276683
"867","SGOL1","TCGA.BH.A6R8.01A.21R.A33J.07",0.787874223853944
"868","SGOL1","TCGA.A7.A4SD.01A.11R.A266.07",3.55243281510481
"869","SGOL1","TCGA.A8.A083.01A.21R.A00Z.07",0.657576599934282
"870","SGOL1","TCGA.B6.A0I5.01A.11R.A034.07",0.982989892009627
"871","SGOL1","TCGA.D8.A1JA.01A.11R.A13Q.07",2.41859040713697
"872","SGOL1","TCGA.A2.A0D0.01A.11R.A00Z.07",3.28218301295727
"873","SGOL1","TCGA.A8.A07B.01A.11R.A00Z.07",3.20976116538482
"874","SGOL1","TCGA.C8.A275.01A.21R.A16F.07",3.08113623476149
"875","SGOL1","TCGA.AO.A1KQ.01A.11R.A13Q.07",2.47628871229125
"876","SGOL1","TCGA.E9.A5UP.01A.11R.A28M.07",0.684518925692238
"877","SGOL1","TCGA.AR.A24T.01A.11R.A169.07",0.856505502527558
"878","SGOL1","TCGA.D8.A1XB.01A.11R.A14D.07",1.60448314133849
"879","SGOL1","TCGA.E9.A245.01A.22R.A16F.07",1.20100515656362
"880","SGOL1","TCGA.WT.AB44.01A.11R.A41B.07",0.189349170559933
"881","TTK","TCGA.E9.A1NI.01A.11R.A14D.07",3.92552601543541
"882","TTK","TCGA.E2.A1LK.01A.21R.A14D.07",4.49324444668852
"883","TTK","TCGA.BH.A0B2.01A.11R.A10J.07",2.78281284633065
"884","TTK","TCGA.E2.A107.01A.11R.A10J.07",3.86481348364813
"885","TTK","TCGA.LL.A5YN.01A.11R.A28M.07",1.97976909603384
"886","TTK","TCGA.BH.A0DQ.01A.11R.A084.07",2.94004764559164
"887","TTK","TCGA.D8.A73X.01A.11R.A32P.07",2.89336804785741
"888","TTK","TCGA.AR.A0TP.01A.11R.A084.07",4.84469288200345
"889","TTK","TCGA.E2.A1IF.01A.11R.A144.07",2.9853611699949
"890","TTK","TCGA.EW.A6SD.01A.12R.A33J.07",3.19692291418386
"891","TTK","TCGA.AO.A03T.01A.21R.A034.07",3.143175709599
"892","TTK","TCGA.OL.A5D8.01A.11R.A27Q.07",3.00656097164095
"893","TTK","TCGA.AR.A24X.01A.11R.A169.07",3.82145867735347
"894","TTK","TCGA.B6.A0WV.01A.11R.A109.07",3.91643840994796
"895","TTK","TCGA.A8.A09W.01A.11R.A00Z.07",3.951093503837
"896","TTK","TCGA.C8.A8HQ.01A.11R.A36F.07",4.95631295227092
"897","TTK","TCGA.B6.A0RU.01A.11R.A084.07",5.13971149099585
"898","TTK","TCGA.A8.A09E.01A.11R.A00Z.07",3.58758004999349
"899","TTK","TCGA.A7.A6VX.01A.12R.A33J.07",3.60365026788407
"900","TTK","TCGA.E2.A14O.01A.31R.A115.07",3.08793958074613
"901","TTK","TCGA.A2.A1G6.01A.11R.A13Q.07",1.4981950261357
"902","TTK","TCGA.E2.A1LA.01A.11R.A144.07",3.58976383073966
"903","TTK","TCGA.BH.A0GZ.01A.11R.A056.07",3.72105371335699
"904","TTK","TCGA.D8.A1JG.01B.11R.A13Q.07",4.54209293781319
"905","TTK","TCGA.A7.A13G.01B.04R.A22O.07",2.16401665825878
"906","TTK","TCGA.B6.A400.01A.11R.A239.07",4.56531214068881
"907","TTK","TCGA.MS.A51U.01A.31R.A266.07",2.14678083560523
"908","TTK","TCGA.BH.A0EB.01A.11R.A034.07",2.7506769732335
"909","TTK","TCGA.AR.A2LR.01A.12R.A18M.07",5.77468752562537
"910","TTK","TCGA.BH.A0AZ.01A.21R.A12P.07",2.41093639950781
"911","TTK","TCGA.BH.A18K.01A.11R.A12D.07",3.52922632861639
"912","TTK","TCGA.AO.A0J7.01A.11R.A034.07",3.63124599497408
"913","TTK","TCGA.A2.A0YH.01A.11R.A109.07",4.39388136917954
"914","TTK","TCGA.BH.A42V.01A.11R.A24H.07",1.43402387021629
"915","TTK","TCGA.AR.A5QN.01A.12R.A28M.07",3.66748275164716
"916","TTK","TCGA.B6.A0X1.01A.11R.A109.07",5.0379844911002
"917","TTK","TCGA.S3.A6ZG.01A.22R.A32P.07",4.29660485038875
"918","TTK","TCGA.A8.A085.01A.11R.A00Z.07",3.80087150056511
"919","TTK","TCGA.D8.A1J9.01A.11R.A13Q.07",3.63403742947709
"920","TTK","TCGA.A7.A0DC.01B.04R.A22O.07",2.68961734238007
"921","TTK","TCGA.AR.A24S.01A.11R.A169.07",4.46805756630651
"922","TTK","TCGA.BH.A0BA.01A.11R.A056.07",4.01265672772894
"923","TTK","TCGA.A2.A0YM.01A.11R.A109.07",6.06109801051321
"924","TTK","TCGA.D8.A27N.01A.11R.A16F.07",3.31652625948731
"925","TTK","TCGA.EW.A1PH.01A.11R.A14M.07",5.5812396536627
"926","TTK","TCGA.EW.A1OZ.01A.11R.A144.07",4.07993048865773
"927","TTK","TCGA.AO.A12G.01A.11R.A10J.07",3.52301249891816
"928","TTK","TCGA.AR.A1AK.01A.21R.A12P.07",3.38252849188634
"929","TTK","TCGA.AC.A5EH.01A.11R.A28M.07",3.28194491613027
"930","TTK","TCGA.D8.A27I.01A.11R.A16F.07",2.94919578966164
"931","TTK","TCGA.D8.A1JP.01A.11R.A13Q.07",3.90810661018599
"932","TTK","TCGA.E2.A14R.01A.11R.A115.07",5.42902904569078
"933","TTK","TCGA.A2.A0SW.01A.11R.A084.07",4.16067375499794
"934","TTK","TCGA.AQ.A0Y5.01A.11R.A14M.07",2.8826333211322
"935","TTK","TCGA.AO.A125.01A.11R.A10J.07",3.10079155301762
"936","TTK","TCGA.A2.A0T2.01A.11R.A084.07",4.4465305398956
"937","TTK","TCGA.A2.A1FW.01A.11R.A13Q.07",3.85792390670357
"938","TTK","TCGA.B6.A0I9.01A.11R.A034.07",4.52431473632266
"939","TTK","TCGA.GM.A2DK.01A.21R.A180.07",3.0835796895253
"940","TTK","TCGA.E2.A159.01A.11R.A115.07",5.49517418540017
"941","TTK","TCGA.A8.A084.01A.21R.A00Z.07",4.47596840429127
"942","TTK","TCGA.BH.A42U.01A.12R.A24H.07",1.26716439175025
"943","TTK","TCGA.D8.A1JH.01A.11R.A13Q.07",2.78385190071402
"944","TTK","TCGA.E2.A14P.01A.31R.A12D.07",4.58651589651585
"945","TTK","TCGA.E2.A1L7.01A.11R.A144.07",5.71037782317634
"946","TTK","TCGA.E2.A1IL.01A.11R.A14D.07",1.8914073524042
"947","TTK","TCGA.BH.A6R8.01A.21R.A33J.07",2.14235743416582
"948","TTK","TCGA.A7.A4SD.01A.11R.A266.07",5.35211097023943
"949","TTK","TCGA.A8.A083.01A.21R.A00Z.07",2.25682960666745
"950","TTK","TCGA.B6.A0I5.01A.11R.A034.07",2.08356890847309
"951","TTK","TCGA.D8.A1JA.01A.11R.A13Q.07",4.75107090054928
"952","TTK","TCGA.A2.A0D0.01A.11R.A00Z.07",5.81810738917506
"953","TTK","TCGA.A8.A07B.01A.11R.A00Z.07",5.22068748253665
"954","TTK","TCGA.C8.A275.01A.21R.A16F.07",5.34610042569755
"955","TTK","TCGA.AO.A1KQ.01A.11R.A13Q.07",3.80522698409655
"956","TTK","TCGA.E9.A5UP.01A.11R.A28M.07",1.50060199581138
"957","TTK","TCGA.AR.A24T.01A.11R.A169.07",2.04420953188187
"958","TTK","TCGA.D8.A1XB.01A.11R.A14D.07",2.99631753413155
"959","TTK","TCGA.E9.A245.01A.22R.A16F.07",2.74735792712552
"960","TTK","TCGA.WT.AB44.01A.11R.A41B.07",1.26978235935274
