"Time","Bub1a","pKnl1","pKnl1_Bub1a"
0,0.27418479226,0,0
1,0.272773343445678,0,0
2,0.271358358741541,0,0
3,0.270548179032971,0,0
4,0.270144102952405,0,0
5,0.269953922779587,0,0
6,0.269866460203543,0,0
7,0.269825644365938,0,0
8,0.269802452689303,0,0
9,0.269776976382051,0,0
10,0.269737384189514,0,0
