"Time","H3","H2A"
0,130.769230769231,117.692307692308
1,130.769229849647,72.1157683041004
2,130.768968693357,54.2258323708839
3,130.766378237053,44.1922229416736
4,130.75824286909,37.9526349290374
5,130.742989049698,33.7582214449961
6,130.721020077818,30.7425784592919
7,130.693797818002,28.4482714815759
8,130.663072855515,26.6221893691368
9,130.630463473831,25.1158887205087
10,130.597259759489,23.837128307969
