"Time","pH3","pH3_CPCa","pH3_CPCi","Total"
0,0,0,0,0
1,17.3179635356269,3.13171131545263e-05,0.0551941148152674,17.3731889675553
2,28.2904007622233,0.00337677952311314,0.200055283161726,28.4938328249081
3,33.8774403095837,0.130862629677836,0.239855088359851,34.2481580276214
4,39.9966093990663,0.435618680637687,0.107228056863969,40.5394561365679
5,43.5955010482897,0.598998258439949,0.113638074295986,44.3081373810257
6,45.0787928947906,0.731657233414156,0.13236401928417,45.9428141474889
7,45.655538816105,0.844452574469027,0.147201261987253,46.6471926525613
8,45.8895648920859,0.938520313343373,0.158225607612078,46.9863108130414
9,45.9946480692553,1.01614910526034,0.166327826887676,47.1771250014033
10,46.049458073056,1.07992505539619,0.172267493091882,47.3016506215441
11,46.083227139298,1.13223002541883,0.176620039911674,47.3920772046285
12,46.1070367404074,1.17511566660106,0.179807723584673,47.4619601305931
13,46.1253153373222,1.21029871088591,0.182137829457726,47.5177518776658
14,46.1399926659879,1.23917459152433,0.183832317594447,47.5629995751066
15,46.1520502754996,1.26290789416562,0.185055776433278,47.6000139460985
16,46.1620654980611,1.28243578455498,0.185928353697768,47.6304296363139
17,46.1704352496008,1.29852724204597,0.186539624635112,47.6555021162819
18,46.1774558109629,1.31180639656944,0.18695650331175,47.6762187108441
19,46.183378370971,1.32281457835696,0.187229406514063,47.693422355842
20,46.188560331168,1.33231297762256,0.187415343925277,47.7082886527158
21,46.1931188972135,1.34055183613533,0.187536876807843,47.7212076101567
22,46.1967617971533,1.34695512600595,0.187566926273907,47.7312838494332
23,46.1996839831164,1.35195092191839,0.187542707024213,47.739177612059
24,46.2021718105421,1.35612144207745,0.187494000416721,47.7457872530363
25,46.2043166981429,1.35965255439814,0.187430044582055,47.7513992971231
26,46.2061375593927,1.36258989680638,0.187355266842063,47.7560827230412
27,46.2076901365528,1.36504547493207,0.187275029819747,47.7600106413047
28,46.2090261553277,1.36711957862991,0.187192900854741,47.7633386348123
29,46.2102082442681,1.36892667879554,0.187110903813268,47.7662458268769
30,46.2113686233041,1.37069661545652,0.187029082516888,47.7690943212775
31,46.2125290085055,1.37246656198815,0.186947261124701,47.7719428316183
32,46.2136894022468,1.37423652224433,0.186865439543137,47.7747913640343
33,46.2148498069077,1.3760065001159,0.18678361764704,47.7776399246707
34,46.2160102248748,1.37777649953418,0.186701795279545,47.7804885196885
35,46.2171706585431,1.37954652447298,0.186619972251943,47.783337155268
36,46.218331110316,1.38131657894865,0.186538148343576,47.7861858376082
37,46.2181816985448,1.38087067085154,0.186478342336404,47.7855307117327
38,46.2180389104541,1.38044623512743,0.186412568608694,47.7848977141902
39,46.2178961247351,1.38002180446257,0.186346795240593,47.7842647244383
40,46.2177533423377,1.37959738088097,0.186281022377894,47.7836317455965
41,46.2176105642111,1.37917296640478,0.186215250167377,47.7829987807832
42,46.2174677913043,1.37874856305397,0.186149478756807,47.7823658331151
43,46.2173250245657,1.37832417284621,0.186083708294941,47.7817329057069
44,46.2171822649431,1.37789979779671,0.186017938931529,47.7811000016714
45,46.2170395133837,1.37747543991807,0.185952170817322,47.7804671241191
46,46.216896770834,1.37705110122024,0.185886404104086,47.7798342761584
47,46.21675403824,1.37662678371044,0.185820638944609,47.779201460895
48,46.2166113165468,1.37620248939326,0.185754875492722,47.7785686814328
49,46.2164686066992,1.37577822027067,0.185689113903318,47.7779359408732
50,46.2163259096413,1.37535397834222,0.185623354332379,47.777303242316
