"Time","Mps1a","pMps1a","Ndc80_Mps1a","Ndc80_pMps1a","pNdc80_Mps1a","pNdc80_pMps1a","Sum_Active"
0,0.161769230769231,0,0,0,0,0,0.161769230769231
1,0.179016824981457,0.406006161367117,0.708010058724359,76.0576451963252,0.00026715799049508,0.00194678287155016,77.3528921822602
2,0.169720413505676,0.466655922320621,0.616432998569411,82.2728525305237,0.039107624336327,0.443648591970879,84.0084180812266
3,0.113303670136873,0.469126693013166,0.369012542147072,76.5442929581419,0.327527736026326,12.2413654376754,90.0646290371407
4,0.0343730003031161,0.449548080875057,0.0990064017412309,66.8095906557179,0.13297419706883,33.2623264644435,100.78781880015
5,0.0208980342383459,0.399019967643816,0.0550790833635949,55.1542344968124,0.0908163444250657,51.4458674062998,107.165915332783
6,0.0185509209075593,0.355163377971098,0.0455832376445882,45.7749716489887,0.0918360334248113,65.434115433927,111.720220652864
7,0.0172502075064011,0.321952382628922,0.0398969687675156,38.9210636834831,0.0944230010030206,75.7696374895155,115.164223732904
8,0.0163190783703995,0.297691525492447,0.0358743782730438,34.043334337015,0.0961772690425407,83.2147010718579,117.704097660051
9,0.0156496308465327,0.280291036653031,0.0330140348885696,30.6099446201075,0.0973910087310127,88.50277671165,119.539067042877
10,0.0151706880354707,0.267883462820566,0.0309735184023106,28.1924267471572,0.0983196519220436,92.2489114395507,120.853685507888
11,0.0148262475522027,0.258985698373286,0.0294999510859736,26.4721311739805,0.0990942537754762,94.9243925895997,121.798929914367
12,0.0145747368491046,0.252503815009241,0.028413765203333,25.2240129485828,0.0997755444981377,96.8690018500784,122.488282660221
13,0.0143867904249729,0.247669369561758,0.0275916018877156,24.2945073374652,0.100390462227398,98.3178944732986,123.002440034866
14,0.0142424549697613,0.243962700347426,0.0269510354164563,23.5817550261291,0.100950676717117,99.4285275954632,123.396389489043
15,0.0141282743888004,0.241034138697149,0.0264370159389284,23.0180957444243,0.101462139634443,100.306181089323,123.707338402407
16,0.0140354187040203,0.238654860612543,0.0260135633637539,22.5596200747886,0.101928212011623,101.019459048119,123.959711177599
17,0.0139580424090389,0.236673743295089,0.0256568675769291,22.177479478604,0.10235167372515,101.613543972889,124.169663778499
18,0.0138922764484391,0.234990834015817,0.0253511046604481,21.8526384771782,0.10273506577235,102.11828591909,124.347893677166
19,0.0138353887856927,0.233536587922163,0.0250847111445455,21.5718986502448,0.103082232758066,102.554347118281,124.501784689136
20,0.0137842820245677,0.232230445329875,0.0248440741301902,21.3198071565064,0.103393776154908,102.946056296884,124.64011603103
21,0.0137381517826661,0.231050525988345,0.0246279682967661,21.0921308590479,0.103692840805143,103.299755320037,124.764995665958
22,0.0136991334637034,0.230053251825206,0.0244430701877714,20.8995404810449,0.103951878617929,103.598788655712,124.870476470852
23,0.0136657223643267,0.229199707186608,0.0242846085371153,20.734847409175,0.10417432164508,103.854619547222,124.96079131613
24,0.0136359579729085,0.22843946199761,0.0241434037641,20.5882529976568,0.104373142026875,104.082391404106,125.041236367524
25,0.013609235070112,0.227756995795572,0.0240165897425403,20.4567349696884,0.104551943269325,104.286796456947,125.113466190513
26,0.0135855366671893,0.227151851130378,0.0239040608881359,20.3401784396171,0.104710905942471,104.467993264392,125.177524058638
27,0.0135644886279232,0.226614455914046,0.0238040998228885,20.2367237215181,0.104852259986929,104.628857508349,125.234416534219
28,0.0135456943884522,0.22613472265586,0.0237148172003335,20.1444147749852,0.104978586688553,104.772420887688,125.285209483607
29,0.0135285161493083,0.225697386680958,0.0236333491987024,20.060367630538,0.105093604431792,104.903161159658,125.331481646657
30,0.0135115342684972,0.225265971800626,0.0235528909862488,19.9775224709997,0.105206952055627,105.032035853263,125.377095673373
31,0.0134945523751613,0.224834555698341,0.0234724322068816,19.8946769743021,0.105320301361089,105.16091107448,125.422709890423
32,0.0134775704613968,0.224403137928612,0.0233919724789254,19.8118309977799,0.105433653399763,105.289787035463,125.468324367512
33,0.0134605885174091,0.223971718058024,0.0233115113324997,19.7289843913715,0.105547009449208,105.418663953771,125.5139391725
34,0.0134436065314022,0.223540295664308,0.0232310482118553,19.6461369974716,0.105660371014204,105.547542052578,125.559554371472
35,0.0134266244894786,0.2231088703357,0.0231505824781209,19.5632886508301,0.105773739827912,105.676421560811,125.605170028772
36,0.0134096423755546,0.222677441670636,0.0230701134124335,19.4804391785227,0.105887117852603,105.805302713165,125.650786206999
37,0.0134092893082557,0.222655466116297,0.0230656967021823,19.4761757878533,0.105895372322378,105.812737023208,125.65393863551
38,0.0134082530844874,0.22262873289333,0.0230551789369715,19.4698471145655,0.105933818729051,105.821815399183,125.656688497393
39,0.0134072168069905,0.222601997795885,0.0230446660470237,19.4635181612093,0.105972262813278,105.830894233658,125.65943853833
40,0.0134061804542739,0.222575260073364,0.0230341599733871,19.4571888158404,0.106010703639258,105.839973710054,125.662188830035
41,0.0134051440048651,0.222548518975491,0.023023662648211,19.4508589666866,0.106049140268129,105.849054011614,125.664939444197
42,0.0134041074373097,0.222521773752406,0.0230131759926251,19.4445285021664,0.10608757175797,105.85813532137,125.667690452476
43,0.0134030707301692,0.222495023654743,0.0230027019146605,19.4381973109053,0.106125997163787,105.867217822125,125.670441926494
44,0.0134020338620203,0.222468267933698,0.0229922423072184,19.4318652817506,0.1061644155375,105.876301696438,125.673193937829
45,0.013400996811452,0.222441505841082,0.0229817990460931,19.4255323037845,0.106202825927905,105.885387126603,125.675946558014
46,0.0133999595570637,0.222414736629363,0.0229713739880579,19.4191982663342,0.106241227380628,105.894474294641,125.67869985853
47,0.0133989220774617,0.222387959551687,0.0229609689690195,19.4128630589803,0.10627961893805,105.903563382291,125.681453910807
48,0.0133978843512565,0.222361173861882,0.0229505858022486,19.4065265715614,0.106317999639227,105.912654571009,125.684208786225
49,0.0133968463570576,0.222334378814437,0.0229402262766942,19.4001886941756,0.106356368519765,105.921748041971,125.686964556114
50,0.0133958080734698,0.222307573664458,0.022929892155389,19.3938493171786,0.10639472461168,105.930843976079,125.689721291763
