"Time","Haspina","Haspini","Plk1a","Plk1i"
0,0,10.40495996,1.840322379,16.562901411
1,7.37529049023792,3.02966946976208,1.84317840365926,16.5600453863407
2,7.65345375740446,2.75150620259554,1.91736967536944,16.4858541146305
3,8.70327325815743,1.70168670184256,3.14405729576738,15.2591664942326
4,9.85291729316213,0.552042666837861,9.21224170631979,9.19098208368026
5,10.0191207382686,0.385839221731422,13.7708894121357,4.63233437786191
6,10.033916947098,0.371043012901955,14.2645706616276,4.13865312837278
7,10.0374383341799,0.367521625820121,14.2946292255326,4.10859456446781
8,10.0401060918346,0.364853868165396,14.2974151090233,4.10580868097649
9,10.0424703422496,0.3624896177504,14.2985861241732,4.10463766582688
10,10.0445598535248,0.360400106475168,14.2995183352,4.10370545480021
11,10.0463917725995,0.358568187400505,14.300310463679,4.10291332632104
12,10.0479895714332,0.356970388566818,14.3009895884977,4.10223420150233
13,10.0493791115936,0.355580848406367,14.3015746859361,4.10164910406577
14,10.0505852187364,0.354374741263588,14.3020807359518,4.10114305404795
15,10.0516316743086,0.353328285691365,14.3025198869478,4.10070390305221
16,10.0525394543755,0.352420505624544,14.302902103153,4.10032168684701
17,10.0533272844406,0.351632675559445,14.3032356564071,4.0999881335928
18,10.054011353908,0.350948606091986,14.3035273404626,4.09969644953685
19,10.0546076437535,0.350352316246499,14.3037888193942,4.0994349704143
20,10.0551402817755,0.349819678224519,14.3040117351109,4.0992120548451
21,10.0556224647054,0.349337495294545,14.3042249894381,4.09899880056043
22,10.056024280615,0.34893567938499,14.3044025730548,4.09882121694523
23,10.0563591942471,0.348600765752852,14.3045527509113,4.09867103908629
24,10.0566517132296,0.348308246770357,14.3046857740285,4.09853801597106
25,10.0569097749981,0.348050185001929,14.3048041671747,4.09841962282435
26,10.0571344105381,0.347825549461892,14.3049083302905,4.09831545970956
27,10.0573304509043,0.347629509095647,14.3050002895154,4.0982235004846
28,10.0575027536386,0.34745720636143,14.3050819901484,4.09814179985506
29,10.0576577899268,0.347302170073222,14.3051570158726,4.09806677470825
30,10.0578103588377,0.347149601162295,14.3052316496829,4.09799214188158
31,10.0579629285435,0.346997031456446,14.3053062829721,4.09791750957676
32,10.058115499431,0.346844460569032,14.3053809155395,4.09784287799477
33,10.0582680719318,0.346691888068164,14.3054555471843,4.09776824733674
34,10.0584206465236,0.346539313476408,14.3055301777052,4.0976936178041
35,10.0585732237294,0.346386736270584,14.3056048069006,4.09761898959894
36,10.0587258041183,0.346234155881734,14.3056794345677,4.09754436292428
37,10.0587259320971,0.346234027902887,14.3056748963531,4.09754889307811
38,10.0587300616519,0.346229898348134,14.3056852158099,4.09753857247203
39,10.0587341914349,0.346225768565143,14.3056955356637,4.09752825146899
40,10.0587383215371,0.346221638462859,14.3057058560726,4.09751792991108
41,10.0587424520495,0.346217507950499,14.3057161771931,4.09750760764172
42,10.0587465830624,0.3462133769376,14.3057264991802,4.09749728450597
43,10.0587507146659,0.346209245334062,14.305736822187,4.09748696035076
44,10.0587548469498,0.346205113050192,14.3057471463646,4.09747663502514
45,10.0587589800033,0.346200979996745,14.3057574718615,4.09746630838056
46,10.058763113915,0.34619684608496,14.3057677988237,4.0974559802711
47,10.0587672487734,0.346192711226603,14.3057781273942,4.09744565055369
48,10.058771384666,0.346188575333994,14.3057884577131,4.09743531908837
49,10.05877552168,0.346184438320044,14.3057987899171,4.0974249857385
50,10.0587796599017,0.346180300098279,14.3058091241394,4.09741465037093
