"Time","pH2A","pH2A_Sgo1","pH2A_Sgo1_CPCa","pH2A_Sgo1_CPCi","Total"
0,0,0,0,0,0
1,114.026539261558,122.633729319414,0.00350774017329851,2.33525666666382,238.99903298781
2,124.314275074204,114.172011759962,0.642633016192992,2.11972702230226,241.248646872662
3,133.238710812225,105.411487783341,2.60938375161792,0.421721352073331,241.681303699257
4,140.215737247263,98.3939583526038,2.87836601110899,0.350507778017381,241.838569388994
5,145.474175343452,93.0669866065755,3.05044193819732,0.340013767488519,241.931617655714
6,149.363326780705,89.1013099963621,3.18479147219923,0.347710863735831,241.997139113003
7,152.21225328719,86.1722875471668,3.30768393977228,0.355175866506153,242.047400640635
8,154.285929893386,84.0163519373868,3.42318082128411,0.36180629519041,242.087268947247
9,155.787510963934,82.4315391074924,3.53247439922106,0.367709292773644,242.119233763422
10,156.869437663321,81.2667621432886,3.63579580281425,0.372970142436031,242.14496575186
11,157.64485053967,80.4101973224258,3.73301674757018,0.377654909292763,242.165719518959
12,158.19728196574,79.7794276391399,3.82394779246683,0.381820662215071,242.182478059561
13,158.588183963701,79.3138497773342,3.90847075922284,0.385519562519798,242.196024062778
14,158.862258238637,78.9693618466264,3.98655735047737,0.388798511681735,242.206975947423
15,159.052515420377,78.7132980867667,4.05832281018775,0.391702735738004,242.21583905307
16,159.182789402964,78.5219881185795,4.12396410416745,0.394272725490756,242.223014351202
17,159.27043930178,78.3780760431974,4.18376535443964,0.396546016213787,242.228826715631
18,159.328060575912,78.2688721030203,4.23804850989558,0.398556017125639,242.233537205953
19,159.364572790622,78.1851259331202,4.28733010660929,0.400338771667705,242.237367602019
20,159.389593326921,78.1162685928741,4.33280343766744,0.401954724663842,242.240620082127
21,159.40562711699,78.0594284323404,4.37492071968487,0.403420584195264,242.243396853211
22,159.410350256118,78.0186969316831,4.4117565433399,0.404678999475237,242.245482730616
23,159.409536037924,77.9880843867156,4.44368265366421,0.40575094412752,242.247054022431
24,159.406660088623,77.9626655985515,4.47230510069321,0.406700057073789,242.248330844942
25,159.402705945949,77.9409942481297,4.49813602206883,0.407547253868076,242.249383470015
26,159.398165928041,77.9226116015638,4.52115966938223,0.408294383612841,242.250231582599
27,159.393515563744,77.9067598823777,4.54168749407675,0.408954619933036,242.250917560131
28,159.3890055506,77.8928528647,4.56007809637709,0.40954145015196,242.251477961829
29,159.38471262035,77.8802877843462,4.57687771973615,0.4100740439858,242.251952168418
30,159.380461374702,77.8679086208026,4.59344579635999,0.410598768941266,242.252414560806
31,159.376210107846,77.8555294164688,4.61001393505133,0.411123497126553,242.252876956493
32,159.371958811615,77.8431501556545,4.62658215913986,0.411648230336388,242.253339356746
33,159.367707477828,77.8307708226509,4.64315049168505,0.412172970673957,242.253801762838
34,159.363456098274,77.8183914017178,4.65971895549777,0.412697720552691,242.254264176042
35,159.35920466471,77.8060118770769,4.67628757315143,0.413222482697791,242.254726597636
36,159.354953168861,77.7936322329131,4.69285636698037,0.413747260146979,242.255189028902
37,159.353555422263,77.7923452518916,4.6953015006801,0.413753008198529,242.254955183034
38,159.352264916653,77.7909973033838,4.6976489241735,0.413816979788965,242.254728123999
39,159.350974438826,77.789649342966,4.69999633498631,0.413880950487166,242.254501067265
40,159.349683999908,77.7883013658691,4.70234372805472,0.413944919921525,242.254274013754
41,159.348393611023,77.7869533673251,4.7046910983249,0.414008887712483,242.254046964385
42,159.347103283287,77.7856053425677,4.70703844075334,0.414072853472627,242.253819920081
43,159.345813027814,77.7842572868321,4.70938575030722,0.414136816806807,242.253592881761
44,159.344522855713,77.7829091953555,4.71173302196459,0.414200777312239,242.253365850345
45,159.343232778084,77.7815610633769,4.71408025071453,0.414264734578603,242.253138826754
46,159.341942806024,77.7802128861367,4.71642743155725,0.414328688188146,242.252911811906
47,159.340652950624,77.7788646588774,4.71877455950391,0.414392637715764,242.252684806721
48,159.339363222968,77.7775163768423,4.7211216295765,0.41445658272909,242.252457812116
49,159.338073634139,77.7761680352757,4.72346863680742,0.414520522788559,242.25223082901
50,159.336784195213,77.774819629422,4.72581557623894,0.414584457447468,242.252003858322
